"Date","P","E","MXI_Q_sim"
2006-04-19,0,1.712098,0.639696598491881
2006-04-20,0,1.5832,0.488586154782245
2006-04-21,0,1.72232,0.380407489557298
2006-04-22,0,2.055787,0.302876501918873
2006-04-23,0,1.906578,0.247224815620214
2006-04-24,0,1.664318,0.207193565808203
2006-04-25,0,2.614495,0.178315167766197
2006-04-26,1,2.489932,0.175665369704799
2006-04-27,0.52,2.279525,0.184379723158729
2006-04-28,0,2.066842,0.171510656586645
2006-04-29,0,1.879394,0.151885737827294
2006-04-30,0,1.488974,0.137585812039801
2006-05-01,6.57,1.242226,0.247186287143005
2006-05-02,3.03,1.63297,0.389928684607777
2006-05-03,0,2.279322,0.367422480772448
2006-05-04,0,2.74471,0.291739133766361
2006-05-05,0,3.133681,0.237424790397074
2006-05-06,3.03,2.780145,0.253612924400646
2006-05-07,0.03,2.960251,0.269710617456973
2006-05-08,0,2.775521,0.221887771001865
2006-05-09,12.56,2.514195,0.417373719973391
2006-05-10,0.38,2.528348,0.58146109236376
2006-05-11,0.03,2.437027,0.452943203879251
2006-05-12,0,2.765869,0.353507997980231
2006-05-13,1.85,2.838433,0.315438032039952
2006-05-14,17.67,2.514401,0.618148181066761
2006-05-15,0,2.326371,0.823200452187255
2006-05-16,0,2.655017,0.619039485507377
2006-05-17,5.11,2.925123,0.567685647004158
2006-05-18,1.28,2.969827,0.56176170735051
2006-05-19,0.96,3.010565,0.475577243663745
2006-05-20,2.01,2.310091,0.426974271700627
2006-05-21,20.61,2.148815,0.764016052045628
2006-05-22,2.74,2.531541,1.04625926621971
2006-05-23,6.28,2.563149,0.955254361521645
2006-05-24,2.8,2.043834,0.897010400226726
2006-05-25,2.29,1.911688,0.77555421739466
2006-05-26,8.75,2.128356,0.802204087592162
2006-05-27,14.14,2.629082,1.06037580357898
2006-05-28,2.17,2.9359,1.12874634630956
2006-05-29,1.87,2.826622,0.924652287276201
2006-05-30,10.33,2.018782,0.937608542390108
2006-05-31,3.09,1.813142,0.983692293543666
2006-06-01,1.5,1.825399,0.835192517082685
2006-06-02,2.16,1.812284,0.708817748194952
2006-06-03,0,2.259227,0.590227743463302
2006-06-04,0,2.48771,0.460138895600748
2006-06-05,0,2.742347,0.366897405388272
2006-06-06,0.29,2.678804,0.305582491832149
2006-06-07,0,2.430686,0.261874928101859
2006-06-08,0,2.713694,0.224292842101084
2006-06-09,0,3.084712,0.197096878389819
2006-06-10,0,3.324333,0.177318153701719
2006-06-11,0,3.659721,0.162837454003518
2006-06-12,0,3.942612,0.152142056336898
2006-06-13,0,3.961734,0.144152149156592
2006-06-14,0,4.422082,0.138096931814445
2006-06-15,0.36,4.404413,0.140262248386317
2006-06-16,6.6,3.662155,0.267778362823505
2006-06-17,0,3.213944,0.36089887182514
2006-06-18,0,3.410493,0.292532536675112
2006-06-19,0,3.942181,0.243387083961723
2006-06-20,0.54,3.871599,0.218164633594231
2006-06-21,0,3.72498,0.200612646929507
2006-06-22,0,3.518181,0.176842322929732
2006-06-23,0.48,2.880505,0.168552524176929
2006-06-24,0,3.093686,0.163003951276217
2006-06-25,0,3.727085,0.14908228586664
2006-06-26,8.5,3.789807,0.298527954636068
2006-06-27,1.1,3.535503,0.437902755400366
2006-06-28,0,3.477216,0.36790345080544
2006-06-29,0,3.872422,0.295540017930442
2006-06-30,0.22,3.829599,0.24766009451928
2006-07-01,0,4.328485,0.213478479172599
2006-07-02,0,4.433869,0.184377335274115
2006-07-03,0,4.329465,0.163288212793257
2006-07-04,0,4.457209,0.147921178474725
2006-07-05,0,4.797611,0.136641655473681
2006-07-06,0.53,4.549896,0.137989578515181
2006-07-07,0,4.048904,0.139399734670996
2006-07-08,0.11,3.95075,0.131730168172899
2006-07-09,0.15,3.992552,0.128838061958956
2006-07-10,0,3.74398,0.124545684661381
2006-07-11,0,4.167972,0.118273174930108
2006-07-12,0,4.747865,0.113505031367957
2006-07-13,0,4.813864,0.109813578723371
2006-07-14,39.93,4.265984,0.849674323407834
2006-07-15,0,4.356479,1.4350837378218
2006-07-16,0,4.018706,1.05844780554165
2006-07-17,0,4.285995,0.789268926069774
2006-07-18,0,4.391714,0.59679583088255
2006-07-19,0,4.628929,0.459078346604616
2006-07-20,0,4.96938,0.36044848893623
2006-07-21,0,5.001661,0.289722476931219
2006-07-22,0,5.331844,0.23891733752062
2006-07-23,2.51,4.568414,0.247877493554616
2006-07-24,0.1,4.465701,0.259298233911682
2006-07-25,0,4.750831,0.218582277677855
2006-07-26,0,5.349794,0.187272408717293
2006-07-27,0,5.65498,0.164614113215763
2006-07-28,0.03,4.900592,0.148669822829808
2006-07-29,0.55,3.810304,0.146824747797497
2006-07-30,0,3.927917,0.145394388826374
2006-07-31,0.68,3.800787,0.145659723876247
2006-08-01,0.81,3.653794,0.160830963393902
2006-08-02,4.81,3.003323,0.244979055589667
2006-08-03,10.41,2.675501,0.482379191758012
2006-08-04,0.33,2.578596,0.580582062984606
2006-08-05,18.72,2.739754,0.791627310295547
2006-08-06,1.75,3.501988,0.993784299466464
2006-08-07,0.03,3.528031,0.777209082487873
2006-08-08,0,3.567246,0.588366686406495
2006-08-09,0,3.291851,0.452663856069468
2006-08-10,0.62,2.788448,0.366640235471063
2006-08-11,1.96,2.521464,0.341082718645753
2006-08-12,10.29,2.316128,0.500186454362976
2006-08-13,2.22,2.329921,0.630517573874524
2006-08-14,0,2.424958,0.526554293336341
2006-08-15,3.32,2.519591,0.469206161910224
2006-08-16,4.86,2.672488,0.521169597486633
2006-08-17,0.52,2.662792,0.509768030017918
2006-08-18,4.93,3.122262,0.497302105430882
2006-08-19,4.55,3.004925,0.568135159694607
2006-08-20,2.29,2.870884,0.570532330642165
2006-08-21,2.98,2.601081,0.540761575654664
2006-08-22,4.1,2.593484,0.553858990326714
2006-08-23,0,2.549566,0.510356715420562
2006-08-24,0,2.728572,0.398516712034953
2006-08-25,19.03,2.385486,0.672066872283969
2006-08-26,10.92,2.386554,1.09913365697637
2006-08-27,0.5,2.413896,1.05065814163661
2006-08-28,1.12,2.515089,0.818485832539173
2006-08-29,11.05,2.100826,0.852638592333836
2006-08-30,4.72,1.925744,0.959802767887722
2006-08-31,0,2.002639,0.819777213116248
2006-09-01,0,2.103298,0.623864216128778
2006-09-02,0,2.585042,0.483638944782938
2006-09-03,0,2.825362,0.383167158894301
2006-09-04,2.85,3.081168,0.364749001586281
2006-09-05,0,3.064568,0.35539107242795
2006-09-06,0,2.807721,0.290952083217004
2006-09-07,0,3.035901,0.244586675881864
2006-09-08,0,2.618402,0.211125778382067
2006-09-09,0,2.175367,0.18687969026884
2006-09-10,0,2.246124,0.169214681352177
2006-09-11,0,2.530095,0.156250769411917
2006-09-12,0,2.718208,0.146645995056515
2006-09-13,0,2.874105,0.139442437921867
2006-09-14,0,2.895916,0.133956303607408
2006-09-15,0,2.747738,0.12969946813943
2006-09-16,0,2.73487,0.126323476699506
2006-09-17,0,2.40794,0.123579570123286
2006-09-18,0,2.678368,0.121290151961767
2006-09-19,1.43,2.399691,0.145598420124401
2006-09-20,0,2.083848,0.164661765992516
2006-09-21,0.1,2.081233,0.151690994768462
2006-09-22,0,2.278032,0.142254474708842
2006-09-23,0,2.649146,0.133242722463004
2006-09-24,0,2.621812,0.126496255401405
2006-09-25,0.7,2.68054,0.134117872085305
2006-09-26,0.71,2.27936,0.153158136609974
2006-09-27,0.19,2.122584,0.157268146504103
2006-09-28,0,1.876615,0.146352694890468
2006-09-29,0,1.930407,0.13456826626286
2006-09-30,0,2.025467,0.125858513851962
2006-10-01,14.33,1.997627,0.381977472314469
2006-10-02,5.45,2.178683,0.685115222176559
2006-10-03,0.88,1.950745,0.644338069178648
2006-10-04,17.49,1.766855,0.835475656458945
2006-10-05,0.27,1.603188,0.984641624763513
2006-10-06,0.8,1.547164,0.757008617124988
2006-10-07,11.91,1.874038,0.81423830158937
2006-10-08,2.73,1.649406,0.907674338984761
2006-10-09,0,1.301947,0.738221409804199
2006-10-10,0,1.510334,0.561873725153698
2006-10-11,0.76,1.916001,0.449949294271497
2006-10-12,0,1.654135,0.370823959139904
2006-10-13,0.04,1.797016,0.29946839014433
2006-10-14,0,2.025724,0.248256347013548
2006-10-15,0,1.731451,0.210564966242438
2006-10-16,0,1.520572,0.183330665328144
2006-10-17,0,1.403569,0.163563859802713
2006-10-18,0,1.310002,0.149130563083004
2006-10-19,0,1.485701,0.138507511471691
2006-10-20,2.51,1.616091,0.177490452423013
2006-10-21,4.67,1.776714,0.296141681403505
2006-10-22,1.89,1.745203,0.372612851395301
2006-10-23,3.34,1.81631,0.398808760500262
2006-10-24,20.27,1.930539,0.77158487025963
2006-10-25,17.22,1.529007,1.33427146797171
2006-10-26,0,1.412991,1.34723825455613
2006-10-27,0,1.708703,0.9990511210618
2006-10-28,0,1.780439,0.750146140895283
2006-10-29,0.09,1.708365,0.573850151101023
2006-10-30,0.48,1.634229,0.457046428214568
2006-10-31,0,1.140033,0.372172652913698
2006-11-01,1.2,1.082988,0.324480005215676
2006-11-02,1.82,0.964431,0.327027496977418
2006-11-03,0.79,0.7605854,0.321726476182058
2006-11-04,0,0.8545902,0.281194543709048
2006-11-05,0,0.9481588,0.23559837530916
2006-11-06,0,0.9193982,0.20270659336054
2006-11-07,0,0.9116619,0.178886575084077
2006-11-08,0,0.8268558,0.161545334081037
2006-11-09,0.03,0.9273551,0.149409452419942
2006-11-10,1.1,1.114316,0.161639713853623
2006-11-11,0.03,0.7095165,0.171642813354796
2006-11-12,4.32,0.8355081,0.239279558367156
2006-11-13,1.85,0.9514834,0.328847479108978
2006-11-14,3.29,1.053415,0.369777254811799
2006-11-15,3.65,1.315407,0.436263973585298
2006-11-16,0,1.285559,0.420733030868088
2006-11-17,0.51,1.270585,0.343411401931625
2006-11-18,8.25,1.187549,0.449770963040651
2006-11-19,0.66,0.9402765,0.540164261965503
2006-11-20,16.94,0.9359483,0.768736390876656
2006-11-21,17.59,0.881795,1.29756586405518
2006-11-22,8.55,0.9763085,1.51638849336942
2006-11-23,1.98,0.8075814,1.3475250412735
2006-11-24,25.38,1.083009,1.57020285582217
2006-11-25,5.27,1.135842,1.83613443100561
2006-11-26,4.58,1.407379,1.56754408085495
2006-11-27,0.34,1.056545,1.27274511946401
2006-11-28,0,0.9674931,0.960324481727079
2006-11-29,0.38,1.02429,0.737217341177311
2006-11-30,0.03,0.9460962,0.578767998842569
2006-12-01,0.24,0.7327512,0.461818795503679
2006-12-02,0,0.8916934,0.377634342318447
2006-12-03,0.1,0.8705289,0.313861283352047
2006-12-04,13.13,1.051893,0.543838903579502
2006-12-05,16.38,1.016901,1.07531043368672
2006-12-06,4.6,1.272633,1.28462080360736
2006-12-07,2.19,0.9761119,1.11529870899128
2006-12-08,10.81,0.8848088,1.12560659687797
2006-12-09,13.83,0.9940333,1.40183714706265
2006-12-10,2.41,0.7947422,1.42537965962291
2006-12-11,0,0.6095968,1.12361237282198
2006-12-12,3.54,0.7145317,0.92889511257626
2006-12-13,2.2,0.7840955,0.843580676556846
2006-12-14,0.15,0.779254,0.706456261390977
2006-12-15,0,0.8028575,0.556846220505025
2006-12-16,0,0.5791272,0.446059540021655
2006-12-17,3.97,0.706076,0.453546604904026
2006-12-18,0,0.6121042,0.465162604206324
2006-12-19,0.22,0.6152815,0.38472786206424
2006-12-20,0,0.632099,0.32721350118245
2006-12-21,0,0.5945614,0.280535922338667
2006-12-22,0,0.7432586,0.24675252502685
2006-12-23,0,0.6758961,0.22217755175505
2006-12-24,0,0.6088232,0.204180077028257
2006-12-25,0,0.6640194,0.190882110931042
2006-12-26,0,0.5150117,0.180943106591283
2006-12-27,0,0.5376472,0.173406142410575
2006-12-28,0,0.5005325,0.167588127512122
2006-12-29,0.03,0.5033704,0.163656297615288
2006-12-30,0,0.5271747,0.160471014961211
2006-12-31,19.35,0.668015,0.585873006204507
2007-01-01,10,0.9901223,1.14561058002299
2007-01-02,13.94,0.8833843,1.4181147349515
2007-01-03,5.28,0.7147818,1.51743630597072
2007-01-04,0.43,0.7655866,1.27052497525743
2007-01-05,3.81,0.8574706,1.05317550680251
2007-01-06,2.04,0.8818367,0.940203915194471
2007-01-07,10.9,1.043456,1.01991387347722
2007-01-08,0,0.9019123,1.04610650939913
2007-01-09,11.59,0.9696581,1.06495369212892
2007-01-10,2.4,1.184793,1.15414493815446
2007-01-11,3.14,1.032169,1.00814478218125
2007-01-12,5.24,0.8568484,0.971527994331053
2007-01-13,0.17,0.9369128,0.880504545863135
2007-01-14,0.44,1.086821,0.695305336607263
2007-01-15,0.56,0.8524475,0.572166712608615
2007-01-16,0,0.5613311,0.473838509030164
2007-01-17,0.07,0.7308876,0.390861706817625
2007-01-18,17.2,1.040246,0.735510466484826
2007-01-19,41.8,1.22803,2.02414228131673
2007-01-20,6.31,1.233655,2.74339457288263
2007-01-21,3.89,1.134227,2.27937630752907
2007-01-22,3.07,0.8719943,1.86570359349839
2007-01-23,0,0.7245337,1.47415536334097
2007-01-24,0.04,0.5394815,1.11480868827679
2007-01-25,0,0.536026,0.857774290826979
2007-01-26,0,0.4866848,0.67265581952246
2007-01-27,0.05,0.4556527,0.541141032308282
2007-01-28,0.6,0.6817537,0.461408670800125
2007-01-29,0.06,0.7300378,0.405203734663273
2007-01-30,0.43,0.8509507,0.359449416861032
2007-01-31,0,0.9172454,0.325462438201789
2007-02-01,0,0.8697195,0.289421171650956
2007-02-02,0,0.9545065,0.263129576339372
2007-02-03,0.03,1.060443,0.24453261831549
2007-02-04,0,0.8533794,0.230760420665424
2007-02-05,0,0.7802819,0.219600739363401
2007-02-06,0.33,0.6552955,0.219109137616206
2007-02-07,4.15,0.6837842,0.319941609418568
2007-02-08,1.45,0.6847117,0.425994598733305
2007-02-09,14.03,0.7375471,0.741277731647606
2007-02-10,0.84,0.8752164,0.975466479524174
2007-02-11,3.53,0.9397408,0.861413199984868
2007-02-12,14.81,1.077894,1.13332065582836
2007-02-13,14,1.083452,1.61476032046454
2007-02-14,2.96,1.002059,1.66499966766309
2007-02-15,14.92,0.9533609,1.70928533026168
2007-02-16,0,1.003201,1.68996668069204
2007-02-17,0,0.856263,1.26922635085834
2007-02-18,0,0.8881834,0.968280304927192
2007-02-19,0,0.9038812,0.75284914074621
2007-02-20,0,0.9381504,0.598464288368214
2007-02-21,0,0.9226408,0.487660113727726
2007-02-22,1.18,0.8813277,0.437929636264256
2007-02-23,0,1.099098,0.40416184035887
2007-02-24,1.7,1.224402,0.390589036366928
2007-02-25,10.63,1.228775,0.655370655736147
2007-02-26,14.7,1.117206,1.19818861537064
2007-02-27,4.83,1.088919,1.44899789829869
2007-02-28,4.38,1.058435,1.3450343864799
2007-03-01,11.6,1.29858,1.44860042408779
2007-03-02,21.1,1.217096,1.98335664193355
2007-03-03,2.25,1.059463,2.14325245165474
2007-03-04,10.66,1.1775,1.94796662975663
2007-03-05,0,1.132171,1.76611974499173
2007-03-06,3.15,1.288491,1.41531593085246
2007-03-07,13.12,1.25329,1.52444753974949
2007-03-08,6.91,1.190425,1.72606165048999
2007-03-09,0,1.075671,1.5055845308974
2007-03-10,3.84,0.9890859,1.25158512785722
2007-03-11,0,1.10021,1.0776286407342
2007-03-12,0,1.122617,0.841458131121581
2007-03-13,0,1.163444,0.672165081043865
2007-03-14,0,1.222282,0.55061599516929
2007-03-15,0,1.334261,0.463153386057585
2007-03-16,0,1.247331,0.40002852088288
2007-03-17,0,1.187288,0.354282721908567
2007-03-18,0.26,1.302366,0.327954097622835
2007-03-19,9.03,1.262067,0.55365432026416
2007-03-20,2.67,0.9292095,0.797985828953045
2007-03-21,2.65,0.9419255,0.787744032294498
2007-03-22,2.95,0.9950124,0.788127747117879
2007-03-23,3.41,0.9648929,0.809893119676054
2007-03-24,1.67,1.007223,0.791693338639694
2007-03-25,0.7,1.132908,0.701302452460025
2007-03-26,0.42,1.37928,0.60035428938953
2007-03-27,0,1.620343,0.508117498949592
2007-03-28,0,1.48899,0.429382754582183
2007-03-29,0.59,1.497669,0.388549689534383
2007-03-30,2.19,1.519264,0.419517584484357
2007-03-31,1.49,1.430789,0.468955786414446
2007-04-01,4.1,1.46369,0.554759283488764
2007-04-02,0,1.787156,0.580712201999616
2007-04-03,0,1.808416,0.479201660965441
2007-04-04,0.17,1.409192,0.410719158964848
2007-04-05,0,1.420167,0.361560211220609
2007-04-06,0,1.52033,0.320907215967292
2007-04-07,0,1.795482,0.291267150836983
2007-04-08,0,1.578328,0.269494234076819
2007-04-09,0,1.574736,0.253342957458621
2007-04-10,0,1.7514,0.241210425227686
2007-04-11,0,1.757233,0.231952436603668
2007-04-12,0,1.876821,0.224752206152728
2007-04-13,0,2.341811,0.219026656875093
2007-04-14,0,2.551093,0.214359532556175
2007-04-15,0,2.840632,0.210453653607611
2007-04-16,0,2.793692,0.207096837459764
2007-04-17,0,2.670284,0.204137572659909
2007-04-18,0.11,2.251117,0.204400814885172
2007-04-19,0.13,1.719758,0.20772701633517
2007-04-20,0,1.770438,0.206686802538592
2007-04-21,0.04,1.881214,0.202763143571864
2007-04-22,0.03,1.832928,0.200304916054374
2007-04-23,0,2.150896,0.19694420068491
2007-04-24,0,2.509893,0.19316787810538
2007-04-25,0.07,3.020765,0.191800980624366
2007-04-26,0,3.271975,0.190453075048755
2007-04-27,0.06,2.898417,0.188582070031653
2007-04-28,0.13,2.844012,0.190278800860157
2007-04-29,0.27,2.757627,0.196648221306111
2007-04-30,0.03,2.695275,0.198381675066009
2007-05-01,0.12,2.543535,0.194753480178274
2007-05-02,0.38,2.52194,0.201002775192339
2007-05-03,0.42,2.378257,0.213349623402338
2007-05-04,0.04,2.31667,0.212966230439441
2007-05-05,2.18,2.334802,0.257365348624102
2007-05-06,0,2.98098,0.291875114774814
2007-05-07,0.03,2.799354,0.256111141601085
2007-05-08,13.9,2.359743,0.593927179607867
2007-05-09,1.7,2.432111,0.906436812693294
2007-05-10,16.27,2.296554,1.1734774903506
2007-05-11,0,2.832992,1.34938480352424
2007-05-12,1.85,2.430684,1.06355862692842
2007-05-13,7.03,2.432104,1.04882548308552
2007-05-14,12.83,2.564849,1.34205737723172
2007-05-15,2.6,2.491665,1.44779578266665
2007-05-16,3.76,2.153939,1.26282662089962
2007-05-17,16.22,2.091313,1.50125140678369
2007-05-18,6.62,2.256397,1.77652971706195
2007-05-19,0.03,2.471938,1.51955152405109
2007-05-20,1.88,2.900028,1.19490133553659
2007-05-21,4.18,3.202664,1.07857591176507
2007-05-22,0,3.571619,0.949464202962615
2007-05-23,0,3.647683,0.735989610034279
2007-05-24,0,3.439071,0.583035301418703
2007-05-25,0,3.89349,0.473285857911784
2007-05-26,1.06,4.039923,0.422702990155775
2007-05-27,6.98,3.436336,0.575228405033756
2007-05-28,5.02,2.637963,0.802491554668291
2007-05-29,1.49,2.297534,0.814632544779517
2007-05-30,0.6,2.112245,0.697855950021872
2007-05-31,1.34,2.319103,0.608336649975194
2007-06-01,1.79,2.886993,0.577385053556669
2007-06-02,20.56,2.596715,1.07748231760132
2007-06-03,0,3.345914,1.42586191232288
2007-06-04,0,3.388029,1.07795809639536
2007-06-05,0,3.557964,0.82902972411413
2007-06-06,0,3.826997,0.650755553637758
2007-06-07,0,4.307184,0.522919930200868
2007-06-08,3.94,4.445396,0.53666694147077
2007-06-09,29.31,4.069629,1.35341219721983
2007-06-10,10.6,4.046522,2.17534805472669
2007-06-11,0.26,3.653285,1.93642118395528
2007-06-12,0,3.829153,1.45525104295855
2007-06-13,0,3.68477,1.10354524128772
2007-06-14,0.07,3.548856,0.853758008358751
2007-06-15,4.72,3.792321,0.803237922945149
2007-06-16,1.56,3.390762,0.816806335472561
2007-06-17,2.44,2.987031,0.758225453560573
2007-06-18,2.19,3.351696,0.735037397762764
2007-06-19,1.94,3.590299,0.704228923923889
2007-06-20,0,4.275302,0.622175851565027
2007-06-21,5.57,3.97617,0.657502143948963
2007-06-22,1.22,3.414429,0.726752873228631
2007-06-23,7.81,2.879175,0.828778321086857
2007-06-24,15.35,2.890103,1.30209926365335
2007-06-25,16.25,3.422012,1.89394201227484
2007-06-26,12.71,2.821688,2.25472903879178
2007-06-27,12.36,2.464177,2.40519980065163
2007-06-28,0.24,2.467374,2.1677511031588
2007-06-29,6.39,2.686004,1.80730368419118
2007-06-30,2.92,2.81332,1.63780369864781
2007-07-01,0.47,3.224695,1.34418629666418
2007-07-02,0,3.444295,1.04741585545094
2007-07-03,4.74,3.087645,0.953244586974749
2007-07-04,19.89,2.581028,1.45784365481342
2007-07-05,6.38,2.61873,1.90009849971233
2007-07-06,6.2,2.754533,1.80399989421779
2007-07-07,2.8,2.981329,1.63449817999134
2007-07-08,0,2.818891,1.33057205148069
2007-07-09,0.54,3.114996,1.04309306232837
2007-07-10,2.31,2.686867,0.903696007559687
2007-07-11,0.5,2.718639,0.806285973117315
2007-07-12,0.93,2.523867,0.693436269175124
2007-07-13,0.56,2.937147,0.614842556814544
2007-07-14,0.13,4.014497,0.534789953872459
2007-07-15,0,4.531443,0.46030153998963
2007-07-16,0,5.0155,0.402482698948003
2007-07-17,0,4.6067,0.360479862151264
2007-07-18,1.56,3.865216,0.373208111622228
2007-07-19,0,3.681824,0.384943073552322
2007-07-20,4.52,3.436576,0.471833407708217
2007-07-21,10.41,3.519786,0.833697610036507
2007-07-22,0,3.150485,0.979469594945087
2007-07-23,0,3.138306,0.771871718008788
2007-07-24,1.98,2.684003,0.678042173577887
2007-07-25,3.09,3.013151,0.700586392841467
2007-07-26,0,3.201598,0.663749311211531
2007-07-27,0,3.529157,0.544835526914701
2007-07-28,0,3.510686,0.459251741653333
2007-07-29,7.5,3.272223,0.605393372158298
2007-07-30,4.42,2.760532,0.847828857437867
2007-07-31,0,2.544953,0.807379850939099
2007-08-01,0,2.506059,0.646626961922919
2007-08-02,0,2.93718,0.531185823787934
2007-08-03,4.35,3.03917,0.568358863192961
2007-08-04,0,3.266202,0.603533337497936
2007-08-05,0,3.353098,0.499372518763925
2007-08-06,0,3.860483,0.42434391253068
2007-08-07,6.47,3.64281,0.548185357721225
2007-08-08,0.32,3.062259,0.658513563754329
2007-08-09,0.88,2.778073,0.57103766958745
2007-08-10,4.67,2.509406,0.628766661645311
2007-08-11,1.23,3.238931,0.687209062503452
2007-08-12,0,3.401731,0.593631981501108
2007-08-13,2.2,3.156409,0.550308793929365
2007-08-14,0,3.074136,0.523397863894979
2007-08-15,0.62,3.234817,0.456043812381044
2007-08-16,17.63,3.471575,0.89438973198935
2007-08-17,1.03,2.780097,1.25455622735527
2007-08-18,0.17,2.514845,0.99847407342134
2007-08-19,0,2.505285,0.785061901748013
2007-08-20,6.46,2.754937,0.804800585141615
2007-08-21,4.96,2.387256,0.968726566366727
2007-08-22,3.36,2.638337,0.998311806831944
2007-08-23,26.28,2.428957,1.61637737382129
2007-08-24,0.19,2.840125,2.02021356382668
2007-08-25,0,3.021453,1.52059131741911
2007-08-26,0,3.296874,1.15755663383683
2007-08-27,0,3.230543,0.897709269088862
2007-08-28,0,2.847615,0.711523701604438
2007-08-29,0,2.279299,0.577924654626508
2007-08-30,0,2.469016,0.481868605185186
2007-08-31,0,2.286143,0.412617474255783
2007-09-01,0,2.66167,0.362506393253572
2007-09-02,0.03,2.598874,0.326890660336651
2007-09-03,0,2.415577,0.30086587163994
2007-09-04,8.24,2.22065,0.508368486854624
2007-09-05,1.19,1.870173,0.706335816050674
2007-09-06,0.28,1.809521,0.613883238636788
2007-09-07,0.27,2.387941,0.520133306015278
2007-09-08,0.13,2.371202,0.448453428213044
2007-09-09,0,2.38547,0.388962472477505
2007-09-10,0,2.283628,0.342030120453193
2007-09-11,1.23,1.880311,0.341620853089799
2007-09-12,0.03,2.055126,0.34413373719631
2007-09-13,0,2.068384,0.30930188717576
2007-09-14,0,1.953667,0.282938954353008
2007-09-15,0,2.049237,0.263505681571832
2007-09-16,0,2.215427,0.249024868926442
2007-09-17,0,2.000933,0.23808513818064
2007-09-18,0.77,2.077052,0.250613421619719
2007-09-19,1.61,1.658407,0.304361964570268
2007-09-20,0,1.417313,0.32315115996257
2007-09-21,0,1.713372,0.289175305642002
2007-09-22,0,1.715962,0.264344092325007
2007-09-23,0,1.948336,0.246046026456621
2007-09-24,0,2.258395,0.232416976912857
2007-09-25,3.34,2.001274,0.312513158973997
2007-09-26,0,1.654806,0.376135722302887
2007-09-27,0.81,1.47894,0.346240694451693
2007-09-28,17.91,1.520576,0.815549201360587
2007-09-29,1.98,1.556552,1.21867068388859
2007-09-30,1.31,1.601824,1.02248039888693
2007-10-01,0.11,1.821827,0.829756948312895
2007-10-02,0,1.911037,0.653553833708193
2007-10-03,0,2.339129,0.523994003371054
2007-10-04,0.03,2.279755,0.431761326532522
2007-10-05,0,2.271092,0.365425613789979
2007-10-06,0,1.800353,0.31664497892349
2007-10-07,0,1.587189,0.281272960183939
2007-10-08,0,1.40789,0.255477433075086
2007-10-09,0,1.407783,0.236522987306426
2007-10-10,1.44,1.478465,0.261413364620722
2007-10-11,5.62,1.565396,0.434145780870683
2007-10-12,0,1.412938,0.527081978693956
2007-10-13,0,1.420557,0.429859691775748
2007-10-14,0,1.411482,0.359931739977542
2007-10-15,0,1.321315,0.309491640755655
2007-10-16,0.03,1.332127,0.273777508093069
2007-10-17,0,1.514491,0.247832290112221
2007-10-18,1.71,1.321046,0.274100606519123
2007-10-19,0,1.195626,0.295924281604349
2007-10-20,0,0.9941499,0.261639861220365
2007-10-21,0,0.9254265,0.236668610392295
2007-10-22,0.83,0.8711892,0.240713838918432
2007-10-23,0,0.9185676,0.244845674029579
2007-10-24,0,0.914166,0.223397924512214
2007-10-25,0,0.9609404,0.207607088714555
2007-10-26,0,1.148504,0.195858904657359
2007-10-27,0,1.144724,0.187001070975134
2007-10-28,0,1.122187,0.180211032525466
2007-10-29,0,1.059696,0.174901606247607
2007-10-30,15.28,1.071194,0.584544713081314
2007-10-31,0.77,1.080656,0.9294323967139
2007-11-01,0,0.8699238,0.734225789531435
2007-11-02,0,0.9150839,0.572111429368923
2007-11-03,0.17,1.325481,0.460514866402766
2007-11-04,0.06,1.380964,0.382363718944764
2007-11-05,0,1.182654,0.321325356138411
2007-11-06,0,1.052429,0.275561628400627
2007-11-07,4.39,0.9893813,0.36113160140781
2007-11-08,0.33,0.9550949,0.439878461515025
2007-11-09,9.78,1.100047,0.635342666431743
2007-11-10,9.4,0.776849,1.04260617388339
2007-11-11,3.16,0.8975085,1.15502351669869
2007-11-12,2.27,1.04977,1.02883275415764
2007-11-13,0.07,0.7597936,0.852450428706722
2007-11-14,4.77,0.7299483,0.790761942094193
2007-11-15,0.53,0.7116808,0.768920669737926
2007-11-16,0.07,0.6309774,0.615716393126989
2007-11-17,0,0.5476907,0.490446517341167
2007-11-18,0,0.6117775,0.398489045532754
2007-11-19,0,0.6262208,0.332370791145502
2007-11-20,8.54,0.6702339,0.520323096580278
2007-11-21,4.12,0.8734195,0.786206054646703
2007-11-22,7.4,0.9561988,0.937947756207566
2007-11-23,0,1.021733,0.93989644287822
2007-11-24,1.51,0.9140477,0.762972195280976
2007-11-25,0,0.6137285,0.639438293692054
2007-11-26,1.24,0.7302099,0.540367015767159
2007-11-27,2.09,0.7178354,0.529920174286468
2007-11-28,1.41,0.7513988,0.528873420463365
2007-11-29,0,0.6026742,0.468568780646488
2007-11-30,1.29,0.5585133,0.418992878088695
2007-12-01,0.28,0.7762789,0.39369020691534
2007-12-02,12.38,0.8895213,0.684273836034736
2007-12-03,32.79,0.946073,1.84808329105881
2007-12-04,8.94,0.8325739,2.63736069958788
2007-12-05,4.38,0.7837103,2.34321118062244
2007-12-06,3.72,1.008369,1.9749372683553
2007-12-07,11.21,0.9921537,1.91075612606592
2007-12-08,12.32,0.9966976,2.13562310401482
