"Date","P","E","MIV_Q_sim"
2006-04-14,1.65,1.417903,0.128163740053507
2006-04-15,2.45,1.73055,0.260423477293542
2006-04-16,3.92,1.78059,0.500253805957574
2006-04-17,17.49,1.836359,2.45733906926468
2006-04-18,0,1.865053,0.694181333970444
2006-04-19,0,1.712098,0.307249991597276
2006-04-20,0,1.5832,0.171279603110769
2006-04-21,0,1.72232,0.109330048217474
2006-04-22,0,2.055787,0.0761585956211621
2006-04-23,0,1.906578,0.0563520614344069
2006-04-24,0,1.664318,0.043566977781168
2006-04-25,0,2.614495,0.0348190882129758
2006-04-26,1,2.489932,0.0693424479949674
2006-04-27,0.52,2.279525,0.0767746369112509
2006-04-28,0,2.066842,0.0567368299541698
2006-04-29,0,1.879394,0.043823672494263
2006-04-30,0,1.488974,0.0349991903579904
2006-05-01,6.57,1.242226,0.533466690120347
2006-05-02,3.03,1.63297,0.551480754874969
2006-05-03,0,2.279322,0.261795709338274
2006-05-04,0,2.74471,0.151834848975222
2006-05-05,0,3.133681,0.0993565973068182
2006-05-06,3.03,2.780145,0.284819712415061
2006-05-07,0.03,2.960251,0.163964129980915
2006-05-08,0,2.775521,0.105619410335112
2006-05-09,12.56,2.514195,1.40273592117552
2006-05-10,0.38,2.528348,0.53006365144517
2006-05-11,0.03,2.437027,0.257134504847285
2006-05-12,0,2.765869,0.149777894131566
2006-05-13,1.85,2.838433,0.228854787353112
2006-05-14,17.67,2.514401,2.28915164669721
2006-05-15,0,2.326371,0.664954163144624
2006-05-16,0,2.655017,0.298277495608108
2006-05-17,5.11,2.925123,0.665209512506245
2006-05-18,1.28,2.969827,0.42143339224133
2006-05-19,0.96,3.010565,0.298585834620031
2006-05-20,2.01,2.310091,0.337869957652434
2006-05-21,20.61,2.148815,2.87102381250542
2006-05-22,2.74,2.531541,1.10791958712984
2006-05-23,6.28,2.563149,1.17788029223939
2006-05-24,2.8,2.043834,0.755512597434234
2006-05-25,2.29,1.911688,0.565364652458355
2006-05-26,8.75,2.128356,1.30608974384294
2006-05-27,14.14,2.629082,2.40637232521956
2006-05-28,2.17,2.9359,0.957993690889968
2006-05-29,1.87,2.826622,0.586660213032386
2006-05-30,10.33,2.018782,1.56496332844833
2006-05-31,3.09,1.813142,0.902939269076947
2006-06-01,1.5,1.825399,0.529497894368973
2006-06-02,2.16,1.812284,0.472698497775914
2006-06-03,0,2.259227,0.234671727650559
2006-06-04,0,2.48771,0.139683996971579
2006-06-05,0,2.742347,0.0929348841518557
2006-06-06,0.29,2.678804,0.0823309345614281
2006-06-07,0,2.430686,0.060175518638758
2006-06-08,0,2.713694,0.0461020637536367
2006-06-09,0,3.084712,0.036589282661561
2006-06-10,0,3.324333,0.0298449958910102
2006-06-11,0,3.659721,0.0248797913871738
2006-06-12,0,3.942612,0.0211112141845131
2006-06-13,0,3.961734,0.0181780947243925
2006-06-14,0,4.422082,0.015846669255
2006-06-15,0.36,4.404413,0.0232568230201736
2006-06-16,6.6,3.662155,0.534069443267211
2006-06-17,0,3.213944,0.255940080834425
2006-06-18,0,3.410493,0.149248786000672
2006-06-19,0,3.942181,0.0980026529971117
2006-06-20,0.54,3.871599,0.0998216105720028
2006-06-21,0,3.72498,0.0706570800317698
2006-06-22,0,3.518181,0.0528834305183575
2006-06-23,0.48,2.880505,0.0623423154804774
2006-06-24,0,3.093686,0.0475236236868802
2006-06-25,0,3.727085,0.0375738469084082
2006-06-26,8.5,3.789807,0.784067711037981
2006-06-27,1.1,3.535503,0.443788627211461
2006-06-28,0,3.477216,0.224283107451784
2006-06-29,0,3.872422,0.134908483200282
2006-06-30,0.22,3.829599,0.103314828437441
2006-07-01,0,4.328485,0.0726932968002834
2006-07-02,0,4.433869,0.0541741551539055
2006-07-03,0,4.329465,0.0421071519713364
2006-07-04,0,4.457209,0.0337910832700739
2006-07-05,0,4.797611,0.0278049983651061
2006-07-06,0.53,4.549896,0.0410878548019569
2006-07-07,0,4.048904,0.0330694413182365
2006-07-08,0.11,3.95075,0.0307789856000037
2006-07-09,0.15,3.992552,0.0302436463781979
2006-07-10,0,3.74398,0.0251779993134144
2006-07-11,0,4.167972,0.0213405183099356
2006-07-12,0,4.747865,0.0183585040370831
2006-07-13,0,4.813864,0.0159913825117795
2006-07-14,39.93,4.265984,5.35268363445124
2006-07-15,0,4.356479,1.09268108997812
2006-07-16,0,4.018706,0.41669159204123
2006-07-17,0,4.285995,0.214308611038078
2006-07-18,0,4.391714,0.130255195448654
2006-07-19,0,4.628929,0.0878418886614805
2006-07-20,0,4.96938,0.0635321226039459
2006-07-21,0,5.001661,0.048299716599295
2006-07-22,0,5.331844,0.0381089782492083
2006-07-23,2.51,4.568414,0.165677257639724
2006-07-24,0.1,4.465701,0.112526361324845
2006-07-25,0,4.750831,0.0779796082219357
2006-07-26,0,5.349794,0.0574873744664471
2006-07-27,0,5.65498,0.0443233610191642
2006-07-28,0.03,4.900592,0.0363963907284127
2006-07-29,0.55,3.810304,0.0497134285038057
2006-07-30,0,3.927917,0.0390795134555486
2006-07-31,0.68,3.800787,0.0577069572971622
2006-08-01,0.81,3.653794,0.0811557174623904
2006-08-02,4.81,3.003323,0.418712555869492
2006-08-03,10.41,2.675501,1.36370394447305
2006-08-04,0.33,2.578596,0.514917011669335
2006-08-05,18.72,2.739754,2.6034524998062
2006-08-06,1.75,3.501988,0.925631953348128
2006-08-07,0.03,3.528031,0.376233637831002
2006-08-08,0,3.567246,0.198949073187324
2006-08-09,0,3.291851,0.122951383888621
2006-08-10,0.62,2.788448,0.119756753509815
2006-08-11,1.96,2.521464,0.212132025262462
2006-08-12,10.29,2.316128,1.21333413340022
2006-08-13,2.22,2.329921,0.684875689758706
2006-08-14,0,2.424958,0.304410527040165
2006-08-15,3.32,2.519591,0.465460138074188
2006-08-16,4.86,2.672488,0.722097233088651
2006-08-17,0.52,2.662792,0.364031082304629
2006-08-18,4.93,3.122262,0.676246205552267
2006-08-19,4.55,3.004925,0.782387908379977
2006-08-20,2.29,2.870884,0.565386475597444
2006-08-21,2.98,2.601081,0.559552995193374
2006-08-22,4.1,2.593484,0.682773231504977
2006-08-23,0,2.549566,0.303766783552069
2006-08-24,0,2.728572,0.169826606752802
2006-08-25,19.03,2.385486,2.43200259569881
2006-08-26,10.92,2.386554,2.16189222901274
2006-08-27,0.5,2.413896,0.700245000970462
2006-08-28,1.12,2.515089,0.41837017797478
2006-08-29,11.05,2.100826,1.52661203434004
2006-08-30,4.72,1.925744,1.09170626926247
2006-08-31,0,2.002639,0.416447665695169
2006-09-01,0,2.103298,0.214217724760246
2006-09-02,0,2.585042,0.130212478313149
2006-09-03,0,2.825362,0.0878185850788994
2006-09-04,2.85,3.081168,0.265054705057934
2006-09-05,0,3.064568,0.153265666901519
2006-09-06,0,2.807721,0.100102825124236
2006-09-07,0,3.035901,0.0708216670359011
2006-09-08,0,2.618402,0.0529880678964221
2006-09-09,0,2.175367,0.0413071395186148
2006-09-10,0,2.246124,0.0332249618454134
2006-09-11,0,2.530095,0.027388897409083
2006-09-12,0,2.718208,0.0230285018019168
2006-09-13,0,2.874105,0.0196786821764216
2006-09-14,0,2.895916,0.0170450291351186
2006-09-15,0,2.747738,0.0149336747751108
2006-09-16,0,2.73487,0.0132126318580207
2006-09-17,0,2.40794,0.011789444874873
2006-09-18,0,2.678368,0.010597734812558
2006-09-19,1.43,2.399691,0.0534952702901847
2006-09-20,0,2.083848,0.0416496829348831
2006-09-21,0.1,2.081233,0.037016558023839
2006-09-22,0,2.278032,0.0301541166954004
2006-09-23,0,2.649146,0.0251110813457409
2006-09-24,0,2.621812,0.0212890967244799
2006-09-25,0.7,2.68054,0.0402439827032132
2006-09-26,0.71,2.27936,0.0610067490385219
2006-09-27,0.19,2.122584,0.0546890243030715
2006-09-28,0,1.876615,0.0424533251816132
2006-09-29,0,1.930407,0.0340354408728715
2006-09-30,0,2.025467,0.0279842445640605
2006-10-01,14.33,1.997627,1.46920501435434
2006-10-02,5.45,2.178683,1.15241239729508
2006-10-03,0.88,1.950745,0.523060383516282
2006-10-04,17.49,1.766855,2.49990838054669
2006-10-05,0.27,1.603188,0.733199174734387
2006-10-06,0.8,1.547164,0.396427150870798
2006-10-07,11.91,1.874038,1.62874345250462
2006-10-08,2.73,1.649406,0.860257003924164
2006-10-09,0,1.301947,0.355491661888113
2006-10-10,0,1.510334,0.190838342169138
2006-10-11,0.76,1.916001,0.172577757769553
2006-10-12,0,1.654135,0.109983493122398
2006-10-13,0.04,1.797016,0.0786784704371398
2006-10-14,0,2.025724,0.0579214400911549
2006-10-15,0,1.731451,0.0446117309420733
2006-10-16,0,1.520572,0.0355508898695934
2006-10-17,0,1.403569,0.0290911536764482
2006-10-18,0,1.310002,0.0243141709142966
2006-10-19,0,1.485701,0.0206751936950953
2006-10-20,2.51,1.616091,0.138995690594222
2006-10-21,4.67,1.776714,0.496345323920294
2006-10-22,1.89,1.745203,0.421679390637469
2006-10-23,3.34,1.81631,0.542597683121956
2006-10-24,20.27,1.930539,3.00408576283926
2006-10-25,17.22,1.529007,3.32345496428766
2006-10-26,0,1.412991,0.83100542335635
2006-10-27,0,1.708703,0.347303244729198
2006-10-28,0,1.780439,0.187589128956496
2006-10-29,0.09,1.708365,0.123472035693617
2006-10-30,0.48,1.634229,0.113578461769656
2006-10-31,0,1.140033,0.0785760135484031
2006-11-01,1.2,1.082988,0.128436186135049
2006-11-02,1.82,0.964431,0.21852587937973
2006-11-03,0.79,0.7605854,0.191864537068936
2006-11-04,0,0.8545902,0.119522848333208
2006-11-05,0,0.9481588,0.0819185651606955
2006-11-06,0,0.9193982,0.0599222293282606
2006-11-07,0,0.9116619,0.0459351878588204
2006-11-08,0,0.8268558,0.0364733296726202
2006-11-09,0.03,0.9273551,0.0307941604350942
2006-11-10,1.1,1.114316,0.0725033908558766
2006-11-11,0.03,0.7095165,0.0554520432378861
2006-11-12,4.32,0.8355081,0.370340924180699
2006-11-13,1.85,0.9514834,0.367057461850691
2006-11-14,3.29,1.053415,0.520233144361161
2006-11-15,3.65,1.315407,0.638321709785163
2006-11-16,0,1.285559,0.289958751573134
2006-11-17,0.51,1.270585,0.204760009998754
2006-11-18,8.25,1.187549,1.02706962407971
2006-11-19,0.66,0.9402765,0.471127091432948
2006-11-20,16.94,0.9359483,2.54139102147565
2006-11-21,17.59,0.881795,3.3906673072376
2006-11-22,8.55,0.9763085,2.09938657547937
2006-11-23,1.98,0.8075814,0.886979435528082
2006-11-24,25.38,1.083009,4.33663717532249
2006-11-25,5.27,1.135842,1.75955506880381
2006-11-26,4.58,1.407379,1.19205887676353
2006-11-27,0.34,1.056545,0.480811246150026
2006-11-28,0,0.9674931,0.237542586339173
2006-11-29,0.38,1.02429,0.171550698009334
2006-11-30,0.03,0.9460962,0.111556908823878
2006-12-01,0.24,0.7327512,0.0922855350157431
2006-12-02,0,0.8916934,0.0662015250968117
2006-12-03,0.1,0.8705289,0.0549567741467899
2006-12-04,13.13,1.051893,1.64324339083023
2006-12-05,16.38,1.016901,3.12133843368441
2006-12-06,4.6,1.272633,1.48445274667085
2006-12-07,2.19,0.9761119,0.795226650871655
2006-12-08,10.81,0.8848088,1.90387428113515
2006-12-09,13.83,0.9940333,2.80708264099296
2006-12-10,2.41,0.7947422,1.10337829759858
2006-12-11,0,0.6095968,0.419361959458482
2006-12-12,3.54,0.7145317,0.62923923097273
2006-12-13,2.2,0.7840955,0.547281065863025
2006-12-14,0.15,0.779254,0.275901405098984
2006-12-15,0,0.8028575,0.157985284372312
2006-12-16,0,0.5791272,0.102550001735324
2006-12-17,3.97,0.706076,0.4545593649711
2006-12-18,0,0.6121042,0.228183061400264
2006-12-19,0.22,0.6152815,0.154826048261667
2006-12-20,0,0.632099,0.100914312216091
2006-12-21,0,0.5945614,0.0712959497044266
2006-12-22,0,0.7432586,0.0532892915383373
2006-12-23,0,0.6758961,0.0415106525117523
2006-12-24,0,0.6088232,0.0333691632214277
2006-12-25,0,0.6640194,0.0274949961688901
2006-12-26,0,0.5150117,0.0231089837565046
2006-12-27,0,0.5376472,0.0197412878994343
2006-12-28,0,0.5005325,0.017094766943821
2006-12-29,0.03,0.5033704,0.0157819602967455
2006-12-30,0,0.5271747,0.0139072864285116
2006-12-31,19.35,0.668015,2.69124727449731
2007-01-01,10,0.9901223,2.36209444651812
2007-01-02,13.94,0.8833843,3.02697496402855
2007-01-03,5.28,0.7147818,1.62666183761202
2007-01-04,0.43,0.7655866,0.596005397675529
2007-01-05,3.81,0.8574706,0.770010780932835
2007-01-06,2.04,0.8818367,0.587884281568137
2007-01-07,10.9,1.043456,1.93395465555858
2007-01-08,0,0.9019123,0.599561694689226
2007-01-09,11.59,0.9696581,2.07871329035432
2007-01-10,2.4,1.184793,0.985752732615191
2007-01-11,3.14,1.032169,0.825082228855943
2007-01-12,5.24,0.8568484,1.09977153392603
2007-01-13,0.17,0.9369128,0.440161872940465
2007-01-14,0.44,1.086821,0.269809459138432
2007-01-15,0.56,0.8524475,0.208587318763768
2007-01-16,0,0.5613311,0.12755470025513
2007-01-17,0.07,0.7308876,0.0913033485010905
2007-01-18,17.2,1.040246,2.72192171368439
2007-01-19,41.8,1.22803,9.2312741460734
2007-01-20,6.31,1.233655,2.66246412635037
2007-01-21,3.89,1.134227,1.37801299599533
2007-01-22,3.07,0.8719943,0.954590968027508
2007-01-23,0,0.7245337,0.381111746785628
2007-01-24,0.04,0.5394815,0.205009602142205
2007-01-25,0,0.536026,0.125853981002738
2007-01-26,0,0.4866848,0.0854296159119231
2007-01-27,0.05,0.4556527,0.0652463297152245
2007-01-28,0.6,0.6817537,0.0886063873151554
2007-01-29,0.06,0.7300378,0.0678688003281624
2007-01-30,0.43,0.8509507,0.0784780067290102
2007-01-31,0,0.9172454,0.057797023726958
2007-02-01,0,0.8697195,0.0445291213855374
2007-02-02,0,0.9545065,0.0354931427752981
2007-02-03,0.03,1.060443,0.0303413076043117
2007-02-04,0,0.8533794,0.0252509594920532
2007-02-05,0,0.7802819,0.0213965603241214
2007-02-06,0.33,0.6552955,0.0311580910265152
2007-02-07,4.15,0.6837842,0.416658130856455
2007-02-08,1.45,0.6847117,0.386542033607723
2007-02-09,14.03,0.7375471,2.56321708564531
2007-02-10,0.84,0.8752164,0.845138672060698
2007-02-11,3.53,0.9397408,0.871888253669822
2007-02-12,14.81,1.077894,3.02063247414151
2007-02-13,14,1.083452,3.47995526987388
2007-02-14,2.96,1.002059,1.37153506570557
2007-02-15,14.92,0.9533609,3.29698445803427
2007-02-16,0,1.003201,0.827110599027116
2007-02-17,0,0.856263,0.346203695462701
2007-02-18,0,0.8881834,0.187150716199302
2007-02-19,0,0.9038812,0.117219730048976
2007-02-20,0,0.9381504,0.0806289181132576
2007-02-21,0,0.9226408,0.059128132984458
2007-02-22,1.18,0.8813277,0.133860145298235
2007-02-23,0,1.099098,0.0898009325675939
2007-02-24,1.7,1.224402,0.219201332307361
2007-02-25,10.63,1.228775,1.84605473932844
2007-02-26,14.7,1.117206,3.43389357442953
2007-02-27,4.83,1.088919,1.73750237505979
2007-02-28,4.38,1.058435,1.31617508989016
2007-03-01,11.6,1.29858,2.65185455633846
2007-03-02,21.1,1.217096,5.16594441855059
2007-03-03,2.25,1.059463,1.49799001800317
2007-03-04,10.66,1.1775,2.56071628741124
2007-03-05,0,1.132171,0.711658376447522
2007-03-06,3.15,1.288491,0.803009605242981
2007-03-07,13.12,1.25329,2.86326153845031
2007-03-08,6.91,1.190425,2.11150800816554
2007-03-09,0,1.075671,0.632917773760928
2007-03-10,3.84,0.9890859,0.901005436330388
2007-03-11,0,1.10021,0.366700958995044
2007-03-12,0,1.122617,0.195242412764801
2007-03-13,0,1.163444,0.121162414527217
2007-03-14,0,1.222282,0.0828325685348523
2007-03-15,0,1.334261,0.0604832311596444
2007-03-16,0,1.247331,0.0463045963297291
2007-03-17,0,1.187288,0.0367299047780823
2007-03-18,0.26,1.302366,0.0437702927254959
2007-03-19,9.03,1.262067,1.38575130326661
2007-03-20,2.67,0.9292095,0.939083344141012
2007-03-21,2.65,0.9419255,0.804987315027909
2007-03-22,2.95,0.9950124,0.812323863072022
2007-03-23,3.41,0.9648929,0.898340861359624
2007-03-24,1.67,1.007223,0.62521304439544
2007-03-25,0.7,1.132908,0.382633294861498
2007-03-26,0.42,1.37928,0.252310568137603
2007-03-27,0,1.620343,0.147635859083826
2007-03-28,0,1.48899,0.0971547588666948
2007-03-29,0.59,1.497669,0.118606341205779
2007-03-30,2.19,1.519264,0.325162948622124
2007-03-31,1.49,1.430789,0.369179234172995
2007-04-01,4.1,1.46369,0.817602438521706
2007-04-02,0,1.787156,0.343510095021003
2007-04-03,0,1.808416,0.186074589161283
2007-04-04,0.17,1.409192,0.13296122416887
2007-04-05,0,1.420167,0.0893138219408434
2007-04-06,0,1.52033,0.064419932852668
2007-04-07,0,1.795482,0.0488767825987518
2007-04-08,0,1.578328,0.0385058005698821
2007-04-09,0,1.574736,0.0312267641383603
2007-04-10,0,1.7514,0.0259107789835436
2007-04-11,0,1.757233,0.0219023177189449
2007-04-12,0,1.876821,0.0187994166550695
2007-04-13,0,2.341811,0.0163443126454059
2007-04-14,0,2.551093,0.0143654127941555
2007-04-15,0,2.840632,0.0127448075618988
2007-04-16,0,2.793692,0.0113992407598852
2007-04-17,0,2.670284,0.0102685214748529
2007-04-18,0.11,2.251117,0.0122533387957915
2007-04-19,0.13,1.719758,0.0148439938735691
2007-04-20,0,1.770438,0.0131389354877702
2007-04-21,0.04,1.881214,0.0128831819055066
2007-04-22,0.03,1.832928,0.0123654089929362
2007-04-23,0,2.150896,0.0110817004935888
2007-04-24,0,2.509893,0.00999980071384106
2007-04-25,0.07,3.020765,0.0108558197229585
2007-04-26,0,3.271975,0.00980819603700532
2007-04-27,0.06,2.898417,0.0104049789511236
2007-04-28,0.13,2.844012,0.0129224276372964
2007-04-29,0.27,2.757627,0.0203637165855135
2007-04-30,0.03,2.695275,0.0186510165061566
2007-05-01,0.12,2.543535,0.020493504909297
2007-05-02,0.38,2.52194,0.0337139501841731
2007-05-03,0.42,2.378257,0.0497856756440502
2007-05-04,0.04,2.31667,0.0412894435823759
2007-05-05,2.18,2.334802,0.217761506535902
2007-05-06,0,2.98098,0.131873793794149
2007-05-07,0.03,2.799354,0.0911034177310809
2007-05-08,13.9,2.359743,2.3971327046529
2007-05-09,1.7,2.432111,0.973677302731777
2007-05-10,16.27,2.296554,3.56575977002305
2007-05-11,0,2.832992,0.86594875645938
2007-05-12,1.85,2.430684,0.634736965229594
2007-05-13,7.03,2.432104,1.47795539345454
2007-05-14,12.83,2.564849,3.01783873599174
2007-05-15,2.6,2.491665,1.25756393378667
2007-05-16,3.76,2.153939,1.09439889892524
2007-05-17,16.22,2.091313,3.67589351114781
2007-05-18,6.62,2.256397,2.19373982346932
2007-05-19,0.03,2.471938,0.652893680062575
2007-05-20,1.88,2.900028,0.571621562601823
2007-05-21,4.18,3.202664,0.932472592938774
2007-05-22,0,3.571619,0.375207330486866
2007-05-23,0,3.647683,0.198551679719035
2007-05-24,0,3.439071,0.122760091338328
2007-05-25,0,3.89349,0.0837200002518747
2007-05-26,1.06,4.039923,0.152210135644085
2007-05-27,6.98,3.436336,1.15259790276413
2007-05-28,5.02,2.637963,1.30505461965847
2007-05-29,1.49,2.297534,0.706689887939962
2007-05-30,0.6,2.112245,0.394129209705925
2007-05-31,1.34,2.319103,0.379067127261896
2007-06-01,1.79,2.886993,0.436817410885971
2007-06-02,20.56,2.596715,4.35922198832315
2007-06-03,0,3.345914,0.972566613830714
2007-06-04,0,3.388029,0.38586628646269
2007-06-05,0,3.557964,0.202659606512366
2007-06-06,0,3.826997,0.124731749383717
2007-06-07,0,4.307184,0.0848108380289501
2007-06-08,3.94,4.445396,0.537960154775235
2007-06-09,29.31,4.069629,6.53582355389803
2007-06-10,10.6,4.046522,3.49799729110875
2007-06-11,0.26,3.653285,0.903356099516874
2007-06-12,0,3.829153,0.36734082233642
2007-06-13,0,3.68477,0.195492314771743
2007-06-14,0.07,3.548856,0.127980856216685
2007-06-15,4.72,3.792321,0.731150778835376
2007-06-16,1.56,3.390762,0.550461030208498
2007-06-17,2.44,2.987031,0.623199879527274
2007-06-18,2.19,3.351696,0.612052234085479
2007-06-19,1.94,3.590299,0.566620299183227
2007-06-20,0,4.275302,0.266827673656084
2007-06-21,5.57,3.97617,1.00848897104501
2007-06-22,1.22,3.414429,0.582801287496771
2007-06-23,7.81,2.879175,1.64356776448326
2007-06-24,15.35,2.890103,3.71445915821293
2007-06-25,16.25,3.422012,4.42250493387588
2007-06-26,12.71,2.821688,3.73320676278919
2007-06-27,12.36,2.464177,3.55736567082426
2007-06-28,0.24,2.467374,0.909225730553438
2007-06-29,6.39,2.686004,1.54312761246487
2007-06-30,2.92,2.81332,1.04358107508264
2007-07-01,0.47,3.224695,0.477019211927152
2007-07-02,0,3.444295,0.236203054662133
2007-07-03,4.74,3.087645,0.861606142848854
2007-07-04,19.89,2.581028,4.63905375354271
2007-07-05,6.38,2.61873,2.35567069360903
2007-07-06,6.2,2.754533,1.923894779095
2007-07-07,2.8,2.981329,1.11805675780615
2007-07-08,0,2.818891,0.423007394217401
2007-07-09,0.54,3.114996,0.28722145463223
2007-07-10,2.31,2.686867,0.483807207466983
2007-07-11,0.5,2.718639,0.305634659090352
2007-07-12,0.93,2.523867,0.287221876559814
2007-07-13,0.56,2.937147,0.229310976792782
2007-07-14,0.13,4.014497,0.150908821029888
2007-07-15,0,4.531443,0.0988725464885205
2007-07-16,0,5.0155,0.070100747544943
2007-07-17,0,4.6067,0.0525293324785346
2007-07-18,1.56,3.865216,0.177877814778661
2007-07-19,0,3.681824,0.112636077576892
2007-07-20,4.52,3.436576,0.696411868057236
2007-07-21,10.41,3.519786,2.30888447677919
2007-07-22,0,3.150485,0.668436675769704
2007-07-23,0,3.138306,0.299355043884169
2007-07-24,1.98,2.684003,0.433298208157572
2007-07-25,3.09,3.013151,0.689398353824825
2007-07-26,0,3.201598,0.305792531544529
2007-07-27,0,3.529157,0.170672341674604
2007-07-28,0,3.510686,0.109023861832982
2007-07-29,7.5,3.272223,1.24529161692221
2007-07-30,4.42,2.760532,1.24764447469359
2007-07-31,0,2.544953,0.454301855649103
2007-08-01,0,2.506059,0.22809023624859
2007-08-02,0,2.93718,0.136666796126566
2007-08-03,4.35,3.03917,0.690540409049516
2007-08-04,0,3.266202,0.30614091711328
2007-08-05,0,3.353098,0.170817591474008
2007-08-06,0,3.860483,0.109097127848138
2007-08-07,6.47,3.64281,1.03660432674226
2007-08-08,0.32,3.062259,0.450697710895353
2007-08-09,0.88,2.778073,0.342830432155543
2007-08-10,4.67,2.509406,0.91127554736293
2007-08-11,1.23,3.238931,0.558643825959071
2007-08-12,0,3.401731,0.264183306953927
2007-08-13,2.2,3.156409,0.440485676927037
2007-08-14,0,3.074136,0.223079921696533
2007-08-15,0.62,3.234817,0.201333023304918
2007-08-16,17.63,3.471575,3.54719967653871
2007-08-17,1.03,2.780097,1.0544636473449
2007-08-18,0.17,2.514845,0.432551309873885
2007-08-19,0,2.505285,0.220175486853875
2007-08-20,6.46,2.754937,1.15635767080127
2007-08-21,4.96,2.387256,1.32053713960616
2007-08-22,3.36,2.638337,1.05911930689358
2007-08-23,26.28,2.428957,6.24527260847787
2007-08-24,0.19,2.840125,1.22853028391153
2007-08-25,0,3.021453,0.449781745311
2007-08-26,0,3.296874,0.226457558681722
2007-08-27,0,3.230543,0.13591392836536
2007-08-28,0,2.847615,0.0909104218085017
2007-08-29,0,2.279299,0.0653789029149245
2007-08-30,0,2.469016,0.0494981694829483
2007-08-31,0,2.286143,0.0389320849776398
2007-09-01,0,2.66167,0.031532456143311
2007-09-02,0.03,2.598874,0.0275242012966699
2007-09-03,0,2.415577,0.0231311292754623
2007-09-04,8.24,2.22065,1.19888119765062
2007-09-05,1.19,1.870173,0.6348136623902
2007-09-06,0.28,1.809521,0.327087119155373
2007-09-07,0.27,2.387941,0.210770071816015
2007-09-08,0.13,2.371202,0.141619324154911
2007-09-09,0,2.38547,0.0939681000640979
2007-09-10,0,2.283628,0.0672039599052696
2007-09-11,1.23,1.880311,0.156705428868299
2007-09-12,0.03,2.055126,0.104559018397385
2007-09-13,0,2.068384,0.0734142569830218
2007-09-14,0,1.953667,0.0546291904808978
2007-09-15,0,2.049237,0.0424131298640778
2007-09-16,0,2.215427,0.034007086444466
2007-09-17,0,2.000933,0.0279634564328263
2007-09-18,0.77,2.077052,0.0682010486529401
2007-09-19,1.61,1.658407,0.198601338010735
2007-09-20,0,1.417313,0.122784001836595
2007-09-21,0,1.713372,0.0837332574368743
2007-09-22,0,1.715962,0.0610346216623109
2007-09-23,0,1.948336,0.0466669707526259
2007-09-24,0,2.258395,0.0369812171245668
2007-09-25,3.34,2.001274,0.37261884832267
2007-09-26,0,1.654806,0.197547618853781
2007-09-27,0.81,1.47894,0.208142847812956
2007-09-28,17.91,1.520576,3.58613169286693
2007-09-29,1.98,1.556552,1.24086182688655
2007-09-30,1.31,1.601824,0.664050693974175
2007-10-01,0.11,1.821827,0.312830092540243
2007-10-02,0,1.911037,0.173595278078366
2007-10-03,0,2.339129,0.110494638861029
2007-10-04,0.03,2.279755,0.0791615168274748
2007-10-05,0,2.271092,0.0582209356616895
2007-10-06,0,1.800353,0.0448104379134637
2007-10-07,0,1.587189,0.0356897115185542
2007-10-08,0,1.40789,0.0291921490159261
2007-10-09,0,1.407783,0.0243900805504514
2007-10-10,1.44,1.478465,0.118108261828935
2007-10-11,5.62,1.565396,0.876080383867682
2007-10-12,0,1.412938,0.359871142738396
2007-10-13,0,1.420557,0.192564967123654
2007-10-14,0,1.411482,0.119863561260352
2007-10-15,0,1.321315,0.0821087788109066
2007-10-16,0.03,1.332127,0.062108098354892
2007-10-17,0,1.514491,0.0473704750157574
2007-10-18,1.71,1.321046,0.181992043540944
2007-10-19,0,1.195626,0.11467860173733
2007-10-20,0,0.9941499,0.0791980850934594
2007-10-21,0,0.9254265,0.0582435910693182
2007-10-22,0.83,0.8711892,0.106609477701953
2007-10-23,0,0.9185676,0.0745976055557467
2007-10-24,0,0.914166,0.0553738644171633
2007-10-25,0,0.9609404,0.0429127545350046
2007-10-26,0,1.148504,0.0343591816678614
2007-10-27,0,1.144724,0.0282213923394431
2007-10-28,0,1.122187,0.0236587437715673
2007-10-29,0,1.059696,0.0201681300181796
2007-10-30,15.28,1.071194,2.60505357202477
2007-10-31,0.77,1.080656,0.853502964261941
2007-11-01,0,0.8699238,0.353611763266571
2007-11-02,0,0.9150839,0.19009481200958
2007-11-03,0.17,1.325481,0.134966285940705
2007-11-04,0.06,1.380964,0.0954268348723192
2007-11-05,0,1.182654,0.068069432256582
2007-11-06,0,1.052429,0.0512310523411517
2007-11-07,4.39,0.9893813,0.560488089597297
2007-11-08,0.33,0.9550949,0.307874792369175
2007-11-09,9.78,1.100047,1.87992527748008
2007-11-10,9.4,0.776849,2.44567756652474
2007-11-11,3.16,0.8975085,1.27639552397972
2007-11-12,2.27,1.04977,0.842169646646601
2007-11-13,0.07,0.7597936,0.36039235245609
2007-11-14,4.77,0.7299483,0.94082398860356
2007-11-15,0.53,0.7116808,0.456725295095044
2007-11-16,0.07,0.6309774,0.237616619997924
2007-11-17,0,0.5476907,0.141025022681721
2007-11-18,0,0.6117775,0.0936512489672518
2007-11-19,0,0.6262208,0.0670155298580788
2007-11-20,8.54,0.6702339,1.37354056966786
2007-11-21,4.12,0.8734195,1.22265700250584
2007-11-22,7.4,0.9561988,1.85324227127223
2007-11-23,0,1.021733,0.583912015172876
2007-11-24,1.51,0.9140477,0.493457683918122
2007-11-25,0,0.6137285,0.241980541759722
2007-11-26,1.24,0.7302099,0.292226082997158
