"Date","P","E","MIX_Q_sim"
2006-04-19,0,1.712098,0.54866740680242
2006-04-20,0,1.5832,0.423609858749909
2006-04-21,0,1.72232,0.3340276528508
2006-04-22,0,2.055787,0.26977074821677
2006-04-23,0,1.906578,0.223594052641897
2006-04-24,0,1.664318,0.190326015715184
2006-04-25,0,2.614495,0.166275173695688
2006-04-26,1,2.489932,0.186599339046249
2006-04-27,0.52,2.279525,0.1828006548528
2006-04-28,0,2.066842,0.160239146201115
2006-04-29,0,1.879394,0.143840175937212
2006-04-30,0,1.488974,0.131842920101357
2006-05-01,6.57,1.242226,0.371490515108083
2006-05-02,3.03,1.63297,0.409576824570985
2006-05-03,0,2.279322,0.322123519072635
2006-05-04,0,2.74471,0.259404904595069
2006-05-05,0,3.133681,0.214344738738718
2006-05-06,3.03,2.780145,0.296206273153446
2006-05-07,0.03,2.960251,0.241629496655671
2006-05-08,0,2.775521,0.201259862583502
2006-05-09,12.56,2.514195,0.6490827989435
2006-05-10,0.38,2.528348,0.507867034171243
2006-05-11,0.03,2.437027,0.393552892835607
2006-05-12,0,2.765869,0.310528492474516
2006-05-13,1.85,2.838433,0.320883054567584
2006-05-14,17.67,2.514401,0.936123242880829
2006-05-15,0,2.326371,0.699957802487504
2006-05-16,0,2.655017,0.531069343818998
2006-05-17,5.11,2.925123,0.606129094041565
2006-05-18,1.28,2.969827,0.513305780421352
2006-05-19,0.96,3.010565,0.434634230179022
2006-05-20,2.01,2.310091,0.418527640119829
2006-05-21,20.61,2.148815,1.13321772890218
2006-05-22,2.74,2.531541,0.950020029381207
2006-05-23,6.28,2.563149,0.95842103323131
2006-05-24,2.8,2.043834,0.828919963500631
2006-05-25,2.29,1.911688,0.716657982821124
2006-05-26,8.75,2.128356,0.892338253733837
2006-05-27,14.14,2.629082,1.23796749180015
2006-05-28,2.17,2.9359,1.00843871093484
2006-05-29,1.87,2.826622,0.832578595851606
2006-05-30,10.33,2.018782,1.0482052075508
2006-05-31,3.09,1.813142,0.912111997910658
2006-06-01,1.5,1.825399,0.750971232758092
2006-06-02,2.16,1.812284,0.662490323824439
2006-06-03,0,2.259227,0.512108058647995
2006-06-04,0,2.48771,0.404377357216135
2006-06-05,0,2.742347,0.327095028172211
2006-06-06,0.29,2.678804,0.283181782825999
2006-06-07,0,2.430686,0.239875307175526
2006-06-08,0,2.713694,0.208589595094508
2006-06-09,0,3.084712,0.185887959500932
2006-06-10,0,3.324333,0.169317269387472
2006-06-11,0,3.659721,0.157126452751343
2006-06-12,0,3.942612,0.148065565036521
2006-06-13,0,3.961734,0.141242364936931
2006-06-14,0,4.422082,0.13601993873851
2006-06-15,0.36,4.404413,0.146088614851265
2006-06-16,6.6,3.662155,0.399114413370209
2006-06-17,0,3.213944,0.320159924388435
2006-06-18,0,3.410493,0.263453228603001
2006-06-19,0,3.942181,0.222630382791018
2006-06-20,0.54,3.871599,0.214253868741747
2006-06-21,0,3.72498,0.186915866939034
2006-06-22,0,3.518181,0.167065612680708
2006-06-23,0.48,2.880505,0.171207720718818
2006-06-24,0,3.093686,0.155265444927385
2006-06-25,0,3.727085,0.14355856902331
2006-06-26,8.5,3.789807,0.465338881920416
2006-06-27,1.1,3.535503,0.408286874487487
2006-06-28,0,3.477216,0.324694906209994
2006-06-29,0,3.872422,0.26469792065754
2006-06-30,0.22,3.829599,0.230027552286371
2006-07-01,0,4.328485,0.196510005312393
2006-07-02,0,4.433869,0.172265302196649
2006-07-03,0,4.329465,0.154642688954271
2006-07-04,0,4.457209,0.141750035944612
2006-07-05,0,4.797611,0.132236717052804
2006-07-06,0.53,4.549896,0.145223472170626
2006-07-07,0,4.048904,0.134185138664711
2006-07-08,0.11,3.95075,0.130150891150758
2006-07-09,0.15,3.992552,0.12848276636192
2006-07-10,0,3.74398,0.121377207496509
2006-07-11,0,4.167972,0.116011527798946
2006-07-12,0,4.747865,0.11189067611787
2006-07-13,0,4.813864,0.108661257993238
2006-07-14,39.93,4.265984,1.6430098426882
2006-07-15,0,4.356479,1.20720561814616
2006-07-16,0,4.018706,0.89578925734924
2006-07-17,0,4.285995,0.673163863689397
2006-07-18,0,4.391714,0.513920472285318
2006-07-19,0,4.628929,0.399922226089232
2006-07-20,0,4.96938,0.318223071711339
2006-07-21,0,5.001661,0.25958213229262
2006-07-22,0,5.331844,0.217403272423402
2006-07-23,2.51,4.568414,0.281213635860417
2006-07-24,0.1,4.465701,0.236335095040862
2006-07-25,0,4.750831,0.200256826162817
2006-07-26,0,5.349794,0.17419177007305
2006-07-27,0,5.65498,0.155277202351611
2006-07-28,0.03,4.900592,0.142577689795955
2006-07-29,0.55,3.810304,0.152379102198413
2006-07-30,0,3.927917,0.138883651086903
2006-07-31,0.68,3.800787,0.153906497706673
2006-08-01,0.81,3.653794,0.169157584909744
2006-08-02,4.81,3.003323,0.326889507082759
2006-08-03,10.41,2.675501,0.648775827224966
2006-08-04,0.33,2.578596,0.506431880756616
2006-08-05,18.72,2.739754,1.09594148737305
2006-08-06,1.75,3.501988,0.881417156641813
2006-08-07,0.03,3.528031,0.663618959544649
2006-08-08,0,3.567246,0.506705578296638
2006-08-09,0,3.291851,0.394374463003386
2006-08-10,0.62,2.788448,0.336969947818712
2006-08-11,1.96,2.521464,0.345710266330729
2006-08-12,10.29,2.316128,0.66553693602765
2006-08-13,2.22,2.329921,0.5918822394429
2006-08-14,0,2.424958,0.455848519093446
2006-08-15,3.32,2.519591,0.483227693706909
2006-08-16,4.86,2.672488,0.561361302604814
2006-08-17,0.52,2.662792,0.453899497996627
2006-08-18,4.93,3.122262,0.543473883194249
2006-08-19,4.55,3.004925,0.593885912986529
2006-08-20,2.29,2.870884,0.544738096190949
2006-08-21,2.98,2.601081,0.535908328905568
2006-08-22,4.1,2.593484,0.572496099941259
2006-08-23,0,2.549566,0.443213865818916
2006-08-24,0,2.728572,0.350590397506597
2006-08-25,19.03,2.385486,1.01604366822012
2006-08-26,10.92,2.386554,1.18535912065544
2006-08-27,0.5,2.413896,0.903333901602087
2006-08-28,1.12,2.515089,0.725726143280786
2006-08-29,11.05,2.100826,0.987081709579244
2006-08-30,4.72,1.925744,0.928278581089089
2006-08-31,0,2.002639,0.70169922758752
2006-09-01,0,2.103298,0.539580592378829
2006-09-02,0,2.585042,0.42347760987691
2006-09-03,0,2.825362,0.340224223402904
2006-09-04,2.85,3.081168,0.391483039956781
2006-09-05,0,3.064568,0.317087184011127
2006-09-06,0,2.807721,0.263610911151546
2006-09-07,0,3.035901,0.225070649681646
2006-09-08,0,2.618402,0.197195311987439
2006-09-09,0,2.175367,0.176936175539919
2006-09-10,0,2.246124,0.162117037787107
2006-09-11,0,2.530095,0.151184498022963
2006-09-12,0,2.718208,0.143029709517346
2006-09-13,0,2.874105,0.136861146850623
2006-09-14,0,2.895916,0.132113787710278
2006-09-15,0,2.747738,0.128384287194128
2006-09-16,0,2.73487,0.125384705467421
2006-09-17,0,2.40794,0.122909478734463
2006-09-18,0,2.678368,0.12081184323859
2006-09-19,1.43,2.399691,0.17334406692915
2006-09-20,0,2.083848,0.15637944296687
2006-09-21,0.1,2.081233,0.147738051696866
2006-09-22,0,2.278032,0.137473930673567
2006-09-23,0,2.649146,0.129830388038555
2006-09-24,0,2.621812,0.124060543871848
2006-09-25,0.7,2.68054,0.146009058712594
2006-09-26,0.71,2.27936,0.161829312085811
2006-09-27,0.19,2.122584,0.153336487422899
2006-09-28,0,1.876615,0.139854323621319
2006-09-29,0,1.930407,0.129929753193859
2006-09-30,0,2.025467,0.122547560599192
2006-10-01,14.33,1.997627,0.660411060717185
2006-10-02,5.45,2.178683,0.710251050247417
2006-10-03,0.88,1.950745,0.572391557953337
2006-10-04,17.49,1.766855,1.11589813566762
2006-10-05,0.27,1.603188,0.841113500012752
2006-10-06,0.8,1.547164,0.665124084036878
2006-10-07,11.91,1.874038,0.972491312874137
2006-10-08,2.73,1.649406,0.835888509190513
2006-10-09,0,1.301947,0.631937509901283
2006-10-10,0,1.510334,0.486008675542777
2006-10-11,0.76,1.916001,0.411083868752247
2006-10-12,0,1.654135,0.327795201291913
2006-10-13,0.04,1.797016,0.269557402019048
2006-10-14,0,2.025724,0.226103217695595
2006-10-15,0,1.731451,0.194752145520967
2006-10-16,0,1.520572,0.172043533132027
2006-10-17,0,1.403569,0.155507147122753
2006-10-18,0,1.310002,0.143379711752516
2006-10-19,0,1.485701,0.134402575334694
2006-10-20,2.51,1.616091,0.224686288347328
2006-10-21,4.67,1.776714,0.373261774248068
2006-10-22,1.89,1.745203,0.371989905371324
2006-10-23,3.34,1.81631,0.427558006790751
2006-10-24,20.27,1.930539,1.13924211567986
2006-10-25,17.22,1.529007,1.53955572719494
2006-10-26,0,1.412991,1.13670062465031
2006-10-27,0,1.708703,0.848770149509559
2006-10-28,0,1.780439,0.642876146354225
2006-10-29,0.09,1.708365,0.499139547141073
2006-10-30,0.48,1.634229,0.411764704643144
2006-10-31,0,1.140033,0.329945986275052
2006-11-01,1.2,1.082988,0.319091569220349
2006-11-02,1.82,0.964431,0.336008462844384
2006-11-03,0.79,0.7605854,0.306872808875508
2006-11-04,0,0.8545902,0.254276286961715
2006-11-05,0,0.9481588,0.216384224478777
2006-11-06,0,0.9193982,0.188991604474074
2006-11-07,0,0.9116619,0.169096867393304
2006-11-08,0,0.8268558,0.154557477403635
2006-11-09,0.03,0.9273551,0.145038969629344
2006-11-10,1.1,1.114316,0.1805476185585
2006-11-11,0.03,0.7095165,0.163111562927592
2006-11-12,4.32,0.8355081,0.3217669553621
2006-11-13,1.85,0.9514834,0.336769263176442
2006-11-14,3.29,1.053415,0.405350224364014
2006-11-15,3.65,1.315407,0.469297903054063
2006-11-16,0,1.285559,0.368515138375015
2006-11-17,0.51,1.270585,0.316716522804623
2006-11-18,8.25,1.187549,0.592395418088534
2006-11-19,0.66,0.9402765,0.483492131697755
2006-11-20,16.94,0.9359483,1.07336403314287
2006-11-21,17.59,0.881795,1.53438764403203
2006-11-22,8.55,0.9763085,1.49230690725371
2006-11-23,1.98,0.8075814,1.18814039584755
2006-11-24,25.38,1.083009,1.97548052634912
2006-11-25,5.27,1.135842,1.6805847662928
2006-11-26,4.58,1.407379,1.44148369507915
2006-11-27,0.34,1.056545,1.08823880360644
2006-11-28,0,0.9674931,0.82104797521004
2006-11-29,0.38,1.02429,0.646262049555184
2006-11-30,0.03,0.9460962,0.506052177824439
2006-12-01,0.24,0.7327512,0.414585448112498
2006-12-02,0,0.8916934,0.338580940206442
2006-12-03,0.1,0.8705289,0.288207096807676
2006-12-04,13.13,1.051893,0.818134365423675
2006-12-05,16.38,1.016901,1.34895598505576
2006-12-06,4.6,1.272633,1.21224379466127
2006-12-07,2.19,0.9761119,1.00869635980511
2006-12-08,10.81,0.8848088,1.24857138530444
2006-12-09,13.83,0.9940333,1.56266508975063
2006-12-10,2.41,0.7947422,1.27424599561514
2006-12-11,0,0.6095968,0.959512795215534
2006-12-12,3.54,0.7145317,0.894513767175418
2006-12-13,2.2,0.7840955,0.78778222544222
2006-12-14,0.15,0.779254,0.618642090891384
2006-12-15,0,0.8028575,0.490655096852611
2006-12-16,0,0.5791272,0.398812563910693
2006-12-17,3.97,0.706076,0.512890109708679
2006-12-18,0,0.6121042,0.414453556269597
2006-12-19,0.22,0.6152815,0.353686209086751
2006-12-20,0,0.632099,0.299901810085722
2006-12-21,0,0.5945614,0.261040939543492
2006-12-22,0,0.7432586,0.232837079335913
2006-12-23,0,0.6758961,0.212244758748157
2006-12-24,0,0.6088232,0.197090086588206
2006-12-25,0,0.6640194,0.185821302314058
2006-12-26,0,0.5150117,0.177330720358282
2006-12-27,0,0.5376472,0.170827634649468
2006-12-28,0,0.5005325,0.165747598331341
2006-12-29,0.03,0.5033704,0.163042697930815
2006-12-30,0,0.5271747,0.159332866654839
2006-12-31,19.35,0.668015,1.04352136772454
2007-01-01,10,0.9901223,1.252527391207
2007-01-02,13.94,0.8833843,1.59205077912241
2007-01-03,5.28,0.7147818,1.43313387823745
2007-01-04,0.43,0.7655866,1.09289067802099
2007-01-05,3.81,0.8574706,1.00845658539284
2007-01-06,2.04,0.8818367,0.865369486082849
2007-01-07,10.9,1.043456,1.18393063773288
2007-01-08,0,0.9019123,0.896173965035536
2007-01-09,11.59,0.9696581,1.24411034149079
2007-01-10,2.4,1.184793,1.05517567791455
2007-01-11,3.14,1.032169,0.955934011338062
2007-01-12,5.24,0.8568484,0.986728997698068
2007-01-13,0.17,0.9369128,0.765348676933294
2007-01-14,0.44,1.086821,0.619810794760875
2007-01-15,0.56,0.8524475,0.521257388683321
2007-01-16,0,0.5613311,0.423594924407643
2007-01-17,0.07,0.7308876,0.356734764203826
2007-01-18,17.2,1.040246,1.14163246180615
2007-01-19,41.8,1.22803,2.96543726009912
2007-01-20,6.31,1.233655,2.49589596690041
2007-01-21,3.89,1.134227,2.03995015784809
2007-01-22,3.07,0.8719943,1.67355303119552
2007-01-23,0,0.7245337,1.25677705406944
2007-01-24,0.04,0.5394815,0.960689289459422
2007-01-25,0,0.536026,0.746720017241927
2007-01-26,0,0.4866848,0.593385695047063
2007-01-27,0.05,0.4556527,0.485862659666132
2007-01-28,0.6,0.6817537,0.436299230787806
2007-01-29,0.06,0.7300378,0.373192889974893
2007-01-30,0.43,0.8509507,0.346245974672292
2007-01-31,0,0.9172454,0.304827511689104
2007-02-01,0,0.8697195,0.274692038404693
2007-02-02,0,0.9545065,0.252615976203562
2007-02-03,0.03,1.060443,0.237808285641438
2007-02-04,0,0.8533794,0.225180381473141
2007-02-05,0,0.7802819,0.215617728290791
2007-02-06,0.33,0.6552955,0.224838251285216
2007-02-07,4.15,0.6837842,0.423551734355542
2007-02-08,1.45,0.6847117,0.42965043770232
2007-02-09,14.03,0.7375471,1.07546303044734
2007-02-10,0.84,0.8752164,0.866754946548012
2007-02-11,3.53,0.9397408,0.854829531381748
2007-02-12,14.81,1.077894,1.43026586233768
2007-02-13,14,1.083452,1.80873477266352
2007-02-14,2.96,1.002059,1.50645349231684
2007-02-15,14.92,0.9533609,1.92265029878448
2007-02-16,0,1.003201,1.43594445277237
2007-02-17,0,0.856263,1.08790623613724
2007-02-18,0,0.8881834,0.838854686264916
2007-02-19,0,0.9038812,0.6604656189738
2007-02-20,0,0.9381504,0.532521276595994
2007-02-21,0,0.9226408,0.440590238947418
2007-02-22,1.18,0.8813277,0.436363614633146
2007-02-23,0,1.099098,0.371011741321711
2007-02-24,1.7,1.224402,0.413063747856441
2007-02-25,10.63,1.228775,0.915777894243067
2007-02-26,14.7,1.117206,1.49928507562936
2007-02-27,4.83,1.088919,1.39187741605608
2007-02-28,4.38,1.058435,1.29210664329653
2007-03-01,11.6,1.29858,1.61354433515703
2007-03-02,21.1,1.217096,2.37501974859389
2007-03-03,2.25,1.059463,1.88849068825259
2007-03-04,10.66,1.1775,2.00679008574591
2007-03-05,0,1.132171,1.50359199827887
2007-03-06,3.15,1.288491,1.31796794098868
2007-03-07,13.12,1.25329,1.74308564534256
2007-03-08,6.91,1.190425,1.70393137747912
2007-03-09,0,1.075671,1.28981329028437
2007-03-10,3.84,0.9890859,1.208846865363
2007-03-11,0,1.10021,0.935843788287773
2007-03-12,0,1.122617,0.740252634571765
2007-03-13,0,1.163444,0.599924976722674
2007-03-14,0,1.222282,0.499051279316452
2007-03-15,0,1.334261,0.426346685043397
2007-03-16,0,1.247331,0.373756035576955
2007-03-17,0,1.187288,0.335529520314
2007-03-18,0.26,1.302366,0.322057932084052
2007-03-19,9.03,1.262067,0.803500621021627
2007-03-20,2.67,0.9292095,0.792211139812653
2007-03-21,2.65,0.9419255,0.783136528659052
2007-03-22,2.95,0.9950124,0.793669608579665
2007-03-23,3.41,0.9648929,0.827395871035879
2007-03-24,1.67,1.007223,0.753530625450948
2007-03-25,0.7,1.132908,0.64578973159227
2007-03-26,0.42,1.37928,0.552564608863006
2007-03-27,0,1.620343,0.461775905035281
2007-03-28,0,1.48899,0.396304298441886
2007-03-29,0.59,1.497669,0.382074905338835
2007-03-30,2.19,1.519264,0.461402430743115
2007-03-31,1.49,1.430789,0.478515684698521
2007-04-01,4.1,1.46369,0.637666092636508
2007-04-02,0,1.787156,0.520502113462453
2007-04-03,0,1.808416,0.436223925314771
2007-04-04,0.17,1.409192,0.384977003640489
2007-04-05,0,1.420167,0.338250365791892
2007-04-06,0,1.52033,0.304268735619018
2007-04-07,0,1.795482,0.279390665892178
2007-04-08,0,1.578328,0.261016843612563
2007-04-09,0,1.574736,0.247291827901562
2007-04-10,0,1.7514,0.236891151617406
2007-04-11,0,1.757233,0.22886935528066
2007-04-12,0,1.876821,0.222551514253596
2007-04-13,0,2.341811,0.217455811241291
2007-04-14,0,2.551093,0.213238268827159
2007-04-15,0,2.840632,0.209653299758097
2007-04-16,0,2.793692,0.206525547880108
2007-04-17,0,2.670284,0.203729788298003
2007-04-18,0.11,2.251117,0.207245782738776
2007-04-19,0.13,1.719758,0.210324231979101
2007-04-20,0,1.770438,0.204838154285197
2007-04-21,0.04,1.881214,0.20258022314069
2007-04-22,0.03,1.832928,0.199889216388773
2007-04-23,0,2.150896,0.195795969800807
2007-04-24,0,2.509893,0.192348275201584
2007-04-25,0.07,3.020765,0.19319323979421
2007-04-26,0,3.271975,0.189469575776444
2007-04-27,0.06,2.898417,0.189568320146173
2007-04-28,0.13,2.844012,0.192946168061166
2007-04-29,0.27,2.757627,0.202472912789987
2007-04-30,0.03,2.695275,0.195806885310135
2007-05-01,0.12,2.543535,0.195430336141035
2007-05-02,0.38,2.52194,0.20874026839828
2007-05-03,0.42,2.378257,0.219975162181614
2007-05-04,0.04,2.31667,0.207097707787087
2007-05-05,2.18,2.334802,0.312768077125938
2007-05-06,0,2.98098,0.270715936128004
2007-05-07,0.03,2.799354,0.241840150247364
2007-05-08,13.9,2.359743,0.971817535138282
2007-05-09,1.7,2.432111,0.834812709668532
2007-05-10,16.27,2.296554,1.53446155764596
2007-05-11,0,2.832992,1.14739633120452
2007-05-12,1.85,2.430684,0.971539747744569
2007-05-13,7.03,2.432104,1.12986700049771
2007-05-14,12.83,2.564849,1.5666735062285
2007-05-15,2.6,2.491665,1.31659025099853
2007-05-16,3.76,2.153939,1.20237568876289
2007-05-17,16.22,2.091313,1.81836580935057
2007-05-18,6.62,2.256397,1.72674085438597
2007-05-19,0.03,2.471938,1.29343813748687
2007-05-20,1.88,2.900028,1.086890104766
2007-05-21,4.18,3.202664,1.06795645045039
2007-05-22,0,3.571619,0.821151646288285
2007-05-23,0,3.647683,0.644400587739332
2007-05-24,0,3.439071,0.517659400397298
2007-05-25,0,3.89349,0.42662078466101
2007-05-26,1.06,4.039923,0.419674043965666
2007-05-27,6.98,3.436336,0.742715923929629
2007-05-28,5.02,2.637963,0.866164756689252
2007-05-29,1.49,2.297534,0.758769345522073
2007-05-30,0.6,2.112245,0.632436913102118
2007-05-31,1.34,2.319103,0.582826421958579
2007-06-01,1.79,2.886993,0.572034881813811
2007-06-02,20.56,2.596715,1.61839856092604
2007-06-03,0,3.345914,1.21599192655347
2007-06-04,0,3.388029,0.928153686726696
2007-06-05,0,3.557964,0.722099897660368
2007-06-06,0,3.826997,0.574429444074486
2007-06-07,0,4.307184,0.46843863911242
2007-06-08,3.94,4.445396,0.610654827971075
2007-06-09,29.31,4.069629,2.14795715345465
2007-06-10,10.6,4.046522,2.19840439859367
2007-06-11,0.26,3.653285,1.64995684572783
2007-06-12,0,3.829153,1.24317350306252
2007-06-13,0,3.68477,0.952165087752979
2007-06-14,0.07,3.548856,0.747735509204387
2007-06-15,4.72,3.792321,0.862664289370129
2007-06-16,1.56,3.390762,0.767364117200935
2007-06-17,2.44,2.987031,0.748459440601302
2007-06-18,2.19,3.351696,0.720773260532215
2007-06-19,1.94,3.590299,0.686744825423809
2007-06-20,0,4.275302,0.553489334346351
2007-06-21,5.57,3.97617,0.769628309494504
2007-06-22,1.22,3.414429,0.680884994776675
2007-06-23,7.81,2.879175,0.987257857643485
2007-06-24,15.35,2.890103,1.63774711963345
2007-06-25,16.25,3.422012,2.16409270328673
2007-06-26,12.71,2.821688,2.34565032961932
2007-06-27,12.36,2.464177,2.46218375269226
2007-06-28,0.24,2.467374,1.84585861457899
2007-06-29,6.39,2.686004,1.76174676332857
2007-06-30,2.92,2.81332,1.50137592753774
2007-07-01,0.47,3.224695,1.17339068684111
2007-07-02,0,3.444295,0.911447901660104
2007-07-03,4.74,3.087645,0.997801146448231
2007-07-04,19.89,2.581028,1.94920469148787
2007-07-05,6.38,2.61873,1.84299414821327
2007-07-06,6.2,2.754533,1.75822948309331
2007-07-07,2.8,2.981329,1.49855228481932
2007-07-08,0,2.818891,1.14848837871873
2007-07-09,0.54,3.114996,0.929468822954002
2007-07-10,2.31,2.686867,0.87616008985657
2007-07-11,0.5,2.718639,0.731828142500828
2007-07-12,0.93,2.523867,0.653257766767082
2007-07-13,0.56,2.937147,0.574966121734311
2007-07-14,0.13,4.014497,0.493352014343603
2007-07-15,0,4.531443,0.426813288756615
2007-07-16,0,5.0155,0.378578910664957
2007-07-17,0,4.6067,0.343417427618483
2007-07-18,1.56,3.865216,0.407467749854491
2007-07-19,0,3.681824,0.362958734899977
2007-07-20,4.52,3.436576,0.590500012688279
2007-07-21,10.41,3.519786,1.09496444638591
2007-07-22,0,3.150485,0.855038882228232
2007-07-23,0,3.138306,0.683053541389288
2007-07-24,1.98,2.684003,0.673526650017207
2007-07-25,3.09,3.013151,0.730389676370018
2007-07-26,0,3.201598,0.593113777822842
2007-07-27,0,3.529157,0.494416147782756
2007-07-28,0,3.510686,0.423262577700084
2007-07-29,7.5,3.272223,0.802014159720529
2007-07-30,4.42,2.760532,0.89704356867395
2007-07-31,0,2.544953,0.711331879868247
2007-08-01,0,2.506059,0.578068279968508
2007-08-02,0,2.93718,0.482248893429886
2007-08-03,4.35,3.03917,0.662010297630576
2007-08-04,0,3.266202,0.541798948571661
2007-08-05,0,3.353098,0.45530674320554
2007-08-06,0,3.860483,0.392889927007621
2007-08-07,6.47,3.64281,0.71611928845721
2007-08-08,0.32,3.062259,0.597398648036357
2007-08-09,0.88,2.778073,0.54383446339522
2007-08-10,4.67,2.509406,0.720772164697126
2007-08-11,1.23,3.238931,0.651742675459324
2007-08-12,0,3.401731,0.532212194937404
2007-08-13,2.2,3.156409,0.570873487005792
2007-08-14,0,3.074136,0.473670958130626
2007-08-15,0.62,3.234817,0.438635124354689
2007-08-16,17.63,3.471575,1.38323721349623
2007-08-17,1.03,2.780097,1.11444441544542
2007-08-18,0.17,2.514845,0.873147530003911
2007-08-19,0,2.505285,0.690608925612879
2007-08-20,6.46,2.754937,0.927407877549423
2007-08-21,4.96,2.387256,1.01239106210544
2007-08-22,3.36,2.638337,0.982386881000467
2007-08-23,26.28,2.428957,2.29349004028443
2007-08-24,0.19,2.840125,1.72165584824479
2007-08-25,0,3.021453,1.30179745667054
2007-08-26,0,3.296874,1.0013823956369
2007-08-27,0,3.230543,0.786232682890878
2007-08-28,0,2.847615,0.631952131967915
2007-08-29,0,2.279299,0.521126766295275
2007-08-30,0,2.469016,0.441326485259397
2007-08-31,0,2.286143,0.383678660923648
2007-09-01,0,2.66167,0.341849976701968
2007-09-02,0.03,2.598874,0.31302987691905
2007-09-03,0,2.415577,0.290088407021048
2007-09-04,8.24,2.22065,0.744042607253615
2007-09-05,1.19,1.870173,0.66632538589962
2007-09-06,0.28,1.809521,0.558449428793238
2007-09-07,0.27,2.387941,0.480259359246012
2007-09-08,0.13,2.371202,0.415862235481289
2007-09-09,0,2.38547,0.361875035911503
2007-09-10,0,2.283628,0.322695209701993
2007-09-11,1.23,1.880311,0.363881080735287
2007-09-12,0.03,2.055126,0.324840012751859
2007-09-13,0,2.068384,0.294651675981515
2007-09-14,0,1.953667,0.272481688482288
2007-09-15,0,2.049237,0.256041324366259
2007-09-16,0,2.215427,0.243696838714606
2007-09-17,0,2.000933,0.234282010174247
2007-09-18,0.77,2.077052,0.270281200267284
2007-09-19,1.61,1.658407,0.342820655620599
2007-09-20,0,1.417313,0.303800488068682
2007-09-21,0,1.713372,0.275362868531815
2007-09-22,0,1.715962,0.254484826457183
2007-09-23,0,1.948336,0.239008519413005
2007-09-24,0,2.258395,0.227393630747644
2007-09-25,3.34,2.001274,0.405566343886936
2007-09-26,0,1.654806,0.345917906528058
2007-09-27,0.81,1.47894,0.348074349953619
2007-09-28,17.91,1.520576,1.31681719668343
2007-09-29,1.98,1.556552,1.11099231378755
2007-09-30,1.31,1.601824,0.926029669216057
2007-10-01,0.11,1.821827,0.725832273569498
2007-10-02,0,1.911037,0.576161037154494
2007-10-03,0,2.339129,0.468751315104653
2007-10-04,0.03,2.279755,0.393201643497504
2007-10-05,0,2.271092,0.337029515573983
2007-10-06,0,1.800353,0.296375950388775
2007-10-07,0,1.587189,0.266805003543695
2007-10-08,0,1.40789,0.245150259822286
2007-10-09,0,1.407783,0.229151489724196
2007-10-10,1.44,1.478465,0.297802499005502
2007-10-11,5.62,1.565396,0.581492765128035
2007-10-12,0,1.412938,0.469234265902029
2007-10-13,0,1.420557,0.388568211082561
2007-10-14,0,1.411482,0.330458035736744
2007-10-15,0,1.321315,0.288453421077151
2007-10-16,0.03,1.332127,0.259626964393739
2007-10-17,0,1.514491,0.236865226329657
2007-10-18,1.71,1.321046,0.315630283300492
2007-10-19,0,1.195626,0.276210083493894
2007-10-20,0,0.9941499,0.247567940458563
2007-10-21,0,0.9254265,0.226624126065974
2007-10-22,0.83,0.8711892,0.257454833437262
2007-10-23,0,0.9185676,0.232884623401017
2007-10-24,0,0.914166,0.214860171379674
2007-10-25,0,0.9609404,0.201512872510995
2007-10-26,0,1.148504,0.191508875960209
2007-10-27,0,1.144724,0.183896036786327
2007-10-28,0,1.122187,0.177994670752963
2007-10-29,0,1.059696,0.173319575516892
2007-10-30,15.28,1.071194,1.02593489860124
2007-10-31,0.77,1.080656,0.824271954104408
2007-11-01,0,0.8699238,0.636866329983637
2007-11-02,0,0.9150839,0.502616611852508
2007-11-03,0.17,1.325481,0.415823187204861
2007-11-04,0.06,1.380964,0.347282223879869
2007-11-05,0,1.182654,0.294551597027514
2007-11-06,0,1.052429,0.256450619441843
2007-11-07,4.39,0.9893813,0.474393541945151
2007-11-08,0.33,0.9550949,0.403356940402317
2007-11-09,9.78,1.100047,0.884056786483516
2007-11-10,9.4,0.776849,1.21072012293476
2007-11-11,3.16,0.8975085,1.09268192320453
2007-11-12,2.27,1.04977,0.958323102650698
2007-11-13,0.07,0.7597936,0.737621765430761
2007-11-14,4.77,0.7299483,0.846920216109744
2007-11-15,0.53,0.7116808,0.68440585341401
2007-11-16,0.07,0.6309774,0.541872696608441
2007-11-17,0,0.5476907,0.435681009163869
2007-11-18,0,0.6117775,0.359397630947542
2007-11-19,0,0.6262208,0.304467485851124
2007-11-20,8.54,0.6702339,0.752325373434939
2007-11-21,4.12,0.8734195,0.821696400116858
2007-11-22,7.4,0.9561988,1.06121706054864
2007-11-23,0,1.021733,0.808141640877926
2007-11-24,1.51,0.9140477,0.713756657016259
2007-11-25,0,0.6137285,0.559477880990996
2007-11-26,1.24,0.7302099,0.520105632855548
2007-11-27,2.09,0.7178354,0.540752484783674
2007-11-28,1.41,0.7513988,0.516417764152236
2007-11-29,0,0.6026742,0.4177568289339
2007-11-30,1.29,0.5585133,0.421082123295075
2007-12-01,0.28,0.7762789,0.365146271710603
2007-12-02,12.38,0.8895213,1.02644878870484
2007-12-03,32.79,0.946073,2.72465504654427
2007-12-04,8.94,0.8325739,2.53483063355415
2007-12-05,4.38,0.7837103,2.13008750576496
2007-12-06,3.72,1.008369,1.80266731164311
2007-12-07,11.21,0.9921537,2.02143541480711
2007-12-08,12.32,0.9966976,2.25194696529778
