"Date","P1","E1","P2","E2","P3","E3","Q"
2006-01-23,31.57,0.814,6.9,1.2539,0,1.8446,6.9333131699
2006-01-24,0,1.1706,0,1.4419,6.02,1.7104,7.9906523718
2006-01-25,0,1.4705,0,1.4248,0,1.7143,6.0693316625
2006-01-26,0,1.4219,0,1.3762,0,1.6049,4.8245738326
2006-01-27,0,1.3373,0,1.3995,0,1.6594,4.126436327
2006-01-28,0,1.6382,0,1.5943,0,1.7699,3.7549395721
2006-01-29,29.18,1.4859,12.44,1.3519,8,1.5953,5.8510452209
2006-01-30,0,1.827,0,1.7156,7.26,1.6758,7.1487233146
2006-01-31,0,1.6298,0,1.5615,5.48,1.6468,6.4570970874
2006-02-01,0,1.6691,0,1.5681,0,1.7861,4.7711933939
2006-02-02,29.27,1.6288,16.88,1.4961,10.99,1.74,7.4106556163
2006-02-03,0,1.9471,0,1.857,22.87,1.731,12.1312446697
2006-02-04,2.87,1.5184,0.58,1.705,0,2.0914,7.6287598815
2006-02-05,0,1.5643,0,1.4593,0,1.7478,5.0994286511
2006-02-06,0,1.7214,0,1.6615,0,1.8373,4.3139853224
2006-02-07,0,1.7959,7.73,1.5484,5.64,1.8106,4.96145262
2006-02-08,0,1.6578,0,1.5438,0,1.8223,4.3638849203
2006-02-09,0,1.8403,0,1.6208,0,1.8929,4.044819551
2006-02-10,17.65,1.3204,0,1.551,0,1.8431,4.3763037916
2006-02-11,55.86,1.2897,31.32,1.3786,25.02,1.6834,12.0676230342
2006-02-12,0,1.4324,0,1.3644,0,1.704,11.0579827491
2006-02-13,0,1.5503,0,1.4001,0,1.5714,7.9623004307
2006-02-14,0,1.7561,0,1.6134,0,1.8286,6.1705455186
2006-02-15,0,2.0514,0,1.9077,0,2.1526,5.1015826749
2006-02-16,0,2.346,0,2.0783,0,2.4193,4.423585536
2006-02-17,0,2.3719,0,2.0614,0,2.6783,3.9434632254
2006-02-18,3.03,1.2623,4.36,1.6688,0,2.6254,3.8790227451
2006-02-19,4.27,0.9529,2.58,1.3706,7.86,1.9099,4.9806380102
2006-02-20,4.21,0.761,0,1.2191,0.34,1.768,4.5742753248
2006-02-21,2.84,1.0375,1,1.3845,0,1.4116,4.3611129804
2006-02-22,3.51,1.5941,0,1.9428,0,2.2277,4.2116851469
2006-02-23,12.57,1.8817,0,2.5145,0,2.8243,4.3838168878
2006-02-24,0,2.1812,0,2.3024,1.9,2.637,4.4994226433
2006-02-25,26.53,1.7378,22.54,1.8187,2.09,2.7007,5.6139200661
2006-02-26,26.99,1.5194,48.24,1.5097,41.4,1.8272,17.3111955308
2006-02-27,0,2.238,0,2.152,0,2.5413,14.5552253296
2006-02-28,0,2.7065,0,2.413,0,2.7631,10.003767371
2006-03-01,0,2.9668,0,2.7214,0,3.1144,7.6937209516
2006-03-02,0,2.8977,0,2.8793,0,3.3808,5.9944655832
2006-03-03,0,2.9191,0,2.8996,0,3.5491,4.8817254385
2006-03-04,0,2.804,0,2.6688,0,3.1378,4.2103436003
2006-03-05,0,2.8991,0,2.6578,0,3.0258,3.8295113627
2006-03-06,0,3.1501,0,2.9785,0,3.4011,3.6209786405
2006-03-07,0,3.3277,0,3.0252,0,3.5082,3.5084769037
2006-03-08,0,3.3661,0,3.0011,0,3.2958,3.4474488417
2006-03-09,0,3.2713,0,2.9552,0,3.3231,3.413275966
2006-03-10,33.45,2.6764,3.15,2.3933,24.1,2.5714,7.6136262766
2006-03-11,0,3.5272,0,2.8352,6.92,2.0204,7.4564023609
2006-03-12,0,3.096,0,2.349,0,3.3726,5.1523301995
2006-03-13,0,3.0671,8.78,2.216,0,3.4943,4.3576832039
2006-03-14,0,3.5216,24.27,2.7192,7.64,2.7971,5.8438121427
2006-03-15,0,3.0957,0,2.9504,0,3.642,5.8769762919
2006-03-16,0,3.2361,0,3.0128,0,3.6087,5.4116282337
2006-03-17,0,3.3564,4.12,2.2603,0,3.4741,4.9041828777
2006-03-18,0,3.0643,0,3.3682,0,4.1444,4.51661142
2006-03-19,10.71,1.0877,0,1.9601,0,3.3305,4.4779658488
2006-03-20,30.02,1.5129,0,2.3546,0,3.3391,5.345958627
2006-03-21,41.37,2.2558,12.44,2.6541,3.35,3.3676,7.3648432281
2006-03-22,0,2.8171,0,3.2907,0,4.2676,7.5618216985
2006-03-23,0,2.1412,0,2.5459,0,3.216,6.118704156
2006-03-24,0,2.9243,0,2.88,0,3.5053,5.0029284325
2006-03-25,0,3.1661,0,2.9821,0,3.3384,4.3800656255
2006-03-26,0,3.4552,0,3.0934,0,3.4817,3.9511212267
2006-03-27,0,3.6161,0,3.158,0,3.5041,3.6525241643
2006-03-28,0,3.5641,0,3.4875,0,3.9938,3.4863008583
2006-03-29,5.37,2.3188,0,3.1719,0,4.1368,3.5736884379
2006-03-30,0,3.8235,0,3.4639,0,4.0593,3.6368864471
2006-03-31,0,4.1039,0,3.6364,0,4.674,3.5144478228
2006-04-01,0,3.7536,0,3.6695,0,4.5069,3.4095855493
2006-04-02,0,4.0318,0,3.7077,0,4.475,3.3505353016
2006-04-03,0,4.4971,0,4.1084,0,4.6143,3.3203325368
2006-04-04,0,4.8985,0,4.4499,0,5.226,3.3038256413
2006-04-05,0,4.4788,0,4.208,0,4.8231,3.2929991483
2006-04-06,0,4.5187,0,4.3965,0,5.0065,3.2843340498
2006-04-07,0,4.0724,0,4.4581,0,5.1133,3.2764311207
2006-04-08,8.37,3.9579,0,3.9657,0,4.7773,3.5354831798
2006-04-09,0,4.4553,0,4.313,2.03,4.8778,3.770478017
2006-04-10,0,4.4057,0,4.2089,0,4.7186,3.5303356035
2006-04-11,0,4.7682,0,4.4472,0,4.9754,3.3806465171
2006-04-12,0,4.7632,0,4.4231,0,5.0175,3.2966514628
2006-04-13,0,4.7912,0,4.5226,0,5.02,3.2552377516
2006-04-14,0,5.1014,0,4.6963,0,5.3723,3.2342714581
2006-04-15,0,4.9126,0,4.7686,0,5.4497,3.2219106825
2006-04-16,0,4.8288,0,4.633,0,5.3385,3.2129347941
2006-04-17,0,5.0141,0,4.4874,0,4.8989,3.2052737327
2006-04-18,0,5.1711,0,4.8505,0,5.0455,3.1981575758
2006-04-19,0,5.1612,0,4.8003,0,5.5348,3.1913053369
2006-04-20,0,4.9064,0,4.5832,0,5.235,3.184624676
2006-04-21,0,4.6143,0,4.643,0,5.438,3.1780950887
2006-04-22,26.05,3.3104,10.03,3.45,28.46,4.201,7.5183335065
2006-04-23,0,5.1928,0,4.7821,0,5.3517,5.4475974278
2006-04-24,0,5.3412,0,4.9205,0,5.7058,4.3731709639
2006-04-25,0,4.9321,0,4.7065,0,5.6812,3.7963528376
2006-04-26,27.82,3.3774,43.72,3.2811,13.38,4.0027,6.5118798105
2006-04-27,0,3.9797,9.11,3.4934,5.04,3.8237,7.5340265226
2006-04-28,0,4.6748,0,4.5599,0,5.4114,6.5061728318
2006-04-29,0,3.6519,0,4.4924,0,5.2946,5.4407643983
2006-04-30,44.6,3.3592,23.91,2.9125,0,3.5657,6.5448500601
2006-05-01,0,5.3338,12.72,2.9514,2.96,3.1797,8.0435430842
2006-05-02,0,5.2803,0,4.3587,0,5.0677,7.0714789374
2006-05-03,0,5.2354,0,4.7873,0,5.6106,5.7889012319
2006-05-04,0,4.9914,0,4.8464,0,5.9979,4.799752803
2006-05-05,3.53,4.1482,0,4.7034,0,5.68,4.276931582
2006-05-06,8.59,3.3796,0,4.3014,0,5.4928,4.2354536587
2006-05-07,13.47,2.9982,9.2,2.987,14.7,4.1345,5.9839378165
2006-05-08,0,3.6812,8.67,3.3028,19.25,3.9817,8.0670716798
2006-05-09,0,5.3632,9.84,3.8138,16.78,4.3247,8.6156176766
2006-05-10,0,5.0646,17,3.9227,25.27,4.2024,11.2120464876
2006-05-11,0,5.9746,28.19,4.0185,33.29,4.1264,15.0820892216
2006-05-12,0,5.4957,0,4.7975,0,5.783,8.9166309851
2006-05-13,0,5.7936,0,5.0375,0,5.8,6.5207471424
2006-05-14,0.67,5.6875,0,5.2148,0,6.1041,5.4821348158
2006-05-15,3.13,4.3057,0,4.6561,0,5.708,4.7863769767
2006-05-16,0,5.2123,0,4.807,0,5.9833,4.2899763517
2006-05-17,0,5.3412,0,4.9148,0,5.7262,3.8838865513
2006-05-18,0,5.7473,0,5.1354,0,5.8492,3.627755236
2006-05-19,0,6.0998,0,5.5633,0,6.5632,3.48410952
2006-05-20,0,6.0992,0,5.6606,0,6.4636,3.4061165464
2006-05-21,0,6.053,0,5.7189,0,6.8653,3.3626284113
2006-05-22,0,5.905,0,5.5345,0,6.8746,3.3363996536
2006-05-23,0,5.8927,0,5.6161,0,6.8046,3.3186035261
2006-05-24,0,6.0147,0,5.6892,0,6.7276,3.3048865592
2006-05-25,0,5.9036,0,5.7173,0,6.7094,3.2931452687
2006-05-26,0,5.7199,0,5.6119,0,6.5996,3.2823851564
2006-05-27,0,5.7619,0,5.5691,0,6.5921,3.2721532652
2006-05-28,0.01,5.5899,0,5.5881,0,6.7433,3.262571293
2006-05-29,9.1,3.8034,0,5.8743,0,6.9342,3.5430593684
2006-05-30,6.73,3.7529,5,4.6072,0,6.909,3.9764480906
2006-05-31,2.47,5.0827,0,5.6676,0,7.0085,4.0759829539
2006-06-01,0,5.5681,0,5.6579,0,7.0425,3.8354684177
2006-06-02,6.17,4.7026,0,5.6516,10.54,5.508,4.4368953241
2006-06-03,2.37,5.4482,8.01,4.3214,0,6.2825,3.8993758544
2006-06-04,0,6.1143,0,5.7537,0,6.528,3.8294130757
2006-06-05,0,6.0844,0,5.6728,0,6.5007,3.6245292727
2006-06-06,0,6.0166,0,5.8576,0,6.8435,3.4539319488
2006-06-07,11.24,4.3635,0,5.588,0,6.7979,3.7017638387
2006-06-08,0,5.4834,0,5.4803,0,6.7478,3.8555491343
2006-06-09,0,6.1975,0,5.9611,0,6.9348,3.6069778536
2006-06-10,0,6.3745,0,6.1593,0,7.1122,3.3922233547
2006-06-11,0,6.3747,0,6.1294,0,7.1145,3.2736310385
2006-06-12,0,6.2211,0,5.9863,0,6.6855,3.2163359972
2006-06-13,0,6.1856,8.6,4.3251,2.69,5.2499,3.368484398
2006-06-14,0,5.983,0,4.917,0,6.119,3.3430151863
2006-06-15,0,6.0359,0,5.5677,0,6.4289,3.336159917
2006-06-16,0,5.652,0,5.3321,0,6.6602,3.293277327
2006-06-17,4.99,3.5685,0,5.1339,0,6.1591,3.4082672047
2006-06-18,15.19,4.1058,0,5.3983,0,6.2966,3.9558940762
2006-06-19,19.98,3.8443,14.84,4.3546,0,6.5317,4.9203885151
2006-06-20,7.34,4.4596,0,5.2834,0,6.4909,5.3608135455
2006-06-21,2.96,4.866,0,5.6748,0,7.0583,4.9148194142
2006-06-22,0,6.0368,0,5.8336,0,7.1475,4.2550782968
2006-06-23,0,5.9612,1.51,5.9784,0.43,7.1408,3.7662377605
2006-06-24,0,6.3789,14.28,4.6674,0,6.9971,3.6406017929
2006-06-25,11,4.8353,0.03,5.46,5.5,5.3418,4.3393230558
2006-06-26,0,6.2928,0,5.3456,16.98,5.4418,5.9294813
2006-06-27,0,6.4233,0,5.3187,0,6.5923,4.1259427198
2006-06-28,0,6.4056,0,5.7168,0,6.5551,3.6597232213
2006-06-29,0,6.5127,0,5.8645,0,6.6489,3.4362553538
2006-06-30,0,6.62,0,6.2003,0,7.2971,3.3221188039
2006-07-01,0,6.4334,0,6.1049,0,7.2929,3.2627201514
2006-07-02,0,6.1534,0,5.6593,0,6.8785,3.2301396879
2006-07-03,7.08,4.36,0,5.2214,0,6.848,3.4361327643
2006-07-04,11.89,3.7749,0,4.9801,0,6.6843,3.9400970239
2006-07-05,18.96,3.2575,8.75,3.8846,0,6.234,4.7092876123
2006-07-06,11.88,3.4581,17.13,3.5927,0,6.1279,5.4260393813
2006-07-07,0,4.991,10.63,3.6716,7.47,4.4634,5.9066004503
2006-07-08,0,5.5568,0,4.9984,0,6.1658,4.9858891211
2006-07-09,0,6.0146,0,5.2422,0,6.4969,4.3766774234
2006-07-10,0,5.6154,0,5.334,0,6.8258,3.9198623576
2006-07-11,7.1,4.085,0,5.614,0,7.0491,3.8518534099
2006-07-12,0,5.9603,0,5.5999,0,6.7879,3.8151095204
2006-07-13,0,5.9447,0,5.6831,0,6.5991,3.5819633708
2006-07-14,0,5.9817,0,5.6509,0,6.5845,3.4041778278
2006-07-15,0,6.23,0,5.6717,0,6.4393,3.3061043717
2006-07-16,0,6.4055,9.22,4.5587,0,6.0558,3.3568215616
2006-07-17,0,6.3876,0,5.8587,9.84,4.8397,4.0982242385
2006-07-18,0,6.4063,0,5.7967,0,6.5114,3.4951539453
2006-07-19,0,6.3967,0,5.7224,3.91,5.0356,3.649906757
2006-07-20,24.82,5.185,0,5.9806,1.52,6.3622,4.2368459204
2006-07-21,0,6.1996,0,5.7971,12.48,5.5746,5.7198207124
2006-07-22,0,5.7035,12.35,4.7741,0,6.6599,4.3616246672
2006-07-23,19.29,4.5062,28.51,4.1872,13.75,5.0121,6.5917567935
2006-07-24,0,5.632,17.68,3.2185,10.67,4.3927,7.8549061859
2006-07-25,0,5.3053,8.39,3.6236,11.15,4.3221,8.2580858743
2006-07-26,14.04,3.2834,0,4.808,0,5.8584,6.579249682
2006-07-27,29.61,2.502,0,5.1911,0,6.4508,6.781249824
2006-07-28,0,4.4263,0,5.134,0,6.8546,6.4026039509
2006-07-29,0,5.2956,0.37,5.114,0,6.4869,5.1528770083
2006-07-30,0,5.817,1.21,5.1851,4.12,4.6045,4.5057900203
2006-07-31,0,5.8953,16.84,4.2177,8.68,4.5175,4.8702372604
2006-08-01,4.36,4.51,8.66,3.9939,0,6.1528,4.7172815414
2006-08-02,0,5.8725,0,5.2918,0,5.7618,4.8319743316
2006-08-03,0,5.9257,0.26,5.2577,0.74,5.6039,4.5061158691
2006-08-04,0,5.9902,11.28,4.2352,8.01,4.8584,4.8697679547
2006-08-05,0,6.1916,0,5.362,0,6.1798,4.3363575911
2006-08-06,17.97,4.8816,15.22,4.3208,0,6.1178,4.9842454034
2006-08-07,0,5.5827,2.25,4.8623,0,6.3876,5.53910076
2006-08-08,0,5.8923,0,5.3067,13.24,5.0729,6.151312104
2006-08-09,0,5.9383,0,5.5326,11.03,4.9686,5.7991211757
2006-08-10,0,6.0482,26.8,4.2881,0,6.2579,4.8084938628
2006-08-11,0,5.4894,0,4.9562,0,6.1376,5.1594075606
2006-08-12,0,5.6832,0,5.0033,0,5.9508,4.9112368865
2006-08-13,0,5.632,0,5.2183,0,5.9449,4.4453235792
2006-08-14,0,5.967,0.06,5.1661,10.8,4.4862,4.8921869757
2006-08-15,0,6.2077,8.31,4.2466,22.65,4.593,7.2994659675
2006-08-16,0,6.3018,27.81,4.462,25.22,4.8627,9.9769603067
2006-08-17,14.19,4.8299,0,5.1356,0,5.8887,6.8137547945
2006-08-18,0,6.0146,0,5.1283,0,5.8458,6.0338189185
2006-08-19,0,5.6256,0,5.3211,0,6.2738,5.1497499548
2006-08-20,0,5.8637,0,5.3051,0,6.1689,4.4027730279
2006-08-21,0,5.8084,0,5.2235,0,6.3003,3.9199788684
2006-08-22,4.28,5.2976,10.68,3.8544,30.04,4.5902,8.0736220894
2006-08-23,12.67,4.074,25.5,3.7784,0,5.3478,5.9539053311
2006-08-24,0.62,4.9823,2.79,4.6641,15.15,4.2426,8.4472112491
2006-08-25,0,4.7271,14.19,3.9391,0,5.2996,6.5122418042
2006-08-26,0,4.9608,13.01,3.5962,7.34,3.9515,7.1147197095
2006-08-27,13.39,3.3203,0,4.4967,0,5.347,6.5359362295
2006-08-28,13.8,3.4847,0,4.7763,0,5.5411,6.4705807809
2006-08-29,0,4.7461,0,4.7506,0,5.611,5.789171591
2006-08-30,0,5.1217,0,4.8541,34.21,4.445,10.003241588
2006-08-31,0,4.99,7.13,4.1829,29.54,4.597,11.1781138593
2006-09-01,0,5.0648,0,4.7429,0,5.7023,5.3796800194
2006-09-02,0,4.9758,0,4.7298,0,5.6045,4.04942511
2006-09-03,0,4.8385,0,4.8417,0,5.767,3.7448839105
2006-09-04,0,4.9411,0,4.7547,0,5.6573,3.5712360708
2006-09-05,0,4.6769,0,4.6504,0,5.4739,3.4631814052
2006-09-06,0,4.1198,0,4.364,0,5.2413,3.3962256336
2006-09-07,0,4.577,0,4.5106,2.07,4.0361,3.4552308253
2006-09-08,0,4.8334,0,4.6505,3.24,4.2034,3.514579102
2006-09-09,0,5.0145,0,4.3735,0,4.8113,3.32564752
2006-09-10,0,4.5791,5.87,3.0259,0,4.3922,3.3887382337
2006-09-11,9.44,3.2858,14.96,3.1919,0,4.5342,4.0419786818
2006-09-12,0,4.1136,14.82,3.2455,10.7,3.2384,5.6818642435
2006-09-13,0,4.3383,24.68,2.8805,14.85,3.0054,7.6215289921
2006-09-14,0,4.483,2.4,3.9379,0,4.9799,6.4484656772
2006-09-15,0,4.6594,0,4.3898,0,5.2126,5.7767346748
2006-09-16,0,4.6739,0,4.4484,0,5.2547,5.0190015397
2006-09-17,5.63,3.4834,0,4.3768,0,5.2795,4.5649669494
2006-09-18,24,3.0534,15.89,3.149,0,5.2413,5.3705652094
2006-09-19,7.98,3.0722,14.44,2.897,14.67,3.5043,7.9758767613
2006-09-20,0,4.2221,0,3.9832,2.23,4.2855,6.8757082685
2006-09-21,0,4.0257,0,3.8971,0,4.6216,5.6347687046
2006-09-22,9.92,3.2099,0,3.978,0,4.6814,5.0430821847
2006-09-23,3.52,3.2742,8.73,2.8772,7.5,3.6676,5.5761052692
2006-09-24,19.13,3.2823,9.6,2.6347,0,4.3802,5.6631116757
2006-09-25,0,3.7127,2.91,3.0585,0.76,4.4308,5.9726562271
2006-09-26,0,3.6964,0,3.58,0,4.3749,5.2541839083
2006-09-27,0,3.8326,0,3.6441,0,4.3204,4.5271933455
2006-09-28,0,3.8563,0,3.72,0,4.3508,4.019682303
2006-09-29,0,3.7544,0,3.5622,0,4.3478,3.7119162846
2006-09-30,0,3.606,0,3.4711,0,3.9751,3.5358404705
2006-10-01,0,3.8724,0,3.596,0,4.2233,3.4372510279
2006-10-02,0,3.8794,0,3.6009,0,4.4196,3.3818156814
2006-10-03,0,3.7836,0,3.5697,0,4.341,3.3496425535
2006-10-04,0,3.7476,0,3.631,0.71,4.1987,3.3554818594
2006-10-05,0,3.7163,0,3.5245,0,4.2063,3.3169587095
2006-10-06,0,3.6769,0,3.4532,0,4.1297,3.3064956504
2006-10-07,0,3.3168,0,3.0992,0,3.7081,3.2977457408
2006-10-08,0,3.2705,0,3.0921,0,3.5356,3.2899298774
2006-10-09,0,3.292,0,3.0833,0,3.4365,3.2826672369
2006-10-10,0,3.1847,0,3.0043,0,3.3185,3.2757709639
2006-10-11,3.55,2.4032,0,2.9945,0,3.5344,3.382261199
2006-10-12,0,2.9096,0,3.0381,0,3.5432,3.4452507506
2006-10-13,3,2.1754,4.67,2.2066,0,3.322,3.5267460663
2006-10-14,0,2.7191,0,2.5748,0,2.8185,3.5969203929
2006-10-15,0,2.8384,0,2.6385,0,3.0426,3.5016337777
2006-10-16,75.94,1.9996,19.61,2.1063,0,3.0223,6.1375117075
2006-10-17,161.62,1.7623,53.34,1.7782,24.52,1.855,17.4773674144
2006-10-18,0,2.8712,0,2.5507,47.54,2.1769,29.0989104517
2006-10-19,90.79,2.1603,0,2.6174,0,3.1388,19.8994549384
2006-10-20,9.34,1.941,3.99,2.0124,0,3.1414,17.3817457443
2006-10-21,0,2.1863,0,2.2279,0,2.5678,14.8589662691
2006-10-22,6.56,1.8051,15.81,1.9615,15.83,2.3311,15.1799554546
2006-10-23,0,2.1037,0,2.1182,0,2.6216,10.8564079909
2006-10-24,0,2.1482,0,1.9553,0,2.1461,7.9904490952
2006-10-25,9.74,1.8698,0,2.0732,0,2.3483,6.2147481264
2006-10-26,35.53,1.4059,15.02,1.3924,3.95,1.7538,7.1463315863
2006-10-27,24.79,1.4808,51.6,1.5719,15.53,1.5796,12.4635055913
2006-10-28,0,2.0706,27.99,1.6385,14.7,2.0784,16.2016630559
2006-10-29,0,2.1313,0,1.9676,0,2.2138,13.290012575
2006-10-30,0,2.255,0,2.0488,0,2.3264,10.521705886
2006-10-31,0,2.225,0,2.1277,0,2.4142,8.0772170061
2006-11-01,0,2.1789,0,2.178,0,2.4864,6.2199380712
2006-11-02,0,1.9545,0.48,2.0917,0,2.4078,5.0227093334
2006-11-03,0,1.5871,0,1.5949,0,1.8589,4.3242093913
2006-11-04,0,1.7041,0,1.6086,0,1.864,3.9179065337
2006-11-05,0,1.8543,0,1.7163,0,1.9608,3.6877642434
2006-11-06,15.96,1.5941,0,1.7863,0,2.0489,4.0688056568
2006-11-07,19.39,1.2073,29.68,1.3322,21.06,1.7352,8.962153841
2006-11-08,0,1.8584,0,1.7324,0.48,2.0177,8.1377734448
2006-11-09,0,2.0626,0,1.7985,0,2.0462,6.9518697178
2006-11-10,0,2.1229,0,1.9345,0,2.1881,5.7261004441
2006-11-11,7.99,1.6764,0,1.8241,0,2.1739,5.053163656
2006-11-12,0,1.4846,0,1.4987,0,1.9571,4.6120380908
2006-11-13,0,1.5543,0,1.4645,0,1.728,4.1082081722
2006-11-14,0,1.6864,0,1.4792,0,1.7414,3.7711695774
2006-11-15,6.22,1.5066,67,1.3671,42.61,1.591,14.4488550891
2006-11-16,0,1.5436,25.09,1.27,70.5,1.5434,30.4393311443
2006-11-17,0,1.32,0,1.2255,0,1.3647,16.7799429823
2006-11-18,0,1.3919,0,1.3082,0,1.47,11.1051901237
2006-11-19,0,1.4396,0,1.302,0,1.5513,8.4713578413
2006-11-20,0,1.2399,0,1.1228,0,1.291,6.4977737959
2006-11-21,0,1.1859,0,1.0834,0,1.2254,5.1995828052
2006-11-22,0,1.2488,0,1.1863,0,1.2985,4.4164316065
2006-11-23,0,1.3351,0,1.2492,0,1.4863,3.969569006
2006-11-24,0,1.4303,0,1.2639,0,1.518,3.7237581565
2006-11-25,0,1.3973,0,1.3196,0,1.5736,3.5915424488
2006-11-26,0,1.4405,0,1.3529,0,1.5947,3.5210282094
2006-11-27,0,1.5203,0,1.3498,0,1.5598,3.4830669139
2006-11-28,3.58,1.3061,0,1.3979,0,1.66,3.5759674559
2006-11-29,3.96,1.2715,0,1.4244,0,1.6834,3.7594587157
2006-11-30,3.12,1.2705,6.12,1.2067,0,1.5759,4.0862250767
2006-12-01,0,1.1706,10.02,1.094,6,1.4892,5.2111330304
2006-12-02,0,0.9598,0,0.9601,0,1.2394,5.0307663717
2006-12-03,0,0.9323,0,1.0306,0,1.2966,4.7447665634
2006-12-04,0,0.9221,0,0.9562,0,1.3193,4.3290987341
2006-12-05,0,0.8948,0,0.879,0,1.0397,3.9850297372
2006-12-06,0,0.9918,0,0.9644,0,1.1417,3.7501597883
2006-12-07,0,1.0585,0,1.0611,0,1.2842,3.60470791
2006-12-08,0,0.9068,0,0.8802,0,1.0748,3.5194298112
2006-12-09,0,0.7802,0,0.7968,0,0.9208,3.4708031134
2006-12-10,0,0.911,0,0.9116,0,1.0749,3.443183053
2006-12-11,0,1.2146,0,1.1105,0,1.2581,3.4271062754
2006-12-12,36,1.2165,0,1.2394,0,1.4857,4.564220998
2006-12-13,0,1.2594,16.32,1.0508,3.64,1.3163,6.0586837827
2006-12-14,0,1.2541,0,1.1743,0,1.4363,5.8877143789
2006-12-15,0,1.2176,0,1.0892,0,1.3966,5.2243563982
2006-12-16,0,1.235,0,1.1478,0,1.3527,4.5619013076
2006-12-17,0,1.3654,0,1.2143,0,1.3681,4.0874379785
2006-12-18,0,1.2359,0,1.2537,0,1.4339,3.7875633703
2006-12-19,0,1.2376,0,1.1507,0,1.5222,3.6106426629
2006-12-20,0,1.0385,0,1.3088,0,1.5352,3.5102502895
2006-12-21,26.95,0.9921,22.43,1.0259,0,1.4269,5.0794444109
2006-12-22,23.77,1.022,86.31,0.8444,34.03,1.1762,16.698124664
2006-12-23,0,1.0966,0,1.0939,2.92,1.1899,18.2850410988
2006-12-24,0,1.0421,0,1.0678,0,1.3545,15.2313951392
2006-12-25,15.2,0.7441,13.94,0.9704,13.61,1.1178,15.215538187
2006-12-26,1.88,0.8566,0,0.8967,0,1.2791,11.3349652657
2006-12-27,0,0.9634,0,0.8671,0,0.9959,8.5432607304
2006-12-28,0,1.0526,0,1.0021,0,1.1177,6.4972829004
2006-12-29,0,1.3234,0,1.1957,0,1.3017,5.1729292092
2006-12-30,91.82,1.1257,0,1.2861,0,1.5368,7.3182176757
2006-12-31,10.58,1.1038,77.66,1.0719,18.39,1.2381,16.5189784233
2007-01-01,0,1.1982,0,1.1998,19.54,1.3659,21.9524489065
2007-01-02,0,1.0309,0,0.9977,0,1.2643,15.9818418698
2007-01-03,0,1.0578,0,1.042,0,1.2109,11.9601089911
2007-01-04,10.58,1.0152,0,1.1761,0,1.3137,9.4054372096
2007-01-05,50.58,1.0988,45,1.2265,13.84,1.39,14.1568688412
2007-01-06,0,1.4467,0,1.4226,21.96,1.4306,19.6043218779
2007-01-07,13.05,1.2303,0,1.4974,10.09,1.3988,15.8120355168
2007-01-08,0,1.2256,22.85,1.2254,27.76,1.4598,18.3317035633
2007-01-09,0,1.1961,0,1.1877,0,1.336,12.0372887917
2007-01-10,0,1.2824,0,1.1546,0,1.3492,8.7516131099
2007-01-11,0,1.2794,0,1.173,0,1.2929,6.8384875504
2007-01-12,0,1.5127,0,1.3402,0,1.5083,5.4808081934
2007-01-13,4.6,1.1627,0,1.5151,0,1.75,4.7666289657
2007-01-14,0,1.4976,0,1.5696,0,1.8235,4.3491716153
2007-01-15,17.13,1.4167,0,1.5975,0,1.9202,4.5233251895
2007-01-16,10.41,0.9508,8.05,1.2053,3.36,1.57,5.7428972597
2007-01-17,5.01,0.6247,1.95,0.7742,2.53,1.0589,6.2406955204
2007-01-18,2.52,0.6708,2.42,0.88,0,1.2533,5.7895183221
2007-01-19,9.06,0.8144,6.4,0.8411,4.75,0.9748,6.488992941
2007-01-20,0.18,0.9694,0,1.0014,0,1.3064,5.9260268474
2007-01-21,26.27,1.0463,0,1.4166,0,1.5445,6.0395885935
2007-01-22,0,1.476,24.25,1.1897,30.94,1.4909,13.187096261
2007-01-23,0,1.1973,2.36,1.0514,12.61,1.1565,12.2785144703
2007-01-24,2,1.0322,1.68,0.8675,1.76,1.0222,8.6004702035
2007-01-25,0,1.2614,0,1.1634,0,1.1181,6.5974739783
2007-01-26,0,1.4633,0,1.3531,0,1.5726,5.4281351788
2007-01-27,6.62,1.3189,0,1.3919,0,1.5936,4.8438843614
2007-01-28,20.12,1.1822,11.02,1.15,9.81,1.3279,7.3686627384
2007-01-29,0,1.2844,0,1.2061,0,1.4853,6.6892112549
2007-01-30,0,1.3468,0,1.2612,0,1.4367,5.6945335454
2007-01-31,0.09,1.35,2.7,1.1848,0,1.6089,4.9595636129
2007-02-01,14.37,0.9915,16.17,1.1318,16.98,1.5056,8.8584384697
2007-02-02,5.84,0.8985,3,0.9786,25.91,1.5133,13.7749320698
2007-02-03,0,1.2406,0,1.2561,0,1.463,8.52987988
2007-02-04,0,1.4805,0,1.3668,0,1.4998,5.901590224
2007-02-05,0,1.6987,0,1.5476,0,1.7627,4.8945555469
2007-02-06,0,1.8098,0,1.6202,0,1.7856,4.2761214694
2007-02-07,0,2.0214,0,1.8025,0,1.9848,3.9115271434
2007-02-08,0,2.1263,0,2.013,0,2.2704,3.704923508
2007-02-09,0,1.5361,0.93,1.964,0,2.3631,3.627884022
2007-02-10,0,1.1658,0,1.6933,0,1.968,3.6132888583
2007-02-11,0,1.6671,0,1.6798,0,1.8976,3.5744133874
2007-02-12,0,1.9151,0,1.8736,0,2.1359,3.5313317451
2007-02-13,34.74,1.8489,29.7,1.825,0,2.488,5.8483088076
