"Date","P","E","MVII_Q_sim"
2006-04-21,0,1.72232,0.544297884846458
2006-04-22,0,2.055787,0.420552233741111
2006-04-23,0,1.906578,0.330576205263049
2006-04-24,0,1.664318,0.262521505129465
2006-04-25,0,2.614495,0.209907394583272
2006-04-26,1,2.489932,0.219589893473183
2006-04-27,0.52,2.279525,0.216639456633237
2006-04-28,0,2.066842,0.179644148891482
2006-04-29,0,1.879394,0.143329924268491
2006-04-30,0,1.488974,0.115254410564942
2006-05-01,6.57,1.242226,0.453178165456602
2006-05-02,3.03,1.63297,0.711267570577336
2006-05-03,0,2.279322,0.571424310737839
2006-05-04,0,2.74471,0.399143742104739
2006-05-05,0,3.133681,0.297298084494743
2006-05-06,3.03,2.780145,0.403583388472109
2006-05-07,0.03,2.960251,0.375052096133555
2006-05-08,0,2.775521,0.279218186106099
2006-05-09,12.56,2.514195,1.01240526089859
2006-05-10,0.38,2.528348,1.15876445703266
2006-05-11,0.03,2.437027,0.72559111214394
2006-05-12,0,2.765869,0.510377361396937
2006-05-13,1.85,2.838433,0.492715915047896
2006-05-14,17.67,2.514401,1.64017461445003
2006-05-15,0,2.326371,1.75661813733291
2006-05-16,0,2.655017,1.01496183293483
2006-05-17,5.11,2.925123,1.04936900568007
2006-05-18,1.28,2.969827,0.992978273561627
2006-05-19,0.96,3.010565,0.792973978840322
2006-05-20,2.01,2.310091,0.731380749434939
2006-05-21,20.61,2.148815,2.08451878255975
2006-05-22,2.74,2.531541,2.39862569528877
2006-05-23,6.28,2.563149,1.92499309379902
2006-05-24,2.8,2.043834,1.67709357554626
2006-05-25,2.29,1.911688,1.36772597823606
2006-05-26,8.75,2.128356,1.65863081825993
2006-05-27,14.14,2.629082,2.55935853356493
2006-05-28,2.17,2.9359,2.32533115643206
2006-05-29,1.87,2.826622,1.61967456461522
2006-05-30,10.33,2.018782,1.93750565309716
2006-05-31,3.09,1.813142,1.94135457739074
2006-06-01,1.5,1.825399,1.4683702924802
2006-06-02,2.16,1.812284,1.21763571884189
2006-06-03,0,2.259227,0.94438387219124
2006-06-04,0,2.48771,0.701116705401161
2006-06-05,0,2.742347,0.540384886519397
2006-06-06,0.29,2.678804,0.440525947613548
2006-06-07,0,2.430686,0.353508963143271
2006-06-08,0,2.713694,0.281261236659216
2006-06-09,0,3.084712,0.225104537585037
2006-06-10,0,3.324333,0.180964910385499
2006-06-11,0,3.659721,0.146020705498911
2006-06-12,0,3.942612,0.118219387205855
2006-06-13,0,3.961734,0.0960207378523863
2006-06-14,0,4.422082,0.0782455561232689
2006-06-15,0.36,4.404413,0.0808635790645211
2006-06-16,6.6,3.662155,0.423689979092247
2006-06-17,0,3.213944,0.489233054526652
2006-06-18,0,3.410493,0.342596392769221
2006-06-19,0,3.942181,0.255187582691584
2006-06-20,0.54,3.871599,0.226600055341802
2006-06-21,0,3.72498,0.185868757842087
2006-06-22,0,3.518181,0.146149206089259
2006-06-23,0.48,2.880505,0.141379898338676
2006-06-24,0,3.093686,0.119371295950714
2006-06-25,0,3.727085,0.0957533777068936
2006-06-26,8.5,3.789807,0.560897346622862
2006-06-27,1.1,3.535503,0.734302710285763
2006-06-28,0,3.477216,0.515076301583463
2006-06-29,0,3.872422,0.365601724607935
2006-06-30,0.22,3.829599,0.28712331095648
2006-07-01,0,4.328485,0.225416830130859
2006-07-02,0,4.433869,0.176668719836992
2006-07-03,0,4.329465,0.140333142177755
2006-07-04,0,4.457209,0.112546269802793
2006-07-05,0,4.797611,0.0909438973469666
2006-07-06,0.53,4.549896,0.0999096165203518
2006-07-07,0,4.048904,0.0866211922958591
2006-07-08,0.11,3.95075,0.0757908876082228
2006-07-09,0.15,3.992552,0.0701934591651022
2006-07-10,0,3.74398,0.0588302821702261
2006-07-11,0,4.167972,0.0484055297193905
2006-07-12,0,4.747865,0.0400770315994077
2006-07-13,0,4.813864,0.0333877072337996
2006-07-14,39.93,4.265984,2.76920350969107
2006-07-15,0,4.356479,3.48195540955605
2006-07-16,0,4.018706,1.67690855424795
2006-07-17,0,4.285995,1.11730521369696
2006-07-18,0,4.391714,0.825950683820281
2006-07-19,0,4.628929,0.635844021842305
2006-07-20,0,4.96938,0.498889147560442
2006-07-21,0,5.001661,0.395511830970528
2006-07-22,0,5.331844,0.315580119642148
2006-07-23,2.51,4.568414,0.38468896823775
2006-07-24,0.1,4.465701,0.353003290676665
2006-07-25,0,4.750831,0.276502786945253
2006-07-26,0,5.349794,0.218186396254545
2006-07-27,0,5.65498,0.173886656509527
2006-07-28,0.03,4.900592,0.141077242329947
2006-07-29,0.55,3.810304,0.141379337382845
2006-07-30,0,3.927917,0.120035400396068
2006-07-31,0.68,3.800787,0.130642255102239
2006-08-01,0.81,3.653794,0.15417562114665
2006-08-02,4.81,3.003323,0.399896899270706
2006-08-03,10.41,2.675501,1.10779416949039
2006-08-04,0.33,2.578596,1.10348019271776
2006-08-05,18.72,2.739754,2.05573050074184
2006-08-06,1.75,3.501988,2.14840271372803
2006-08-07,0.03,3.528031,1.29517048482627
2006-08-08,0,3.567246,0.886377963806112
2006-08-09,0,3.291851,0.659504052555182
2006-08-10,0.62,2.788448,0.544317086343416
2006-08-11,1.96,2.521464,0.549369276786472
2006-08-12,10.29,2.316128,1.12948531813704
2006-08-13,2.22,2.329921,1.28702158200775
2006-08-14,0,2.424958,0.898134931279218
2006-08-15,3.32,2.519591,0.844420788828084
2006-08-16,4.86,2.672488,1.02905127612609
2006-08-17,0.52,2.662792,0.899111347310967
2006-08-18,4.93,3.122262,0.96603415366222
2006-08-19,4.55,3.004925,1.14479171241524
2006-08-20,2.29,2.870884,1.07715940405248
2006-08-21,2.98,2.601081,1.00398343670834
2006-08-22,4.1,2.593484,1.0677154608749
2006-08-23,0,2.549566,0.863530638941718
2006-08-24,0,2.728572,0.609740596480621
2006-08-25,19.03,2.385486,1.7578223477939
2006-08-26,10.92,2.386554,2.77315220536659
2006-08-27,0.5,2.413896,2.02811004687021
2006-08-28,1.12,2.515089,1.33809129990091
2006-08-29,11.05,2.100826,1.7600520841092
2006-08-30,4.72,1.925744,1.96191560353773
2006-08-31,0,2.002639,1.41364643487677
2006-09-01,0,2.103298,0.969625848395994
2006-09-02,0,2.585042,0.723612715594057
2006-09-03,0,2.825362,0.559195615018776
2006-09-04,2.85,3.081168,0.603304799534172
2006-09-05,0,3.064568,0.530025317785165
2006-09-06,0,2.807721,0.40519491203823
2006-09-07,0,3.035901,0.316634832126434
2006-09-08,0,2.618402,0.250597354250084
2006-09-09,0,2.175367,0.199984004907422
2006-09-10,0,2.246124,0.160557126163682
2006-09-11,0,2.530095,0.129526991156704
2006-09-12,0,2.718208,0.104935308489445
2006-09-13,0,2.874105,0.0853487490819711
2006-09-14,0,2.895916,0.0696890644416312
2006-09-15,0,2.747738,0.0571301561947541
2006-09-16,0,2.73487,0.0470311686056485
2006-09-17,0,2.40794,0.0388905952962321
2006-09-18,0,2.678368,0.0323135134550901
2006-09-19,1.43,2.399691,0.0929601235479234
2006-09-20,0,2.083848,0.089230528459343
2006-09-21,0.1,2.081233,0.077366217676949
2006-09-22,0,2.278032,0.0640899370074174
2006-09-23,0,2.649146,0.0526023563724146
2006-09-24,0,2.621812,0.0434386077178971
2006-09-25,0.7,2.68054,0.0689709506628395
2006-09-26,0.71,2.27936,0.0974364727984675
2006-09-27,0.19,2.122584,0.0961110057052922
2006-09-28,0,1.876615,0.0797571553435209
2006-09-29,0,1.930407,0.0648646629058308
2006-09-30,0,2.025467,0.0531518590139427
2006-10-01,14.33,1.997627,0.876611916773472
2006-10-02,5.45,2.178683,1.49932215929237
2006-10-03,0.88,1.950745,1.143936625904
2006-10-04,17.49,1.766855,2.03652094801827
2006-10-05,0.27,1.603188,1.98787861967651
2006-10-06,0.8,1.547164,1.22797057093288
2006-10-07,11.91,1.874038,1.71875888013273
2006-10-08,2.73,1.649406,1.79970036276232
2006-10-09,0,1.301947,1.22898174186422
2006-10-10,0,1.510334,0.859061844817451
2006-10-11,0.76,1.916001,0.691519014560976
2006-10-12,0,1.654135,0.548495502167904
2006-10-13,0.04,1.797016,0.429459761548032
2006-10-14,0,2.025724,0.339641054932331
2006-10-15,0,1.731451,0.270305745600161
2006-10-16,0,1.520572,0.216402029438213
2006-10-17,0,1.403569,0.174028881860783
2006-10-18,0,1.310002,0.140480441614746
2006-10-19,0,1.485701,0.113787173941701
2006-10-20,2.51,1.616091,0.216944034076112
2006-10-21,4.67,1.776714,0.484767313759002
2006-10-22,1.89,1.745203,0.60047395255514
2006-10-23,3.34,1.81631,0.689634753748746
2006-10-24,20.27,1.930539,2.06734701034696
2006-10-25,17.22,1.529007,3.53143581230439
2006-10-26,0,1.412991,2.62120868752439
2006-10-27,0,1.708703,1.49703407463895
2006-10-28,0,1.780439,1.05342397057502
2006-10-29,0.09,1.708365,0.800878515546778
2006-10-30,0.48,1.634229,0.652084894572815
2006-10-31,0,1.140033,0.521025456487541
2006-11-01,1.2,1.082988,0.478422243485487
2006-11-02,1.82,0.964431,0.504616317828547
2006-11-03,0.79,0.7605854,0.476633096039831
2006-11-04,0,0.8545902,0.381342987615775
2006-11-05,0,0.9481588,0.295342108023387
2006-11-06,0,0.9193982,0.232552553390513
2006-11-07,0,0.9116619,0.185049154533332
2006-11-08,0,0.8268558,0.148350597849695
2006-11-09,0.03,0.9273551,0.121115450264868
2006-11-10,1.1,1.114316,0.153346623777328
2006-11-11,0.03,0.7095165,0.13882318384778
2006-11-12,4.32,0.8355081,0.348338989550517
2006-11-13,1.85,0.9514834,0.481895940888491
2006-11-14,3.29,1.053415,0.606189099518528
2006-11-15,3.65,1.315407,0.767156850332561
2006-11-16,0,1.285559,0.632807606306249
2006-11-17,0.51,1.270585,0.470097027002659
2006-11-18,8.25,1.187549,0.898882906154682
2006-11-19,0.66,0.9402765,0.945345131570461
2006-11-20,16.94,0.9359483,1.88819291746055
2006-11-21,17.59,0.881795,3.35298668536727
2006-11-22,8.55,0.9763085,3.32617035938014
2006-11-23,1.98,0.8075814,2.35272169647146
2006-11-24,25.38,1.083009,3.60954246098438
2006-11-25,5.27,1.135842,3.84039793219264
2006-11-26,4.58,1.407379,2.71458019559093
2006-11-27,0.34,1.056545,1.95970829098466
2006-11-28,0,0.9674931,1.3821844913482
2006-11-29,0.38,1.02429,1.06524671516977
2006-11-30,0.03,0.9460962,0.836435152730777
2006-12-01,0.24,0.7327512,0.671245797793596
2006-12-02,0,0.8916934,0.535740125831792
2006-12-03,0.1,0.8705289,0.431674008836479
2006-12-04,13.13,1.051893,1.1914084245305
2006-12-05,16.38,1.016901,2.71364891590863
2006-12-06,4.6,1.272633,2.68934918324438
2006-12-07,2.19,0.9761119,1.86282667377235
2006-12-08,10.81,0.8848088,2.13161297971141
2006-12-09,13.83,0.9940333,3.01690632835943
2006-12-10,2.41,0.7947422,2.61610796702151
2006-12-11,0,0.6095968,1.64962899926279
2006-12-12,3.54,0.7145317,1.39712566269122
2006-12-13,2.2,0.7840955,1.29744272153206
2006-12-14,0.15,0.779254,1.01306377941323
2006-12-15,0,0.8028575,0.750478005104941
2006-12-16,0,0.5791272,0.575357977176975
2006-12-17,3.97,0.706076,0.696626644623163
2006-12-18,0,0.6121042,0.643950780697439
2006-12-19,0.22,0.6152815,0.487977728960664
2006-12-20,0,0.632099,0.377954422301682
2006-12-21,0,0.5945614,0.294389799390631
2006-12-22,0,0.7432586,0.232580119610725
2006-12-23,0,0.6758961,0.185451503346836
2006-12-24,0,0.6088232,0.148862877030054
2006-12-25,0,0.6640194,0.12013036484214
2006-12-26,0,0.5150117,0.0973922564588337
2006-12-27,0,0.5376472,0.0792979146091155
2006-12-28,0,0.5005325,0.064837913263476
2006-12-29,0.03,0.5033704,0.0546708246063984
2006-12-30,0,0.5271747,0.0453137634329717
2006-12-31,19.35,0.668015,1.30726584829401
2007-01-01,10,0.9901223,2.61645985623929
2007-01-02,13.94,0.8833843,3.05779763008636
2007-01-03,5.28,0.7147818,2.80743354015315
2007-01-04,0.43,0.7655866,1.84096709234369
2007-01-05,3.81,0.8574706,1.49734038216304
2007-01-06,2.04,0.8818367,1.34755750206395
2007-01-07,10.9,1.043456,1.8741491230603
2007-01-08,0,0.9019123,1.71695320344907
2007-01-09,11.59,0.9696581,2.00577195451114
2007-01-10,2.4,1.184793,2.03253908123627
2007-01-11,3.14,1.032169,1.58662122121809
2007-01-12,5.24,0.8568484,1.60120224194431
2007-01-13,0.17,0.9369128,1.29923074055981
2007-01-14,0.44,1.086821,0.921484708738566
2007-01-15,0.56,0.8524475,0.730416880888142
2007-01-16,0,0.5613311,0.569204103944988
2007-01-17,0.07,0.7308876,0.444070252375166
2007-01-18,17.2,1.040246,1.60603755403528
2007-01-19,41.8,1.22803,5.89335109349153
2007-01-20,6.31,1.233655,5.99321388181138
2007-01-21,3.89,1.134227,3.3699816408781
2007-01-22,3.07,0.8719943,2.49152873400976
2007-01-23,0,0.7245337,1.81212637843384
2007-01-24,0.04,0.5394815,1.30735838746515
2007-01-25,0,0.536026,0.999219918314308
2007-01-26,0,0.4866848,0.781081332856131
2007-01-27,0.05,0.4556527,0.620819330347666
2007-01-28,0.6,0.6817537,0.529856773882922
2007-01-29,0.06,0.7300378,0.437189174557239
2007-01-30,0.43,0.8509507,0.373697225675403
2007-01-31,0,0.9172454,0.305831782776206
2007-02-01,0,0.8697195,0.244310006005314
2007-02-02,0,0.9545065,0.196113981511845
2007-02-03,0.03,1.060443,0.159596321392404
2007-02-04,0,0.8533794,0.129399159431691
2007-02-05,0,0.7802819,0.104947401990384
2007-02-06,0.33,0.6552955,0.10177785166514
2007-02-07,4.15,0.6837842,0.32059151541725
2007-02-08,1.45,0.6847117,0.464859089987511
2007-02-09,14.03,0.7375471,1.48670276179847
2007-02-10,0.84,0.8752164,1.68598299086991
2007-02-11,3.53,0.9397408,1.24299590530118
2007-02-12,14.81,1.077894,2.22778954357254
2007-02-13,14,1.083452,3.42303127041933
2007-02-14,2.96,1.002059,2.8270760537479
2007-02-15,14.92,0.9533609,3.05759719130276
2007-02-16,0,1.003201,2.61408301764674
2007-02-17,0,0.856263,1.50822192428016
2007-02-18,0,0.8881834,1.06540412861167
2007-02-19,0,0.9038812,0.805781262778466
2007-02-20,0,0.9381504,0.626943875877695
2007-02-21,0,0.9226408,0.49467834115036
2007-02-22,1.18,0.8813277,0.463059373543736
2007-02-23,0,1.099098,0.393266159691479
2007-02-24,1.7,1.224402,0.413634247894361
2007-02-25,10.63,1.228775,1.16843514052269
2007-02-26,14.7,1.117206,2.64900069398139
2007-02-27,4.83,1.088919,2.7075982966151
2007-02-28,4.38,1.058435,2.06450970870004
2007-03-01,11.6,1.29858,2.51099396106042
2007-03-02,21.1,1.217096,4.20019109651522
2007-03-03,2.25,1.059463,3.70817078337156
2007-03-04,10.66,1.1775,3.03842479323739
2007-03-05,0,1.132171,2.43384038638111
2007-03-06,3.15,1.288491,1.77222971734441
2007-03-07,13.12,1.25329,2.55693362218631
2007-03-08,6.91,1.190425,3.01804533494575
2007-03-09,0,1.075671,2.08738828599589
2007-03-10,3.84,0.9890859,1.64035839949067
2007-03-11,0,1.10021,1.31426614629634
2007-03-12,0,1.122617,0.927073554761213
2007-03-13,0,1.163444,0.699684215064689
2007-03-14,0,1.222282,0.543602122990408
2007-03-15,0,1.334261,0.428579449116359
2007-03-16,0,1.247331,0.340788474946959
2007-03-17,0,1.187288,0.272503274307126
2007-03-18,0.26,1.302366,0.233025419992116
2007-03-19,9.03,1.262067,0.807842719346661
2007-03-20,2.67,0.9292095,1.22440495013193
2007-03-21,2.65,0.9419255,1.07949784532158
2007-03-22,2.95,0.9950124,1.05009211071201
2007-03-23,3.41,0.9648929,1.0986433216126
2007-03-24,1.67,1.007223,1.00386583089801
2007-03-25,0.7,1.132908,0.782229121424317
2007-03-26,0.42,1.37928,0.597793395909109
2007-03-27,0,1.620343,0.447887468532432
2007-03-28,0,1.48899,0.337355212465306
2007-03-29,0.59,1.497669,0.298354504544686
2007-03-30,2.19,1.519264,0.391101547658136
2007-03-31,1.49,1.430789,0.472449869130437
2007-04-01,4.1,1.46369,0.705460872553789
2007-04-02,0,1.787156,0.652596341270078
2007-04-03,0,1.808416,0.430992136639237
2007-04-04,0.17,1.409192,0.32365041010108
2007-04-05,0,1.420167,0.249266433076209
2007-04-06,0,1.52033,0.192841508909026
2007-04-07,0,1.795482,0.151913450455551
2007-04-08,0,1.578328,0.121145995573493
2007-04-09,0,1.574736,0.0974943251012097
2007-04-10,0,1.7514,0.0790424725380488
2007-04-11,0,1.757233,0.0644981733169287
2007-04-12,0,1.876821,0.0529464012253536
2007-04-13,0,2.341811,0.0437168300376635
2007-04-14,0,2.551093,0.036306492806377
2007-04-15,0,2.840632,0.0303314946963817
2007-04-16,0,2.793692,0.0254951678857678
2007-04-17,0,2.670284,0.0215661374623187
2007-04-18,0.11,2.251117,0.0235517420463927
2007-04-19,0.13,1.719758,0.02703487302444
2007-04-20,0,1.770438,0.0239173074489799
2007-04-21,0.04,1.881214,0.0221866745716531
2007-04-22,0.03,1.832928,0.0206090802743539
2007-04-23,0,2.150896,0.0178181597393306
2007-04-24,0,2.509893,0.0153038751179194
2007-04-25,0.07,3.020765,0.0164777010978099
2007-04-26,0,3.271975,0.0146648217981352
2007-04-27,0.06,2.898417,0.0154606263144447
2007-04-28,0.13,2.844012,0.019745441451983
2007-04-29,0.27,2.757627,0.0304504178499364
2007-04-30,0.03,2.695275,0.029279852902151
2007-05-01,0.12,2.543535,0.0306435848433063
2007-05-02,0.38,2.52194,0.045276654611199
2007-05-03,0.42,2.378257,0.0628751535382348
2007-05-04,0.04,2.31667,0.059074736496141
2007-05-05,2.18,2.334802,0.168604698433223
2007-05-06,0,2.98098,0.182368443841348
2007-05-07,0.03,2.799354,0.14045558880621
2007-05-08,13.9,2.359743,1.1361580151032
2007-05-09,1.7,2.432111,1.59773104148793
2007-05-10,16.27,2.296554,2.41293629290618
2007-05-11,0,2.832992,2.27439970296377
2007-05-12,1.85,2.430684,1.34870613352236
2007-05-13,7.03,2.432104,1.56350825299729
2007-05-14,12.83,2.564849,2.54867909713796
2007-05-15,2.6,2.491665,2.42800781815742
2007-05-16,3.76,2.153939,1.8173661011373
2007-05-17,16.22,2.091313,2.83945898274282
2007-05-18,6.62,2.256397,3.26381566330934
2007-05-19,0.03,2.471938,2.10612586262113
2007-05-20,1.88,2.900028,1.46270096414532
2007-05-21,4.18,3.202664,1.45531494094671
2007-05-22,0,3.571619,1.20096059748382
2007-05-23,0,3.647683,0.838705083719029
2007-05-24,0,3.439071,0.629547500307072
2007-05-25,0,3.89349,0.487632495054215
2007-05-26,1.06,4.039923,0.449539586820708
2007-05-27,6.98,3.436336,0.885087942120087
2007-05-28,5.02,2.637963,1.37074769193162
2007-05-29,1.49,2.297534,1.20925732007814
2007-05-30,0.6,2.112245,0.867474187647434
2007-05-31,1.34,2.319103,0.717311320233498
2007-06-01,1.79,2.886993,0.696510204876682
2007-06-02,20.56,2.596715,2.37637914803849
2007-06-03,0,3.345914,2.60170137518143
2007-06-04,0,3.388029,1.29285144491094
2007-06-05,0,3.557964,0.857931906742499
2007-06-06,0,3.826997,0.63017882241055
2007-06-07,0,4.307184,0.482961681984237
2007-06-08,3.94,4.445396,0.641469797839695
2007-06-09,29.31,4.069629,3.32996378988436
2007-06-10,10.6,4.046522,4.79752166804119
2007-06-11,0.26,3.653285,2.81208011026252
2007-06-12,0,3.829153,1.5891200563139
2007-06-13,0,3.68477,1.10819709542553
2007-06-14,0.07,3.548856,0.83904161214942
2007-06-15,4.72,3.792321,0.990196441133138
2007-06-16,1.56,3.390762,1.05433265205819
2007-06-17,2.44,2.987031,0.990097378315102
2007-06-18,2.19,3.351696,0.969207550552158
2007-06-19,1.94,3.590299,0.915144936286266
2007-06-20,0,4.275302,0.711016926408757
2007-06-21,5.57,3.97617,0.933442028179323
2007-06-22,1.22,3.414429,0.995843658193668
2007-06-23,7.81,2.879175,1.35479083919776
2007-06-24,15.35,2.890103,2.71420565774285
2007-06-25,16.25,3.422012,4.03844999873864
2007-06-26,12.71,2.821688,4.30632304912835
2007-06-27,12.36,2.464177,4.19658030335725
2007-06-28,0.24,2.467374,2.99193584770173
2007-06-29,6.39,2.686004,2.33265709908155
2007-06-30,2.92,2.81332,2.15188917036284
2007-07-01,0.47,3.224695,1.58834563120049
2007-07-02,0,3.444295,1.12898037150226
2007-07-03,4.74,3.087645,1.208195297199
2007-07-04,19.89,2.581028,2.96214992553626
2007-07-05,6.38,2.61873,3.61632821487653
2007-07-06,6.2,2.754533,2.80120021048163
2007-07-07,2.8,2.981329,2.23675716421669
2007-07-08,0,2.818891,1.53102637143893
2007-07-09,0.54,3.114996,1.09623209134434
2007-07-10,2.31,2.686867,1.0109182513095
2007-07-11,0.5,2.718639,0.880238837108069
2007-07-12,0.93,2.523867,0.734569303080669
2007-07-13,0.56,2.937147,0.623581796592135
2007-07-14,0.13,4.014497,0.497841921630566
2007-07-15,0,4.531443,0.385596975184574
2007-07-16,0,5.0155,0.301243413489771
2007-07-17,0,4.6067,0.238404570358197
2007-07-18,1.56,3.865216,0.282827043999482
2007-07-19,0,3.681824,0.261590534278667
2007-07-20,4.52,3.436576,0.510125480155893
2007-07-21,10.41,3.519786,1.45329437520056
2007-07-22,0,3.150485,1.43343684226603
2007-07-23,0,3.138306,0.794443099202667
2007-07-24,1.98,2.684003,0.68949286754141
2007-07-25,3.09,3.013151,0.81212566639261
2007-07-26,0,3.201598,0.687100038878748
2007-07-27,0,3.529157,0.471693497824892
2007-07-28,0,3.510686,0.348839906964215
2007-07-29,7.5,3.272223,0.814604850684913
2007-07-30,4.42,2.760532,1.30616469963667
2007-07-31,0,2.544953,0.992707258491162
2007-08-01,0,2.506059,0.621460825720518
2007-08-02,0,2.93718,0.441695970816844
2007-08-03,4.35,3.03917,0.642724744564153
2007-08-04,0,3.266202,0.637248638736563
2007-08-05,0,3.353098,0.434200161508455
2007-08-06,0,3.860483,0.319572247770244
2007-08-07,6.47,3.64281,0.7065408350175
2007-08-08,0.32,3.062259,0.805301528626738
2007-08-09,0.88,2.778073,0.591177808942825
2007-08-10,4.67,2.509406,0.807294466991894
2007-08-11,1.23,3.238931,0.85266435484078
2007-08-12,0,3.401731,0.59948186930676
2007-08-13,2.2,3.156409,0.578572411774737
2007-08-14,0,3.074136,0.495044769395011
2007-08-15,0.62,3.234817,0.397064144677094
2007-08-16,17.63,3.471575,1.78403643206476
2007-08-17,1.03,2.780097,2.19788107320666
2007-08-18,0.17,2.514845,1.17523617992645
2007-08-19,0,2.505285,0.765320918254952
2007-08-20,6.46,2.754937,1.05363171354092
2007-08-21,4.96,2.387256,1.46667924353537
2007-08-22,3.36,2.638337,1.44552575837528
2007-08-23,26.28,2.428957,3.59389595808555
2007-08-24,0.19,2.840125,3.63772637295067
2007-08-25,0,3.021453,1.72614678349549
2007-08-26,0,3.296874,1.13939576590738
2007-08-27,0,3.230543,0.839493309579446
2007-08-28,0,2.847615,0.645346991805744
2007-08-29,0,2.279299,0.505977371471915
2007-08-30,0,2.469016,0.400960294212334
2007-08-31,0,2.286143,0.319836499900187
2007-09-01,0,2.66167,0.256292740711546
2007-09-02,0.03,2.598874,0.207711864792732
2007-09-03,0,2.415577,0.167933019467179
2007-09-04,8.24,2.22065,0.67171258075451
2007-09-05,1.19,1.870173,0.950774537207013
2007-09-06,0.28,1.809521,0.656752337020998
2007-09-07,0.27,2.387941,0.475150991620572
2007-09-08,0.13,2.371202,0.36229204091128
2007-09-09,0,2.38547,0.276285889390663
2007-09-10,0,2.283628,0.21338441709818
2007-09-11,1.23,1.880311,0.242290595650639
2007-09-12,0.03,2.055126,0.221275632315116
2007-09-13,0,2.068384,0.171355822885237
2007-09-14,0,1.953667,0.134706939126997
2007-09-15,0,2.049237,0.107361257274129
2007-09-16,0,2.215427,0.0864484777671796
2007-09-17,0,2.000933,0.0701900967989372
2007-09-18,0.77,2.077052,0.0982274882168665
2007-09-19,1.61,1.658407,0.186730791633223
2007-09-20,0,1.417313,0.184735068977873
2007-09-21,0,1.713372,0.140571623805109
2007-09-22,0,1.715962,0.109764914523169
2007-09-23,0,1.948336,0.0872382146903063
2007-09-24,0,2.258395,0.0702528562122358
2007-09-25,3.34,2.001274,0.252625812232981
2007-09-26,0,1.654806,0.291787873343054
2007-09-27,0.81,1.47894,0.263025305953082
2007-09-28,17.91,1.520576,1.69497431315141
2007-09-29,1.98,1.556552,2.23132928840287
2007-09-30,1.31,1.601824,1.32082931886703
2007-10-01,0.11,1.821827,0.885054205008647
2007-10-02,0,1.911037,0.615225280211895
2007-10-03,0,2.339129,0.456619880924045
2007-10-04,0.03,2.279755,0.353189376980364
2007-10-05,0,2.271092,0.277553183339976
2007-10-06,0,1.800353,0.220056387076977
2007-10-07,0,1.587189,0.175886000013758
2007-10-08,0,1.40789,0.141432529279959
2007-10-09,0,1.407783,0.114292506903826
2007-10-10,1.44,1.478465,0.17057247429119
2007-10-11,5.62,1.565396,0.547593491821055
2007-10-12,0,1.412938,0.615614523786824
2007-10-13,0,1.420557,0.399819040822138
2007-10-14,0,1.411482,0.286684743776073
2007-10-15,0,1.321315,0.216090972915315
2007-10-16,0.03,1.332127,0.169342523878106
2007-10-17,0,1.514491,0.134181236694428
2007-10-18,1.71,1.321046,0.206826747824565
2007-10-19,0,1.195626,0.203155604569068
2007-10-20,0,0.9941499,0.155013591872727
2007-10-21,0,0.9254265,0.121193472535478
2007-10-22,0.83,0.8711892,0.143887170448815
2007-10-23,0,0.9185676,0.130782848603615
2007-10-24,0,0.914166,0.1029055001606
2007-10-25,0,0.9609404,0.0822239082052449
2007-10-26,0,1.148504,0.0664765230986965
2007-10-27,0,1.144724,0.0542687104698306
2007-10-28,0,1.122187,0.0446807333718724
2007-10-29,0,1.059696,0.0370752738665398
2007-10-30,15.28,1.071194,1.11208252483737
2007-10-31,0.77,1.080656,1.60485706433406
2007-11-01,0,0.8699238,0.873512482920216
2007-11-02,0,0.9150839,0.566207879970823
2007-11-03,0.17,1.325481,0.419987973212888
2007-11-04,0.06,1.380964,0.325889868998386
2007-11-05,0,1.182654,0.253331041680308
2007-11-06,0,1.052429,0.199082487401223
2007-11-07,4.39,0.9893813,0.436306778958148
2007-11-08,0.33,0.9550949,0.504681968972522
2007-11-09,9.78,1.100047,1.14013334717247
2007-11-10,9.4,0.776849,2.1019290338642
2007-11-11,3.16,0.8975085,1.95201428600855
2007-11-12,2.27,1.04977,1.43658484457511
2007-11-13,0.07,0.7597936,1.00771011051322
2007-11-14,4.77,0.7299483,1.06888164938927
2007-11-15,0.53,0.7116808,0.994944965524131
2007-11-16,0.07,0.6309774,0.692810513631387
2007-11-17,0,0.5476907,0.504618697604115
2007-11-18,0,0.6117775,0.383199472889464
2007-11-19,0,0.6262208,0.298338495843566
2007-11-20,8.54,0.6702339,0.839678144841981
2007-11-21,4.12,0.8734195,1.35353623607435
2007-11-22,7.4,0.9561988,1.67091592352476
2007-11-23,0,1.021733,1.36930338302593
2007-11-24,1.51,0.9140477,0.939231728596662
2007-11-25,0,0.6137285,0.70523937464405
2007-11-26,1.24,0.7302099,0.595766937107756
2007-11-27,2.09,0.7178354,0.638545365958369
2007-11-28,1.41,0.7513988,0.647839206518644
2007-11-29,0,0.6026742,0.510945281124969
2007-11-30,1.29,0.5585133,0.461457449845354
2007-12-01,0.28,0.7762789,0.404452917105499
2007-12-02,12.38,0.8895213,1.30171248699841
2007-12-03,32.79,0.946073,4.89382091764948
2007-12-04,8.94,0.8325739,5.54239877902188
2007-12-05,4.38,0.7837103,3.39314537266202
2007-12-06,3.72,1.008369,2.49680823705961
2007-12-07,11.21,0.9921537,2.85458092827968
