"Date","P","E","MXII_Q_sim"
2006-04-10,0.09,1.452778,0.16988969200397
2006-04-11,0,1.360654,0.139873814347172
2006-04-12,0,1.227348,0.11825581937449
2006-04-13,0.74,1.471256,0.102983043759007
2006-04-14,1.65,1.417903,0.0945828176829331
2006-04-15,2.45,1.73055,0.0959113500816445
2006-04-16,3.92,1.78059,0.118254330927819
2006-04-17,17.49,1.836359,0.357405224180162
2006-04-18,0,1.865053,0.520277924417192
2006-04-19,0,1.712098,0.390728884375949
2006-04-20,0,1.5832,0.298065598071677
2006-04-21,0,1.72232,0.231733122487958
2006-04-22,0,2.055787,0.184197360045812
2006-04-23,0,1.906578,0.150080481509494
2006-04-24,0,1.664318,0.125543794093512
2006-04-25,0,2.614495,0.107847235027374
2006-04-26,1,2.489932,0.0954686866688936
2006-04-27,0.52,2.279525,0.0866752490093917
2006-04-28,0,2.066842,0.079772274827608
2006-04-29,0,1.879394,0.0744692239404449
2006-04-30,0,1.488974,0.0705103637943892
2006-05-01,6.57,1.242226,0.114948421152637
2006-05-02,3.03,1.63297,0.172177017706401
2006-05-03,0,2.279322,0.163843020738373
2006-05-04,0,2.74471,0.13419821406153
2006-05-05,0,3.133681,0.112867076261291
2006-05-06,3.03,2.780145,0.102722326990204
2006-05-07,0.03,2.960251,0.095731519005804
2006-05-08,0,2.775521,0.0849625548317005
2006-05-09,12.56,2.514195,0.193148146674879
2006-05-10,0.38,2.528348,0.280006326300323
2006-05-11,0.03,2.437027,0.217836655814869
2006-05-12,0,2.765869,0.172434299540167
2006-05-13,1.85,2.838433,0.141471212381564
2006-05-14,17.67,2.514401,0.319262652859687
2006-05-15,0,2.326371,0.459762378442839
2006-05-16,0,2.655017,0.346109701979812
2006-05-17,5.11,2.925123,0.28466836849518
2006-05-18,1.28,2.969827,0.244292902837905
2006-05-19,0.96,3.010565,0.195014275601153
2006-05-20,2.01,2.310091,0.160658012460873
2006-05-21,20.61,2.148815,0.393958397711913
2006-05-22,2.74,2.531541,0.59382081976101
2006-05-23,6.28,2.563149,0.514717058151347
2006-05-24,2.8,2.043834,0.462282086275185
2006-05-25,2.29,1.911688,0.380796402265313
2006-05-26,8.75,2.128356,0.397166514416757
2006-05-27,14.14,2.629082,0.584066433710101
2006-05-28,2.17,2.9359,0.641712830039233
2006-05-29,1.87,2.826622,0.49471269046521
2006-05-30,10.33,2.018782,0.490443953639431
2006-05-31,3.09,1.813142,0.516140258451034
2006-06-01,1.5,1.825399,0.42457321993301
2006-06-02,2.16,1.812284,0.342164388345227
2006-06-03,0,2.259227,0.276203438759692
2006-06-04,0,2.48771,0.218320539445247
2006-06-05,0,2.742347,0.176794342403944
2006-06-06,0.29,2.678804,0.146981611789851
2006-06-07,0,2.430686,0.125498720125254
2006-06-08,0,2.713694,0.10992234324435
2006-06-09,0,3.084712,0.098602559807225
2006-06-10,0,3.324333,0.0903231113172576
2006-06-11,0,3.659721,0.0842158172662857
2006-06-12,0,3.942612,0.0796609541059634
2006-06-13,0,3.961734,0.0762161461287635
2006-06-14,0,4.422082,0.0735656080432932
2006-06-15,0.36,4.404413,0.0715156370304203
2006-06-16,6.6,3.662155,0.0980135094371006
2006-06-17,0,3.213944,0.118889639483591
2006-06-18,0,3.410493,0.103511036676686
2006-06-19,0,3.942181,0.0923491952721849
2006-06-20,0.54,3.871599,0.084282997580874
2006-06-21,0,3.72498,0.0783508669168885
2006-06-22,0,3.518181,0.0738475955958741
2006-06-23,0.48,2.880505,0.0705379370715307
2006-06-24,0,3.093686,0.0680061922447915
2006-06-25,0,3.727085,0.0659371792216097
2006-06-26,8.5,3.789807,0.111305823227072
2006-06-27,1.1,3.535503,0.148838396277196
2006-06-28,0,3.477216,0.125316162755426
2006-06-29,0,3.872422,0.106564883201611
2006-06-30,0.22,3.829599,0.0930254866298004
2006-07-01,0,4.328485,0.0831944621951089
2006-07-02,0,4.433869,0.0759953034938865
2006-07-03,0,4.329465,0.0706920854733883
2006-07-04,0,4.457209,0.0667438115376063
2006-07-05,0,4.797611,0.0637643042152745
2006-07-06,0.53,4.549896,0.0615435211498888
2006-07-07,0,4.048904,0.059805355230424
2006-07-08,0.11,3.95075,0.0583413810431473
2006-07-09,0.15,3.992552,0.0571480684459487
2006-07-10,0,3.74398,0.0561397275769635
2006-07-11,0,4.167972,0.0552612723471354
2006-07-12,0,4.747865,0.054483833958956
2006-07-13,0,4.813864,0.0537799902721343
2006-07-14,39.93,4.265984,0.557645727206752
2006-07-15,0,4.356479,0.95626830115476
2006-07-16,0,4.018706,0.701205044279846
2006-07-17,0,4.285995,0.518957429775845
2006-07-18,0,4.391714,0.388687174120596
2006-07-19,0,4.628929,0.295519970514354
2006-07-20,0,4.96938,0.228838576579812
2006-07-21,0,5.001661,0.181064426754697
2006-07-22,0,5.331844,0.146787951779929
2006-07-23,2.51,4.568414,0.124052406252556
2006-07-24,0.1,4.465701,0.107813066536126
2006-07-25,0,4.750831,0.0940157347746747
2006-07-26,0,5.349794,0.0839839700710355
2006-07-27,0,5.65498,0.0766562295992304
2006-07-28,0.03,4.900592,0.0712604477348161
2006-07-29,0.55,3.810304,0.0673265614759114
2006-07-30,0,3.927917,0.0643624949296328
2006-07-31,0.68,3.800787,0.0621282796450454
2006-08-01,0.81,3.653794,0.0606079679488941
2006-08-02,4.81,3.003323,0.0746199744303392
2006-08-03,10.41,2.675501,0.183064913640295
2006-08-04,0.33,2.578596,0.252107955965351
2006-08-05,18.72,2.739754,0.41017513655173
2006-08-06,1.75,3.501988,0.543792243369959
2006-08-07,0.03,3.528031,0.411353485383018
2006-08-08,0,3.567246,0.311170048458107
2006-08-09,0,3.291851,0.239470294204359
2006-08-10,0.62,2.788448,0.188259253680301
2006-08-11,1.96,2.521464,0.153683419495209
2006-08-12,10.29,2.316128,0.220279987813406
2006-08-13,2.22,2.329921,0.28329624401996
2006-08-14,0,2.424958,0.231191783839192
2006-08-15,3.32,2.519591,0.191613128488216
2006-08-16,4.86,2.672488,0.190036717960814
2006-08-17,0.52,2.662792,0.181507826542159
2006-08-18,4.93,3.122262,0.16747038236999
2006-08-19,4.55,3.004925,0.181351378802139
2006-08-20,2.29,2.870884,0.178522158229077
2006-08-21,2.98,2.601081,0.162314069990464
2006-08-22,4.1,2.593484,0.164314404376319
2006-08-23,0,2.549566,0.15606860543927
2006-08-24,0,2.728572,0.128077040126886
2006-08-25,19.03,2.385486,0.321624702007676
2006-08-26,10.92,2.386554,0.60557645280277
2006-08-27,0.5,2.413896,0.591024225607778
2006-08-28,1.12,2.515089,0.443854805857931
2006-08-29,11.05,2.100826,0.447726532909967
2006-08-30,4.72,1.925744,0.501321773287083
2006-08-31,0,2.002639,0.424710017508689
2006-09-01,0,2.103298,0.322560818047451
2006-09-02,0,2.585042,0.249454960533813
2006-09-03,0,2.825362,0.19708203428438
2006-09-04,2.85,3.081168,0.163579191028673
2006-09-05,0,3.064568,0.139793942570684
2006-09-06,0,2.807721,0.118280575232017
2006-09-07,0,3.035901,0.102741265742692
2006-09-08,0,2.618402,0.0914680298963423
2006-09-09,0,2.175367,0.0832416970070864
2006-09-10,0,2.246124,0.0771920098266803
2006-09-11,0,2.530095,0.0726977643876893
2006-09-12,0,2.718208,0.0693155301958767
2006-09-13,0,2.874105,0.0667287709688186
2006-09-14,0,2.895916,0.0647115272080127
2006-09-15,0,2.747738,0.0631024929532026
2006-09-16,0,2.73487,0.0617865118650473
2006-09-17,0,2.40794,0.0606813691965886
2006-09-18,0,2.678368,0.059728363950319
2006-09-19,1.43,2.399691,0.059861395700806
2006-09-20,0,2.083848,0.059871076877817
2006-09-21,0.1,2.081233,0.0586848728959745
2006-09-22,0,2.278032,0.0576810774073304
2006-09-23,0,2.649146,0.0567980279830911
2006-09-24,0,2.621812,0.0560129876158435
2006-09-25,0.7,2.68054,0.0554830826164496
2006-09-26,0.71,2.27936,0.0552484428120898
2006-09-27,0.19,2.122584,0.0547933176856784
2006-09-28,0,1.876615,0.054022123023873
2006-09-29,0,1.930407,0.053284718996862
2006-09-30,0,2.025467,0.0526125669905928
2006-10-01,14.33,1.997627,0.196814670796633
2006-10-02,5.45,2.178683,0.361115170288607
2006-10-03,0.88,1.950745,0.330449106127382
2006-10-04,17.49,1.766855,0.474899300639473
2006-10-05,0.27,1.603188,0.592599925530391
2006-10-06,0.8,1.547164,0.443204245557168
2006-10-07,11.91,1.874038,0.466065280461454
2006-10-08,2.73,1.649406,0.512169287720979
2006-10-09,0,1.301947,0.406898256998905
2006-10-10,0,1.510334,0.308197012707051
2006-10-11,0.76,1.916001,0.238189273325218
2006-10-12,0,1.654135,0.188092060642064
2006-10-13,0.04,1.797016,0.15150103977216
2006-10-14,0,2.025724,0.125212142736691
2006-10-15,0,1.731451,0.106273797554045
2006-10-16,0,1.520572,0.0925883559687866
2006-10-17,0,1.403569,0.0826540741071979
2006-10-18,0,1.310002,0.075398996412056
2006-10-19,0,1.485701,0.070057948778913
2006-10-20,2.51,1.616091,0.0712039109653322
2006-10-21,4.67,1.776714,0.101460819903861
2006-10-22,1.89,1.745203,0.12876221326838
2006-10-23,3.34,1.81631,0.138268888143686
2006-10-24,20.27,1.930539,0.410313879286687
2006-10-25,17.22,1.529007,0.850964971356817
2006-10-26,0,1.412991,0.892080754504531
2006-10-27,0,1.708703,0.656559744077626
2006-10-28,0,1.780439,0.488249711437529
2006-10-29,0.09,1.708365,0.367933159490442
2006-10-30,0.48,1.634229,0.282026026851286
2006-10-31,0,1.140033,0.220510650034092
2006-11-01,1.2,1.082988,0.177609829945747
2006-11-02,1.82,0.964431,0.152387414900045
2006-11-03,0.79,0.7605854,0.135607781974604
2006-11-04,0,0.8545902,0.117778165580696
2006-11-05,0,0.9481588,0.102247322046148
2006-11-06,0,0.9193982,0.0909814691550614
2006-11-07,0,0.9116619,0.0827617329115582
2006-11-08,0,0.8268558,0.0767180679749937
2006-11-09,0.03,0.9273551,0.0722313411177086
2006-11-10,1.1,1.114316,0.0699065293539261
2006-11-11,0.03,0.7095165,0.0681721756713814
2006-11-12,4.32,0.8355081,0.0933392826035336
2006-11-13,1.85,0.9514834,0.126349751016878
2006-11-14,3.29,1.053415,0.151919699442015
2006-11-15,3.65,1.315407,0.194389533095151
2006-11-16,0,1.285559,0.194423085334796
2006-11-17,0.51,1.270585,0.156879693230651
2006-11-18,8.25,1.187549,0.217306373450253
2006-11-19,0.66,0.9402765,0.2701698981409
2006-11-20,16.94,0.9359483,0.460889622373425
2006-11-21,17.59,0.881795,0.885573242016632
2006-11-22,8.55,0.9763085,1.07264801886686
2006-11-23,1.98,0.8075814,0.94550336474585
2006-11-24,25.38,1.083009,1.13016435934137
2006-11-25,5.27,1.135842,1.34139145012307
2006-11-26,4.58,1.407379,1.11644275643568
2006-11-27,0.34,1.056545,0.884447305254738
2006-11-28,0,0.9674931,0.65906554403218
2006-11-29,0.38,1.02429,0.496505731212447
2006-11-30,0.03,0.9460962,0.380303689838295
2006-12-01,0.24,0.7327512,0.296546028810107
2006-12-02,0,0.8916934,0.236498634208099
2006-12-03,0.1,0.8705289,0.19321402064255
2006-12-04,13.13,1.051893,0.326586540066327
2006-12-05,16.38,1.016901,0.699270713133472
2006-12-06,4.6,1.272633,0.870784711511373
2006-12-07,2.19,0.9761119,0.738633377473239
2006-12-08,10.81,0.8848088,0.750777738618594
2006-12-09,13.83,0.9940333,0.976190497608902
2006-12-10,2.41,0.7947422,1.00496482788921
2006-12-11,0,0.6095968,0.782024441318413
2006-12-12,3.54,0.7145317,0.63041128368886
2006-12-13,2.2,0.7840955,0.550956612627022
2006-12-14,0.15,0.779254,0.451633797115574
2006-12-15,0,0.8028575,0.35295416047957
2006-12-16,0,0.5791272,0.281195998121091
2006-12-17,3.97,0.706076,0.264705108618774
2006-12-18,0,0.6121042,0.255361910095538
2006-12-19,0.22,0.6152815,0.211795188386369
2006-12-20,0,0.632099,0.180477791144156
2006-12-21,0,0.5945614,0.156953624723463
2006-12-22,0,0.7432586,0.139883628094596
2006-12-23,0,0.6758961,0.127423351726007
2006-12-24,0,0.6088232,0.118256207141385
2006-12-25,0,0.6640194,0.111442391378699
2006-12-26,0,0.5150117,0.10631104983232
2006-12-27,0,0.5376472,0.102383302491028
2006-12-28,0,0.5005325,0.0993173003524233
2006-12-29,0.03,0.5033704,0.0968705854626521
2006-12-30,0,0.5271747,0.0948670317533985
2006-12-31,19.35,0.668015,0.384096378087032
2007-01-01,10,0.9901223,0.777314597817103
2007-01-02,13.94,0.8833843,1.00240511180683
2007-01-03,5.28,0.7147818,1.09214976431217
2007-01-04,0.43,0.7655866,0.906885719025722
2007-01-05,3.81,0.8574706,0.73162061861384
2007-01-06,2.04,0.8818367,0.629390643376504
2007-01-07,10.9,1.043456,0.6856885487377
2007-01-08,0,0.9019123,0.714220675453536
2007-01-09,11.59,0.9696581,0.728886578561019
2007-01-10,2.4,1.184793,0.782280035169003
2007-01-11,3.14,1.032169,0.661130512567599
2007-01-12,5.24,0.8568484,0.627112026189615
2007-01-13,0.17,0.9369128,0.567877510752929
2007-01-14,0.44,1.086821,0.441235152985403
2007-01-15,0.56,0.8524475,0.351252806814108
2007-01-16,0,0.5613311,0.284876696958961
2007-01-17,0.07,0.7308876,0.235236912757064
2007-01-18,17.2,1.040246,0.472044348927458
2007-01-19,41.8,1.22803,1.48059239816179
2007-01-20,6.31,1.233655,2.0775902790673
2007-01-21,3.89,1.134227,1.69389891460038
2007-01-22,3.07,0.8719943,1.35629843304455
2007-01-23,0,0.7245337,1.05655861630614
2007-01-24,0.04,0.5394815,0.79446530878314
2007-01-25,0,0.536026,0.607002490416354
2007-01-26,0,0.4866848,0.472585941345492
2007-01-27,0.05,0.4556527,0.376330382815529
2007-01-28,0.6,0.6817537,0.308427485798909
2007-01-29,0.06,0.7300378,0.259655456808629
2007-01-30,0.43,0.8509507,0.223729189139026
2007-01-31,0,0.9172454,0.197674774152879
2007-02-01,0,0.8697195,0.178146098636286
2007-02-02,0,0.9545065,0.163839769378978
2007-02-03,0.03,1.060443,0.153267313901834
2007-02-04,0,0.8533794,0.145361327436656
2007-02-05,0,0.7802819,0.139359292846364
2007-02-06,0.33,0.6552955,0.13485468236545
2007-02-07,4.15,0.6837842,0.164379955578384
2007-02-08,1.45,0.6847117,0.200746982524659
2007-02-09,14.03,0.7375471,0.451319794209931
2007-02-10,0.84,0.8752164,0.645213328892702
2007-02-11,3.53,0.9397408,0.555521098912134
2007-02-12,14.81,1.077894,0.765028900821314
2007-02-13,14,1.083452,1.15548801091835
2007-02-14,2.96,1.002059,1.20078788057293
2007-02-15,14.92,0.9533609,1.23932738761512
2007-02-16,0,1.003201,1.24060824565438
2007-02-17,0,0.856263,0.927224665538577
2007-02-18,0,0.8881834,0.703119895107644
2007-02-19,0,0.9038812,0.542746091574643
2007-02-20,0,0.9381504,0.427867259991395
2007-02-21,0,0.9226408,0.345466575407551
2007-02-22,1.18,0.8813277,0.288291127149102
2007-02-23,0,1.099098,0.247244823583701
2007-02-24,1.7,1.224402,0.219918070348896
2007-02-25,10.63,1.228775,0.365127874407677
2007-02-26,14.7,1.117206,0.765867157483904
2007-02-27,4.83,1.088919,0.981180512232762
2007-02-28,4.38,1.058435,0.904020093363367
2007-03-01,11.6,1.29858,0.988029568694511
2007-03-02,21.1,1.217096,1.42999350581447
2007-03-03,2.25,1.059463,1.57442490145946
2007-03-04,10.66,1.1775,1.4136569855913
2007-03-05,0,1.132171,1.2787365544967
2007-03-06,3.15,1.288491,0.993520699172838
2007-03-07,13.12,1.25329,1.04803288792843
2007-03-08,6.91,1.190425,1.20133211265616
2007-03-09,0,1.075671,1.04672064381059
2007-03-10,3.84,0.9890859,0.847109008030587
2007-03-11,0,1.10021,0.708094729920207
2007-03-12,0,1.122617,0.553867444966426
2007-03-13,0,1.163444,0.443301014161929
2007-03-14,0,1.222282,0.363904286203907
2007-03-15,0,1.334261,0.306761077062777
2007-03-16,0,1.247331,0.265507001422356
2007-03-17,0,1.187288,0.235599138790033
2007-03-18,0.26,1.302366,0.213857599788572
2007-03-19,9.03,1.262067,0.320829962040584
2007-03-20,2.67,0.9292095,0.444641334316684
2007-03-21,2.65,0.9419255,0.442780509804526
2007-03-22,2.95,0.9950124,0.447011239548657
2007-03-23,3.41,0.9648929,0.466081757848135
2007-03-24,1.67,1.007223,0.45728601379815
2007-03-25,0.7,1.132908,0.399170792254624
2007-03-26,0.42,1.37928,0.336756393006942
2007-03-27,0,1.620343,0.286337039846008
2007-03-28,0,1.48899,0.24825517154929
2007-03-29,0.59,1.497669,0.221067702779321
2007-03-30,2.19,1.519264,0.208442364491827
2007-03-31,1.49,1.430789,0.204925489789922
2007-04-01,4.1,1.46369,0.235508745427888
2007-04-02,0,1.787156,0.253851927698864
2007-04-03,0,1.808416,0.222971030118333
2007-04-04,0.17,1.409192,0.200598059984983
2007-04-05,0,1.420167,0.184225243831361
2007-04-06,0,1.52033,0.172043811631405
2007-04-07,0,1.795482,0.162947280692863
2007-04-08,0,1.578328,0.156056716061422
2007-04-09,0,1.574736,0.150744697895497
2007-04-10,0,1.7514,0.146563337288573
2007-04-11,0,1.757233,0.143192894228981
2007-04-12,0,1.876821,0.140405101288242
2007-04-13,0,2.341811,0.138036984203421
2007-04-14,0,2.551093,0.135972175103117
2007-04-15,0,2.840632,0.134127573954488
2007-04-16,0,2.793692,0.132443827550411
2007-04-17,0,2.670284,0.13087853344256
2007-04-18,0.11,2.251117,0.129408416793849
2007-04-19,0.13,1.719758,0.128018097127821
2007-04-20,0,1.770438,0.126666570934663
2007-04-21,0.04,1.881214,0.125338268399073
2007-04-22,0.03,1.832928,0.124045378826254
2007-04-23,0,2.150896,0.122778635854624
2007-04-24,0,2.509893,0.121534449589265
2007-04-25,0.07,3.020765,0.120312983017837
2007-04-26,0,3.271975,0.119108971353635
2007-04-27,0.06,2.898417,0.117919884810974
2007-04-28,0.13,2.844012,0.116754488081435
2007-04-29,0.27,2.757627,0.115640251384177
2007-04-30,0.03,2.695275,0.114520670149805
2007-05-01,0.12,2.543535,0.113370249547368
2007-05-02,0.38,2.52194,0.112322401118845
2007-05-03,0.42,2.378257,0.111392672611061
2007-05-04,0.04,2.31667,0.110343123816159
2007-05-05,2.18,2.334802,0.113195182432085
2007-05-06,0,2.98098,0.115239253993849
2007-05-07,0.03,2.799354,0.112078414262756
2007-05-08,13.9,2.359743,0.307848216147822
2007-05-09,1.7,2.432111,0.472942108386072
2007-05-10,16.27,2.296554,0.665824945759113
2007-05-11,0,2.832992,0.814431030951733
2007-05-12,1.85,2.430684,0.618670622008859
2007-05-13,7.03,2.432104,0.553746873796062
2007-05-14,12.83,2.564849,0.72690813777561
2007-05-15,2.6,2.491665,0.809369634429555
2007-05-16,3.76,2.153939,0.670959857762822
2007-05-17,16.22,2.091313,0.856652642011068
2007-05-18,6.62,2.256397,1.07746464039723
2007-05-19,0.03,2.471938,0.915979580058955
2007-05-20,1.88,2.900028,0.694557420535619
2007-05-21,4.18,3.202664,0.557442625728334
2007-05-22,0,3.571619,0.456037738099356
2007-05-23,0,3.647683,0.360810585426827
2007-05-24,0,3.439071,0.292488335068805
2007-05-25,0,3.89349,0.243374163590665
2007-05-26,1.06,4.039923,0.208445544835332
2007-05-27,6.98,3.436336,0.233395767437488
2007-05-28,5.02,2.637963,0.303458222067746
2007-05-29,1.49,2.297534,0.310566035224896
2007-05-30,0.6,2.112245,0.264499013579365
2007-05-31,1.34,2.319103,0.226102146201635
2007-06-01,1.79,2.886993,0.200650977622174
2007-06-02,20.56,2.596715,0.543878447095668
2007-06-03,0,3.345914,0.813121327534203
2007-06-04,0,3.388029,0.615632409651803
2007-06-05,0,3.557964,0.474316719215897
2007-06-06,0,3.826997,0.373100722312559
2007-06-07,0,4.307184,0.300511156442114
2007-06-08,3.94,4.445396,0.25723931808058
2007-06-09,29.31,4.069629,0.76242166430824
2007-06-10,10.6,4.046522,1.31082468002631
2007-06-11,0.26,3.653285,1.14174649810709
2007-06-12,0,3.829153,0.853815093845777
2007-06-13,0,3.68477,0.647358631779946
2007-06-14,0.07,3.548856,0.499618187899455
2007-06-15,4.72,3.792321,0.410939669104618
2007-06-16,1.56,3.390762,0.351584579443006
2007-06-17,2.44,2.987031,0.297183954841221
2007-06-18,2.19,3.351696,0.260370268356666
2007-06-19,1.94,3.590299,0.230734137916663
2007-06-20,0,4.275302,0.204071621359632
2007-06-21,5.57,3.97617,0.206390446953553
2007-06-22,1.22,3.414429,0.211833835645334
2007-06-23,7.81,2.879175,0.268623442456606
2007-06-24,15.35,2.890103,0.586912607419946
2007-06-25,16.25,3.422012,1.04666663191561
2007-06-26,12.71,2.821688,1.33587077073233
2007-06-27,12.36,2.464177,1.47453246850209
2007-06-28,0.24,2.467374,1.3445287584934
2007-06-29,6.39,2.686004,1.06901430701877
2007-06-30,2.92,2.81332,0.896369568067767
2007-07-01,0.47,3.224695,0.703981351402278
2007-07-02,0,3.444295,0.54467116423105
2007-07-03,4.74,3.087645,0.452604316644141
2007-07-04,19.89,2.581028,0.76926395378341
2007-07-05,6.38,2.61873,1.09575495107147
2007-07-06,6.2,2.754533,1.01386308460657
2007-07-07,2.8,2.981329,0.879239035126008
2007-07-08,0,2.818891,0.692920506226652
2007-07-09,0.54,3.114996,0.53840097923387
2007-07-10,2.31,2.686867,0.432759348456728
2007-07-11,0.5,2.718639,0.357403243332189
2007-07-12,0.93,2.523867,0.298671297724584
2007-07-13,0.56,2.937147,0.25623439519571
2007-07-14,0.13,4.014497,0.224657835101757
2007-07-15,0,4.531443,0.201384831903665
2007-07-16,0,5.0155,0.184346728706311
2007-07-17,0,4.6067,0.171782984868992
2007-07-18,1.56,3.865216,0.16361598893581
2007-07-19,0,3.681824,0.157485278040435
2007-07-20,4.52,3.436576,0.169213831446788
2007-07-21,10.41,3.519786,0.314225010076259
2007-07-22,0,3.150485,0.408858631561143
2007-07-23,0,3.138306,0.330985985743501
2007-07-24,1.98,2.684003,0.278306701783597
2007-07-25,3.09,3.013151,0.251119770488523
2007-07-26,0,3.201598,0.228629645483711
2007-07-27,0,3.529157,0.200925841455637
2007-07-28,0,3.510686,0.180777360460268
2007-07-29,7.5,3.272223,0.22647801956036
2007-07-30,4.42,2.760532,0.303528968770645
2007-07-31,0,2.544953,0.296635520282095
2007-08-01,0,2.506059,0.248463518436047
2007-08-02,0,2.93718,0.213714862632701
2007-08-03,4.35,3.03917,0.206565507153883
2007-08-04,0,3.266202,0.202502323705947
2007-08-05,0,3.353098,0.179987400624363
2007-08-06,0,3.860483,0.1635653875771
2007-08-07,6.47,3.64281,0.190817049059689
2007-08-08,0.32,3.062259,0.21341539881436
2007-08-09,0.88,2.778073,0.188021744630722
2007-08-10,4.67,2.509406,0.197679033055144
2007-08-11,1.23,3.238931,0.208340951015967
2007-08-12,0,3.401731,0.185324722803043
2007-08-13,2.2,3.156409,0.169143832562429
2007-08-14,0,3.074136,0.157539391534132
2007-08-15,0.62,3.234817,0.145369920801997
2007-08-16,17.63,3.471575,0.408925932714388
2007-08-17,1.03,2.780097,0.621954037902667
2007-08-18,0.17,2.514845,0.482800687324437
2007-08-19,0,2.505285,0.378502906049205
2007-08-20,6.46,2.754937,0.353763477527411
2007-08-21,4.96,2.387256,0.393397199971659
2007-08-22,3.36,2.638337,0.39975641947784
2007-08-23,26.28,2.428957,0.893702289401854
2007-08-24,0.19,2.840125,1.25892199677643
2007-08-25,0,3.021453,0.936575014378665
2007-08-26,0,3.296874,0.705460966552976
2007-08-27,0,3.230543,0.540126873975999
2007-08-28,0,2.847615,0.421749888695579
2007-08-29,0,2.279299,0.336894296492451
2007-08-30,0,2.469016,0.27596969938077
2007-08-31,0,2.286143,0.232130472049125
2007-09-01,0,2.66167,0.20049019798729
2007-09-02,0.03,2.598874,0.177561416578208
2007-09-03,0,2.415577,0.160853835268913
2007-09-04,8.24,2.22065,0.238509521235234
2007-09-05,1.19,1.870173,0.307311761049247
2007-09-06,0.28,1.809521,0.261063120232546
2007-09-07,0.27,2.387941,0.220761651157764
2007-09-08,0.13,2.371202,0.191075756549466
2007-09-09,0,2.38547,0.169344094506794
2007-09-10,0,2.283628,0.153468093758088
2007-09-11,1.23,1.880311,0.143142585546605
2007-09-12,0.03,2.055126,0.135565611770399
2007-09-13,0,2.068384,0.128420099902248
2007-09-14,0,1.953667,0.122995857990207
2007-09-15,0,2.049237,0.118813825296911
2007-09-16,0,2.215427,0.11552154876731
2007-09-17,0,2.000933,0.112867418313401
2007-09-18,0.77,2.077052,0.111101617366738
2007-09-19,1.61,1.658407,0.112838532719277
2007-09-20,0,1.417313,0.113576476240001
2007-09-21,0,1.713372,0.110322885643964
2007-09-22,0,1.715962,0.107710828531052
2007-09-23,0,1.948336,0.105559563780806
2007-09-24,0,2.258395,0.103740050658038
2007-09-25,3.34,2.001274,0.115220431134711
2007-09-26,0,1.654806,0.124149190185388
2007-09-27,0.81,1.47894,0.117444931932748
2007-09-28,17.91,1.520576,0.440778577941332
2007-09-29,1.98,1.556552,0.717670048454607
2007-09-30,1.31,1.601824,0.574762893403679
2007-10-01,0.11,1.821827,0.449710125281028
2007-10-02,0,1.911037,0.350511193529391
2007-10-03,0,2.339129,0.279155369426074
2007-10-04,0.03,2.279755,0.227936903408158
2007-10-05,0,2.271092,0.191093557426491
2007-10-06,0,1.800353,0.164511828416931
2007-10-07,0,1.587189,0.14525954607966
2007-10-08,0,1.40789,0.131241751469739
2007-10-09,0,1.407783,0.120963043448718
2007-10-10,1.44,1.478465,0.115588932078345
2007-10-11,5.62,1.565396,0.16936004720896
2007-10-12,0,1.412938,0.209562389675582
2007-10-13,0,1.420557,0.176298847219732
2007-10-14,0,1.411482,0.152290934259782
2007-10-15,0,1.321315,0.134892274238516
2007-10-16,0.03,1.332127,0.122216785795978
2007-10-17,0,1.514491,0.11291255517373
2007-10-18,1.71,1.321046,0.109641141023921
2007-10-19,0,1.195626,0.107335526463416
2007-10-20,0,0.9941499,0.101562177316098
2007-10-21,0,0.9254265,0.0971941632538791
2007-10-22,0.83,0.8711892,0.0948459365261281
2007-10-23,0,0.9185676,0.0930062540223469
2007-10-24,0,0.914166,0.0903688874017901
2007-10-25,0,0.9609404,0.0882488823902991
2007-10-26,0,1.148504,0.086500519502602
2007-10-27,0,1.144724,0.0850197614330488
2007-10-28,0,1.122187,0.0837323236902087
2007-10-29,0,1.059696,0.0825851594582509
2007-10-30,15.28,1.071194,0.345246475238971
2007-10-31,0.77,1.080656,0.560412579417189
2007-11-01,0,0.8699238,0.432386045565986
2007-11-02,0,0.9150839,0.332783568191476
2007-11-03,0.17,1.325481,0.261648256536239
2007-11-04,0.06,1.380964,0.21068110938787
2007-11-05,0,1.182654,0.173855389562369
2007-11-06,0,1.052429,0.147304900815503
2007-11-07,4.39,0.9893813,0.163707638825154
2007-11-08,0.33,0.9550949,0.179547798592787
2007-11-09,9.78,1.100047,0.322851750305446
2007-11-10,9.4,0.776849,0.632708919961579
2007-11-11,3.16,0.8975085,0.742712171101249
2007-11-12,2.27,1.04977,0.648212679057804
2007-11-13,0.07,0.7597936,0.523970703005613
2007-11-14,4.77,0.7299483,0.476662936831944
2007-11-15,0.53,0.7116808,0.453728828275725
2007-11-16,0.07,0.6309774,0.356049583133777
2007-11-17,0,0.5476907,0.279990190579459
2007-11-18,0,0.6117775,0.224950734634284
2007-11-19,0,0.6262208,0.185415289582074
2007-11-20,8.54,0.6702339,0.293750689970884
2007-11-21,4.12,0.8734195,0.454896929150069
2007-11-22,7.4,0.9561988,0.578194440430259
2007-11-23,0,1.021733,0.598969657348891
2007-11-24,1.51,0.9140477,0.467370748697289
2007-11-25,0,0.6137285,0.374199443296316
2007-11-26,1.24,0.7302099,0.30166738648074
