"Date","P","E","MIII_Q_sim"
2006-04-16,3.92,1.78059,0.931642541511407
2006-04-17,17.49,1.836359,4.400429647563
2006-04-18,0,1.865053,0.977817523476822
2006-04-19,0,1.712098,0.387247852055714
2006-04-20,0,1.5832,0.2031889654803
2006-04-21,0,1.72232,0.124984900772486
2006-04-22,0,2.055787,0.084950553805021
2006-04-23,0,1.906578,0.0617775892988742
2006-04-24,0,1.664318,0.0471541534430788
2006-04-25,0,2.614495,0.0373185011808385
2006-04-26,1,2.489932,0.108404784259304
2006-04-27,0.52,2.279525,0.125621472555309
2006-04-28,0,2.066842,0.0853015396525169
2006-04-29,0,1.879394,0.0619913354474605
2006-04-30,0,1.488974,0.0472940806221554
2006-05-01,6.57,1.242226,1.06521566072828
2006-05-02,3.03,1.63297,0.975007936751045
2006-05-03,0,2.279322,0.386509028909252
2006-05-04,0,2.74471,0.202905966184793
2006-05-05,0,3.133681,0.124849590121901
2006-05-06,3.03,2.780145,0.503167442087046
2006-05-07,0.03,2.960251,0.249503558513329
2006-05-08,0,2.775521,0.146383106354411
2006-05-09,12.56,2.514195,2.60687473391597
2006-05-10,0.38,2.528348,0.792625015108136
2006-05-11,0.03,2.437027,0.340989002955871
2006-05-12,0,2.765869,0.185064617064781
2006-05-13,1.85,2.838433,0.361764740963213
2006-05-14,17.67,2.514401,4.12325981378565
2006-05-15,0,2.326371,0.941990126258789
2006-05-16,0,2.655017,0.377755421315336
2006-05-17,5.11,2.925123,1.1154534896249
2006-05-18,1.28,2.969827,0.648650760613475
2006-05-19,0.96,3.010565,0.44530082584459
2006-05-20,2.01,2.310091,0.543391076907923
2006-05-21,20.61,2.148815,5.05794152865839
2006-05-22,2.74,2.531541,1.66369548077779
2006-05-23,6.28,2.563149,1.88425754182203
2006-05-24,2.8,2.043834,1.15364366093399
2006-05-25,2.29,1.911688,0.860397687085124
2006-05-26,8.75,2.128356,2.21509022132315
2006-05-27,14.14,2.629082,4.02140939722166
2006-05-28,2.17,2.9359,1.39962589542178
2006-05-29,1.87,2.826622,0.84641888266583
2006-05-30,10.33,2.018782,2.62071835677709
2006-05-31,3.09,1.813142,1.37943431506801
2006-06-01,1.5,1.825399,0.768407640958047
2006-06-02,2.16,1.812284,0.715995252008935
2006-06-03,0,2.259227,0.313844745458761
2006-06-04,0,2.48771,0.174014774906586
2006-06-05,0,2.742347,0.11070510668822
2006-06-06,0.29,2.678804,0.104480963102263
2006-06-07,0,2.430686,0.0733690922072793
2006-06-08,0,2.713694,0.0546007145726334
2006-06-09,0,3.084712,0.0423939971064149
2006-06-10,0,3.324333,0.0339935881603473
2006-06-11,0,3.659721,0.0279535591144581
2006-06-12,0,3.942612,0.0234562922267169
2006-06-13,0,3.961734,0.020011106848241
2006-06-14,0,4.422082,0.0173088952057406
2006-06-15,0.36,4.404413,0.0320753700165455
2006-06-16,6.6,3.662155,1.05543170723934
2006-06-17,0,3.213944,0.407300616428311
2006-06-18,0,3.410493,0.210794957476307
2006-06-19,0,3.942181,0.128599496161855
2006-06-20,0.54,3.871599,0.142682020968941
2006-06-21,0,3.72498,0.0945337331458921
2006-06-22,0,3.518181,0.0675399470060918
2006-06-23,0.48,2.880505,0.0904578350190236
2006-06-24,0,3.093686,0.0651074871365044
2006-06-25,0,3.727085,0.0493225015547829
2006-06-26,8.5,3.789807,1.50317965879273
2006-06-27,1.1,3.535503,0.714473005230432
2006-06-28,0,3.477216,0.313387287515738
2006-06-29,0,3.872422,0.173825703511842
2006-06-30,0.22,3.829599,0.133877370401629
2006-07-01,0,4.328485,0.0898102576199321
2006-07-02,0,4.433869,0.0647185551181919
2006-07-03,0,4.329465,0.0490704958587664
2006-07-04,0,4.457209,0.0386388044155205
2006-07-05,0,4.797611,0.0313222058631981
2006-07-06,0.53,4.549896,0.0591594473526013
2006-07-07,0,4.048904,0.0454317403586627
2006-07-08,0.11,3.95075,0.042874602728235
2006-07-09,0.15,3.992552,0.0434440211365749
2006-07-10,0,3.74398,0.0347327498408736
2006-07-11,0,4.167972,0.0284945766508524
2006-07-12,0,4.747865,0.0238649378572752
2006-07-13,0,4.813864,0.0203278616153404
2006-07-14,39.93,4.265984,9.51938805039502
2006-07-15,0,4.356479,1.49805190263849
2006-07-16,0,4.018706,0.510829755864247
2006-07-17,0,4.285995,0.248005116119227
2006-07-18,0,4.391714,0.145712431426872
2006-07-19,0,4.628929,0.0961401374322125
2006-07-20,0,4.96938,0.0684914316209374
2006-07-21,0,5.001661,0.051501466635948
2006-07-22,0,5.331844,0.0402993396166779
2006-07-23,2.51,4.568414,0.299471360912861
2006-07-24,0.1,4.465701,0.180009771010239
2006-07-25,0,4.750831,0.11369627809706
2006-07-26,0,5.349794,0.0786427088104631
2006-07-27,0,5.65498,0.0578992503221532
2006-07-28,0.03,4.900592,0.0465516297936437
2006-07-29,0.55,3.810304,0.0760412445366371
2006-07-30,0,3.927917,0.0562786846583321
2006-07-31,0.68,3.800787,0.0969383882110464
2006-08-01,0.81,3.653794,0.146371009263304
2006-08-02,4.81,3.003323,0.835877793638613
2006-08-03,10.41,2.675501,2.50269937733529
2006-08-04,0.33,2.578596,0.763595304205199
2006-08-05,18.72,2.739754,4.54359902540577
2006-08-06,1.75,3.501988,1.36160412255577
2006-08-07,0.03,3.528031,0.485681939366657
2006-08-08,0,3.567246,0.239257151312102
2006-08-09,0,3.291851,0.141769698329864
2006-08-10,0.62,2.788448,0.158540558444785
2006-08-11,1.96,2.521464,0.352730151992158
2006-08-12,10.29,2.316128,2.22302694794555
2006-08-13,2.22,2.329921,1.08706983855885
2006-08-14,0,2.424958,0.415286171987755
2006-08-15,3.32,2.519591,0.759960584269345
2006-08-16,4.86,2.672488,1.23411109853782
2006-08-17,0.52,2.662792,0.539566887167857
2006-08-18,4.93,3.122262,1.14907242813636
2006-08-19,4.55,3.004925,1.31024316197762
2006-08-20,2.29,2.870884,0.891030647281166
2006-08-21,2.98,2.601081,0.899785073201884
2006-08-22,4.1,2.593484,1.13176693257986
2006-08-23,0,2.549566,0.42639302506737
2006-08-24,0,2.728572,0.217907225628062
2006-08-25,19.03,2.385486,4.29280210307143
2006-08-26,10.92,2.386554,3.51574279262877
2006-08-27,0.5,2.413896,0.959407312714433
2006-08-28,1.12,2.515089,0.573207554205127
2006-08-29,11.05,2.100826,2.59525934300795
2006-08-30,4.72,1.925744,1.72300828881971
2006-08-31,0,2.002639,0.557956693485734
2006-09-01,0,2.103298,0.263954803942315
2006-09-02,0,2.585042,0.152783440323912
2006-09-03,0,2.825362,0.0998515527017386
2006-09-04,2.85,3.081168,0.446643183120449
2006-09-05,0,3.064568,0.225320202037843
2006-09-06,0,2.807721,0.135388419534762
2006-09-07,0,3.035901,0.0906269834097165
2006-09-08,0,2.618402,0.0652089641980537
2006-09-09,0,2.175367,0.0493881989880966
2006-09-10,0,2.246124,0.0388567191558931
2006-09-11,0,2.530095,0.0314784537549277
2006-09-12,0,2.718208,0.0260977837499237
2006-09-13,0,2.874105,0.0220453135779111
2006-09-14,0,2.895916,0.0189113973193906
2006-09-15,0,2.747738,0.0164337814904011
2006-09-16,0,2.73487,0.0144381279621735
2006-09-17,0,2.40794,0.0128047836595996
2006-09-18,0,2.678368,0.0114493482102691
2006-09-19,1.43,2.399691,0.101784899009646
2006-09-20,0,2.083848,0.0718036941636506
2006-09-21,0.1,2.081233,0.0609740670535997
2006-09-22,0,2.278032,0.0466272082093004
2006-09-23,0,2.649146,0.0369536593543539
2006-09-24,0,2.621812,0.0301086501427782
2006-09-25,0.7,2.68054,0.0704771438789166
2006-09-26,0.71,2.27936,0.113819795992727
2006-09-27,0.19,2.122584,0.0956602598879105
2006-09-28,0,1.876615,0.0682076163186709
2006-09-29,0,1.930407,0.0513196405162766
2006-09-30,0,2.025467,0.0401756812698838
2006-10-01,14.33,1.997627,2.7808124237301
2006-10-02,5.45,2.178683,1.90531981581253
2006-10-03,0.88,1.950745,0.756887675947004
2006-10-04,17.49,1.766855,4.27327243833674
2006-10-05,0.27,1.603188,1.01658374754686
2006-10-06,0.8,1.547164,0.532144269777377
2006-10-07,11.91,1.874038,2.76982129788171
2006-10-08,2.73,1.649406,1.30783908161316
2006-10-09,0,1.301947,0.468334306814799
2006-10-10,0,1.510334,0.23311948542216
2006-10-11,0.76,1.916001,0.233171487444116
2006-10-12,0,1.654135,0.138998699275077
2006-10-13,0.04,1.797016,0.0963328110854171
2006-10-14,0,2.025724,0.068605285130164
2006-10-15,0,1.731451,0.0515743598534954
2006-10-16,0,1.520572,0.0403488893404086
2006-10-17,0,1.403569,0.0325442471011225
2006-10-18,0,1.310002,0.0268870219372739
2006-10-19,0,1.485701,0.0226471613988778
2006-10-20,2.51,1.616091,0.263975653336648
2006-10-21,4.67,1.776714,0.936743725186541
2006-10-22,1.89,1.745203,0.707686260335435
2006-10-23,3.34,1.81631,0.909023982921082
2006-10-24,20.27,1.930539,5.12554723525965
2006-10-25,17.22,1.529007,5.33362726149044
2006-10-26,0,1.412991,1.09049295381189
2006-10-27,0,1.708703,0.416143925597069
2006-10-28,0,1.780439,0.214104524000866
2006-10-29,0.09,1.708365,0.140183969997744
2006-10-30,0.48,1.634229,0.143489700848526
2006-10-31,0,1.140033,0.0949628264664526
2006-11-01,1.2,1.082988,0.196165337552351
2006-11-02,1.82,0.964431,0.369458046717387
2006-11-03,0.79,0.7605854,0.307416953461831
2006-11-04,0,0.8545902,0.171349104244251
2006-11-05,0,0.9481588,0.109365070394279
2006-11-06,0,0.9193982,0.0761786237516096
2006-11-07,0,0.9116619,0.0563645819298918
2006-11-08,0,0.8268558,0.0435753363775007
2006-11-09,0.03,0.9273551,0.0366099986033906
2006-11-10,1.1,1.114316,0.118927887940842
2006-11-11,0.03,0.7095165,0.0842821949137068
2006-11-12,4.32,0.8355081,0.697402324266023
2006-11-13,1.85,0.9514834,0.623354510140408
2006-11-14,3.29,1.053415,0.874300748243655
2006-11-15,3.65,1.315407,1.0492909932144
2006-11-16,0,1.285559,0.405738397291768
2006-11-17,0.51,1.270585,0.281661753686319
2006-11-18,8.25,1.187549,1.76414039788969
2006-11-19,0.66,0.9402765,0.689947278522657
2006-11-20,16.94,0.9359483,4.23305388573676
2006-11-21,17.59,0.881795,5.38192369345716
2006-11-22,8.55,0.9763085,3.16399861524643
2006-11-23,1.98,0.8075814,1.2306174215601
2006-11-24,25.38,1.083009,6.92165053773497
2006-11-25,5.27,1.135842,2.53801482028743
2006-11-26,4.58,1.407379,1.73111870969994
2006-11-27,0.34,1.056545,0.62464146849469
2006-11-28,0,0.9674931,0.285630384132156
2006-11-29,0.38,1.02429,0.212221819743839
2006-11-30,0.03,0.9460962,0.13270605569864
2006-12-01,0.24,0.7327512,0.113752617316589
2006-12-02,0,0.8916934,0.0786745956894638
2006-12-03,0.1,0.8705289,0.0660873362776914
2006-12-04,13.13,1.051893,2.79554919210091
2006-12-05,16.38,1.016901,4.91940082448919
2006-12-06,4.6,1.272633,2.1394361602169
2006-12-07,2.19,0.9761119,1.10255400193641
2006-12-08,10.81,0.8848088,2.95961656451849
2006-12-09,13.83,0.9940333,4.29879010722718
2006-12-10,2.41,0.7947422,1.5229983696328
2006-12-11,0,0.6095968,0.516212507911147
2006-12-12,3.54,0.7145317,0.92410569710062
2006-12-13,2.2,0.7840955,0.799803443684701
2006-12-14,0.15,0.779254,0.36375769480383
2006-12-15,0,0.8028575,0.194090841491036
2006-12-16,0,0.5791272,0.120604463239943
2006-12-17,3.97,0.706076,0.732831884628439
2006-12-18,0,0.6121042,0.318877541431948
2006-12-19,0.22,0.6152815,0.206154780882918
2006-12-20,0,0.632099,0.126399377526888
2006-12-21,0,0.5945614,0.0857297906816936
2006-12-22,0,0.7432586,0.0622518489261723
2006-12-23,0,0.6758961,0.0474644844923054
2006-12-24,0,0.6088232,0.0375330006800552
2006-12-25,0,0.6640194,0.0305269268303641
2006-12-26,0,0.5150117,0.0253895286596324
2006-12-27,0,0.5376472,0.0215029331091109
2006-12-28,0,0.5005325,0.0184861297411781
2006-12-29,0.03,0.5033704,0.0173601111822149
2006-12-30,0,0.5271747,0.0151882813632847
2006-12-31,19.35,0.668015,4.43207815141338
2007-01-01,10,0.9901223,3.54381686900076
2007-01-02,13.94,0.8833843,4.51799932771631
2007-01-03,5.28,0.7147818,2.29889303919268
2007-01-04,0.43,0.7655866,0.756840051956486
2007-01-05,3.81,0.8574706,1.10943351819162
2007-01-06,2.04,0.8818367,0.832787606871299
2007-01-07,10.9,1.043456,2.9712576469334
2007-01-08,0,0.9019123,0.777823015950972
2007-01-09,11.59,0.9696581,3.14963908472731
2007-01-10,2.4,1.184793,1.36263540178808
2007-01-11,3.14,1.032169,1.16268288898645
2007-01-12,5.24,0.8568484,1.618189311765
2007-01-13,0.17,0.9369128,0.570268640856855
2007-01-14,0.44,1.086821,0.341230318222386
2007-01-15,0.56,0.8524475,0.269134231159553
2007-01-16,0,0.5613311,0.155048339450364
2007-01-17,0.07,0.7308876,0.108760537251679
2007-01-18,17.2,1.040246,4.25235297328648
2007-01-19,41.8,1.22803,13.5217721742385
2007-01-20,6.31,1.233655,3.55792634475256
2007-01-21,3.89,1.134227,1.83346025920841
2007-01-22,3.07,0.8719943,1.28875393881766
2007-01-23,0,0.7245337,0.463917776203921
2007-01-24,0.04,0.5394815,0.237804708903298
2007-01-25,0,0.536026,0.141110486627467
2007-01-26,0,0.4866848,0.0936968373225591
2007-01-27,0.05,0.4556527,0.0717492332258052
2007-01-28,0.6,0.6817537,0.114200712516937
2007-01-29,0.06,0.7300378,0.0850288256858416
2007-01-30,0.43,0.8509507,0.105580493327249
2007-01-31,0,0.9172454,0.0740045083647753
2007-02-01,0,0.8697195,0.0550009718557574
2007-02-02,0,0.9545065,0.0426627415974448
2007-02-03,0.03,1.060443,0.036194452480853
2007-02-04,0,0.8533794,0.0295587968417464
2007-02-05,0,0.7802819,0.0246653168525824
2007-02-06,0.33,0.6552955,0.0413537886584458
2007-02-07,4.15,0.6837842,0.692554665415908
2007-02-08,1.45,0.6847117,0.583669982264413
2007-02-09,14.03,0.7375471,3.87389838518014
2007-02-10,0.84,0.8752164,1.10830253563423
2007-02-11,3.53,0.9397408,1.20876354920673
2007-02-12,14.81,1.077894,4.41850440845969
2007-02-13,14,1.083452,4.93442611720347
2007-02-14,2.96,1.002059,1.80408236038985
2007-02-15,14.92,0.9533609,4.69796670693447
2007-02-16,0,1.003201,1.01499481507592
2007-02-17,0,0.856263,0.396937677547867
2007-02-18,0,0.8881834,0.206882193309634
2007-02-19,0,0.9038812,0.126745311129743
2007-02-20,0,0.9381504,0.0859200008079833
2007-02-21,0,0.9226408,0.0623674569013275
2007-02-22,1.18,0.8813277,0.183675392025103
2007-02-23,0,1.099098,0.115510217282444
2007-02-24,1.7,1.224402,0.32591553603375
2007-02-25,10.63,1.228775,2.78192318335458
2007-02-26,14.7,1.117206,4.9059553225838
2007-02-27,4.83,1.088919,2.33247224566378
2007-02-28,4.38,1.058435,1.77454671618086
2007-03-01,11.6,1.29858,3.73709430017253
2007-03-02,21.1,1.217096,7.214674056524
2007-03-03,2.25,1.059463,1.89734540490338
2007-03-04,10.66,1.1775,3.52696201438573
2007-03-05,0,1.132171,0.860436902616724
2007-03-06,3.15,1.288491,1.06582025775905
2007-03-07,13.12,1.25329,4.03392929878279
2007-03-08,6.91,1.190425,2.85081828032832
2007-03-09,0,1.075671,0.758913776693743
2007-03-10,3.84,0.9890859,1.209868866364
2007-03-11,0,1.10021,0.445337784789953
2007-03-12,0,1.122617,0.224846250333054
2007-03-13,0,1.163444,0.135169178215834
2007-03-14,0,1.222282,0.0905086421088511
2007-03-15,0,1.334261,0.0651379726872764
2007-03-16,0,1.247331,0.0493422405956401
2007-03-17,0,1.187288,0.038825212907911
2007-03-18,0.26,1.302366,0.0513535949678796
2007-03-19,9.03,1.262067,2.06337268818259
2007-03-20,2.67,0.9292095,1.28077338600201
2007-03-21,2.65,0.9419255,1.08155271797682
2007-03-22,2.95,0.9950124,1.09826577153057
2007-03-23,3.41,0.9648929,1.22346754787896
2007-03-24,1.67,1.007223,0.823380676505184
2007-03-25,0.7,1.132908,0.485250063010289
2007-03-26,0.42,1.37928,0.312882064911472
2007-03-27,0,1.620343,0.17361677714521
2007-03-28,0,1.48899,0.110505429005227
2007-03-29,0.59,1.497669,0.149351401846863
2007-03-30,2.19,1.519264,0.467279858572916
2007-03-31,1.49,1.430789,0.518448788320856
2007-04-01,4.1,1.46369,1.16884234265363
2007-04-02,0,1.787156,0.43545735892712
2007-04-03,0,1.808416,0.221241601804448
2007-04-04,0.17,1.409192,0.156959801207747
2007-04-05,0,1.420167,0.102020121325836
2007-04-06,0,1.52033,0.0719406898172169
2007-04-07,0,1.795482,0.0536980525988167
2007-04-08,0,1.578328,0.0417864505871801
2007-04-09,0,1.574736,0.033564378650289
2007-04-10,0,1.7514,0.0276385091050917
2007-04-11,0,1.757233,0.0232177719179264
2007-04-12,0,1.876821,0.0198258643790706
2007-04-13,0,2.341811,0.0171619273471223
2007-04-14,0,2.551093,0.0150282017291028
2007-04-15,0,2.840632,0.0132902567181991
2007-04-16,0,2.793692,0.0118540487834551
2007-04-17,0,2.670284,0.0106521358129989
2007-04-18,0.11,2.251117,0.0138485987484769
2007-04-19,0.13,1.719758,0.0180812006407005
2007-04-20,0,1.770438,0.0157688733164238
2007-04-21,0.04,1.881214,0.0156481535717076
2007-04-22,0.03,1.832928,0.015094545821791
2007-04-23,0,2.150896,0.0133447051413852
2007-04-24,0,2.509893,0.0118993400769308
2007-04-25,0.07,3.020765,0.0134048409795609
2007-04-26,0,3.271975,0.0119493394973242
2007-04-27,0.06,2.898417,0.0130367489385605
2007-04-28,0.13,2.844012,0.0171885829912593
2007-04-29,0.27,2.757627,0.0295736838792516
2007-04-30,0.03,2.695275,0.0264408473833343
2007-05-01,0.12,2.543535,0.0293821357672505
2007-05-02,0.38,2.52194,0.0515461057478254
2007-05-03,0.42,2.378257,0.0776748447448845
2007-05-04,0.04,2.31667,0.0609034646529095
2007-05-05,2.18,2.334802,0.351753659796147
2007-05-06,0,2.98098,0.18935848879854
2007-05-07,0.03,2.799354,0.122027120604593
2007-05-08,13.9,2.359743,3.56030137294303
2007-05-09,1.7,2.432111,1.28679304445453
2007-05-10,16.27,2.296554,5.03533504250412
2007-05-11,0,2.832992,1.05568946331581
2007-05-12,1.85,2.430684,0.808412041018894
2007-05-13,7.03,2.432104,2.07463406974605
2007-05-14,12.83,2.564849,4.22408156466756
2007-05-15,2.6,2.491665,1.62991077508997
2007-05-16,3.76,2.153939,1.45637959167428
2007-05-17,16.22,2.091313,5.13496843468742
2007-05-18,6.62,2.256397,2.92136876591124
2007-05-19,0.03,2.471938,0.777092327588662
2007-05-20,1.88,2.900028,0.72867826483965
2007-05-21,4.18,3.202664,1.28067705860364
2007-05-22,0,3.571619,0.46203968808024
2007-05-23,0,3.647683,0.230870764013411
2007-05-24,0,3.439071,0.13794492777947
2007-05-25,0,3.89349,0.0920029765111053
2007-05-26,1.06,4.039923,0.201357296216029
2007-05-27,6.98,3.436336,1.69474456163035
2007-05-28,5.02,2.637963,1.81895012727404
2007-05-29,1.49,2.297534,0.922129945096151
2007-05-30,0.6,2.112245,0.492516291857671
2007-05-31,1.34,2.319103,0.494675773648738
2007-06-01,1.79,2.886993,0.591632719792781
2007-06-02,20.56,2.596715,6.16284459526907
2007-06-03,0,3.345914,1.18215776980625
2007-06-04,0,3.388029,0.438681053524622
2007-06-05,0,3.557964,0.222421087332831
2007-06-06,0,3.826997,0.13404498206604
2007-06-07,0,4.307184,0.0899009790325621
2007-06-08,3.94,4.445396,0.777954812270343
2007-06-09,29.31,4.069629,9.16992414675018
2007-06-10,10.6,4.046522,4.63560214687472
2007-06-11,0.26,3.653285,1.07296899243742
2007-06-12,0,3.829153,0.411740047650893
2007-06-13,0,3.68477,0.212459733420243
2007-06-14,0.07,3.548856,0.138700599900982
2007-06-15,4.72,3.792321,1.03977533718421
2007-06-16,1.56,3.390762,0.741426117089184
2007-06-17,2.44,2.987031,0.84813702454592
2007-06-18,2.19,3.351696,0.827394995748579
2007-06-19,1.94,3.590299,0.760644707609276
2007-06-20,0,4.275302,0.327086197960253
2007-06-21,5.57,3.97617,1.42778658112874
2007-06-22,1.22,3.414429,0.766798859523172
2007-06-23,7.81,2.879175,2.30224285974263
2007-06-24,15.35,2.890103,5.12670620056606
2007-06-25,16.25,3.422012,5.97279523530866
2007-06-26,12.71,2.821688,4.96642672928597
2007-06-27,12.36,2.464177,4.72770814654332
2007-06-28,0.24,2.467374,1.08005676483412
2007-06-29,6.39,2.686004,2.05539378872507
2007-06-30,2.92,2.81332,1.35524640229029
2007-07-01,0.47,3.224695,0.581195418986404
2007-07-02,0,3.444295,0.271621379376813
2007-07-03,4.74,3.087645,1.19001523157472
2007-07-04,19.89,2.581028,6.37075349580867
2007-07-05,6.38,2.61873,3.0550863178706
2007-07-06,6.2,2.754533,2.50970531639765
2007-07-07,2.8,2.981329,1.42315600757555
2007-07-08,0,2.818891,0.494413383883673
2007-07-09,0.54,3.114996,0.340422116788347
2007-07-10,2.31,2.686867,0.641404457951488
2007-07-11,0.5,2.718639,0.386351691606435
2007-07-12,0.93,2.523867,0.369608528132989
2007-07-13,0.56,2.937147,0.291739001173039
2007-07-14,0.13,4.014497,0.184351105573787
2007-07-15,0,4.531443,0.115843376553872
2007-07-16,0,5.0155,0.0798549752167002
2007-07-17,0,4.6067,0.0586501429279307
2007-07-18,1.56,3.865216,0.248836290409423
2007-07-19,0,3.681824,0.146084616183592
2007-07-20,4.52,3.436576,1.01059724744762
2007-07-21,10.41,3.519786,3.22246217480771
2007-07-22,0,3.150485,0.81605954404067
2007-07-23,0,3.138306,0.343071742615765
2007-07-24,1.98,2.684003,0.563376582877292
2007-07-25,3.09,3.013151,0.939216487120222
2007-07-26,0,3.201598,0.377014011691747
2007-07-27,0,3.529157,0.199250972121311
2007-07-28,0,3.510686,0.123096628066667
2007-07-29,7.5,3.272223,1.77636894022606
2007-07-30,4.42,2.760532,1.6931725776426
2007-07-31,0,2.544953,0.551880553252551
2007-08-01,0,2.506059,0.261929295140297
2007-08-02,0,2.93718,0.151893616152639
2007-08-03,4.35,3.03917,0.969903597070434
2007-08-04,0,3.266202,0.385164368790564
2007-08-05,0,3.353098,0.202390391485056
2007-08-06,0,3.860483,0.12460292447479
2007-08-07,6.47,3.64281,1.48544585926238
2007-08-08,0.32,3.062259,0.577141466589713
2007-08-09,0.88,2.778073,0.436828597470747
2007-08-10,4.67,2.509406,1.26928176414311
2007-08-11,1.23,3.238931,0.730262236799076
2007-08-12,0,3.401731,0.318112581285744
2007-08-13,2.2,3.156409,0.59232342499524
2007-08-14,0,3.074136,0.275248837013204
2007-08-15,0.62,3.234817,0.25475419027392
2007-08-16,17.63,3.471575,4.99253787904858
2007-08-17,1.03,2.780097,1.31740154113783
2007-08-18,0.17,2.514845,0.506154481074124
2007-08-19,0,2.505285,0.246391747489082
2007-08-20,6.46,2.754937,1.61332593547138
2007-08-21,4.96,2.387256,1.7941688809708
2007-08-22,3.36,2.638337,1.40261110353618
2007-08-23,26.28,2.428957,8.52269354006297
2007-08-24,0.19,2.840125,1.46320153643087
2007-08-25,0,3.021453,0.503239562399888
2007-08-26,0,3.296874,0.245382893055369
2007-08-27,0,3.230543,0.144535510848266
2007-08-28,0,2.847615,0.0955174056055943
2007-08-29,0,2.279299,0.068123058787314
2007-08-30,0,2.469016,0.0512654364004122
2007-08-31,0,2.286143,0.0401388007472029
2007-09-01,0,2.66167,0.0323946199022145
2007-09-02,0.03,2.598874,0.028659104124984
2007-09-03,0,2.415577,0.0239889734847423
2007-09-04,8.24,2.22065,1.75833561309494
2007-09-05,1.19,1.870173,0.839371135526207
2007-09-06,0.28,1.809521,0.404043921537281
2007-09-07,0.27,2.387941,0.254094444821112
2007-09-08,0.13,2.371202,0.166950789211
2007-09-09,0,2.38547,0.107140207189897
2007-09-10,0,2.283628,0.0749029316143579
2007-09-11,1.23,1.880311,0.211871931706504
2007-09-12,0.03,2.055126,0.13306292109933
2007-09-13,0,2.068384,0.0893689759068339
2007-09-14,0,1.953667,0.0644531297746066
2007-09-15,0,2.049237,0.0488983267101159
2007-09-16,0,2.215427,0.0385205978452719
2007-09-17,0,2.000933,0.0312373853179743
2007-09-18,0.77,2.077052,0.0933909064462481
2007-09-19,1.61,1.658407,0.295300012646399
2007-09-20,0,1.417313,0.166270173358443
2007-09-21,0,1.713372,0.106794359598857
2007-09-22,0,1.715962,0.0747040119647333
2007-09-23,0,1.948336,0.0554406924481131
2007-09-24,0,2.258395,0.0429575243156821
2007-09-25,3.34,2.001274,0.559772080657937
2007-09-26,0,1.654806,0.264558259782463
2007-09-27,0.81,1.47894,0.280866841062345
2007-09-28,17.91,1.520576,5.07082193490798
2007-09-29,1.98,1.556552,1.5800001742905
2007-09-30,1.31,1.601824,0.825347226005868
2007-10-01,0.11,1.821827,0.366564192198168
2007-10-02,0,1.911037,0.195188977043726
2007-10-03,0,2.339129,0.121136547040641
2007-10-04,0.03,2.279755,0.0860680405700847
2007-10-05,0,2.271092,0.0624573914198505
2007-10-06,0,1.800353,0.0475988238448253
2007-10-07,0,1.587189,0.0376257720330487
2007-10-08,0,1.40789,0.0305938022076747
2007-10-09,0,1.407783,0.0254394200017428
2007-10-10,1.44,1.478465,0.16998804172249
2007-10-11,5.62,1.565396,1.29694823875487
2007-10-12,0,1.412938,0.465817676677286
2007-10-13,0,1.420557,0.232221838633058
2007-10-14,0,1.411482,0.138564158758637
2007-10-15,0,1.321315,0.0923351802437675
2007-10-16,0.03,1.332127,0.0691514297261621
2007-10-17,0,1.514491,0.0519236492647425
2007-10-18,1.71,1.321046,0.25849387339992
2007-10-19,0,1.195626,0.150379063577619
2007-10-20,0,0.9941499,0.0985952452285084
2007-10-21,0,0.9254265,0.0699379410385303
2007-10-22,0.83,0.8711892,0.145634157279679
2007-10-23,0,0.9185676,0.096098765975158
2007-10-24,0,0.914166,0.0684669771963315
2007-10-25,0,0.9609404,0.0514858065058368
2007-10-26,0,1.148504,0.0402886927087595
2007-10-27,0,1.144724,0.0325013887366116
2007-10-28,0,1.122187,0.0268553663467665
2007-10-29,0,1.059696,0.0226230729328199
2007-10-30,15.28,1.071194,3.78180557537112
2007-10-31,0.77,1.080656,1.08614151351613
2007-11-01,0,0.8699238,0.415053347385631
2007-11-02,0,0.9150839,0.213697820155966
2007-11-03,0.17,1.325481,0.152869515361264
2007-11-04,0.06,1.380964,0.106978368264244
2007-11-05,0,1.182654,0.074809868252371
2007-11-06,0,1.052429,0.0555071533412911
2007-11-07,4.39,0.9893813,0.822801150382388
2007-11-08,0.33,0.9550949,0.408192391520801
2007-11-09,9.78,1.100047,2.66472108351568
2007-11-10,9.4,0.776849,3.33268977383047
2007-11-11,3.16,0.8975085,1.64957749533771
2007-11-12,2.27,1.04977,1.07873745707171
2007-11-13,0.07,0.7597936,0.427174297753763
2007-11-14,4.77,0.7299483,1.28577462721897
2007-11-15,0.53,0.7116808,0.575809175129262
2007-11-16,0.07,0.6309774,0.282094283732537
2007-11-17,0,0.5476907,0.160651419724251
2007-11-18,0,0.6117775,0.103922910106738
2007-11-19,0,0.6262208,0.0730459345100646
2007-11-20,8.54,0.6702339,1.97045567486505
2007-11-21,4.12,0.8734195,1.65025097377731
2007-11-22,7.4,0.9561988,2.50892073955809
2007-11-23,0,1.021733,0.702946270377885
2007-11-24,1.51,0.9140477,0.620025420916232
2007-11-25,0,0.6137285,0.284161171762351
2007-11-26,1.24,0.7302099,0.373997461401378
2007-11-27,2.09,0.7178354,0.602994282320572
2007-11-28,1.41,0.7513988,0.55971695806489
2007-11-29,0,0.6026742,0.264539947917973
